 ,Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
1,ID1630417,1630417,68,0.559,110.799,31.165,0,668,668,2.500,1,611.333,613.640,617.850,622.269,None,None,None,None,None,None,-10921639,611.333,611.372,610.796,611.858,22619.309,0.304,4.426,3.531E-4,1.419
2,ID1629797,1629797,68,0.557,110.840,31.149,0,669,669,2.500,1,611.315,613.213,617.809,623.141,None,None,None,None,None,None,-10921639,611.315,611.369,610.815,611.870,22618.673,0.301,4.429,3.525E-4,1.432
3,ID1628849,1628849,68,0.545,110.815,31.159,0,670,670,2.500,1,611.290,613.158,617.752,623.239,None,None,None,None,None,None,-10921639,611.290,611.336,610.801,611.805,22617.740,0.292,4.432,3.430E-4,1.436
4,ID1629020,1629020,68,0.545,110.899,31.090,0,671,671,2.500,1,611.269,614.026,617.698,624.485,None,None,None,None,None,None,-10921639,611.269,611.316,610.767,611.768,22616.964,0.283,4.430,3.388E-4,1.461
5,ID1628536,1628536,68,0.537,110.968,31.093,0,672,672,2.500,1,611.240,613.155,617.632,623.219,None,None,None,None,None,None,-10921639,611.240,611.302,610.735,611.722,22615.865,0.277,4.434,3.348E-4,1.479
6,ID1630102,1630102,68,0.534,110.960,31.066,0,673,673,2.500,1,611.219,612.972,617.581,624.499,None,None,None,None,None,None,-10921639,611.219,611.281,610.695,611.689,22615.109,0.273,4.433,3.343E-4,1.494
7,ID1629478,1629478,68,0.525,110.929,31.022,0,674,674,2.500,1,611.203,612.854,617.519,623.964,None,None,None,None,None,None,-10921639,611.203,611.260,610.705,611.670,22614.522,0.271,4.436,3.335E-4,1.501
8,ID1630730,1630730,68,0.523,110.982,30.998,0,675,675,2.500,1,611.190,613.311,617.454,624.616,None,None,None,None,None,None,-10921639,611.190,611.239,610.684,611.654,22614.037,0.261,4.437,3.340E-4,1.563
9,ID1631043,1631043,68,0.516,110.983,30.989,0,676,676,2.500,1,611.169,613.558,617.387,624.700,None,None,None,None,None,None,-10921639,611.169,611.203,610.655,611.641,22613.250,0.256,4.435,3.300E-4,1.577
10,ID1631667,1631667,68,0.512,111.017,30.955,0,677,677,2.500,1,611.143,612.862,617.321,624.460,None,None,None,None,None,None,-10921639,611.143,611.182,610.655,611.611,22612.279,0.253,4.433,3.221E-4,1.557
11,ID1631355,1631355,68,0.510,111.145,30.969,0,678,678,2.500,1,611.129,612.778,617.253,624.661,None,None,None,None,None,None,-10921639,611.129,611.164,610.629,611.585,22611.779,0.244,4.431,3.195E-4,1.600
12,ID1631968,1631968,68,0.512,111.208,31.080,0,679,679,2.500,1,611.117,613.258,617.189,624.293,None,None,None,None,None,None,-10921639,611.117,611.159,610.590,611.613,22611.311,0.252,4.432,3.178E-4,1.540
13,ID1632274,1632274,68,0.507,111.135,31.047,0,680,680,2.500,1,611.100,612.882,617.125,623.514,None,None,None,None,None,None,-10921639,611.100,611.120,610.547,611.599,22610.684,0.254,4.433,3.145E-4,1.516
14,ID1632576,1632576,68,0.500,111.176,31.027,0,681,681,2.500,1,611.082,612.641,617.064,623.002,None,None,None,None,None,None,-10921639,611.082,611.103,610.505,611.564,22610.016,0.246,4.429,3.105E-4,1.542
15,ID1632877,1632877,68,0.503,111.103,31.002,0,682,682,2.500,1,611.069,612.349,617.012,622.631,None,None,None,None,None,None,-10921639,611.069,611.106,610.522,611.532,22609.563,0.242,4.427,3.150E-4,1.589
16,ID1633192,1633192,68,0.509,111.081,31.162,0,683,683,2.500,1,611.062,612.560,616.963,622.767,None,None,None,None,None,None,-10921639,611.062,611.104,610.505,611.514,22609.310,0.245,4.428,3.184E-4,1.585
17,ID1633501,1633501,68,0.506,111.128,31.299,0,684,684,2.500,1,611.049,612.770,616.914,623.583,None,None,None,None,None,None,-10921639,611.049,611.067,610.518,611.467,22608.811,0.241,4.428,3.188E-4,1.617
18,ID1633812,1633812,68,0.497,111.177,31.350,0,685,685,2.500,1,611.025,611.434,616.852,621.987,None,None,None,None,None,None,-10921639,611.025,611.043,610.516,611.412,22607.939,0.235,4.431,3.093E-4,1.606
19,ID1634124,1634124,68,0.503,111.231,31.387,0,686,686,2.500,1,611.020,611.949,616.804,623.512,None,None,None,None,None,None,-10921639,611.020,611.042,610.493,611.435,22607.729,0.241,4.426,3.120E-4,1.579
20,ID1634433,1634433,68,0.502,111.255,31.310,0,687,687,2.500,1,611.009,611.518,616.740,621.519,None,None,None,None,None,None,-10921639,611.009,611.030,610.452,611.437,22607.345,0.241,4.427,3.112E-4,1.576
21,ID1634752,1634752,68,0.508,111.264,31.228,0,688,688,2.500,1,611.001,612.458,616.690,621.816,None,None,None,None,None,None,-10921639,611.001,611.051,610.422,611.417,22607.045,0.244,4.426,3.143E-4,1.572
22,ID1635067,1635067,68,0.507,111.284,31.206,0,689,689,2.500,1,610.985,611.925,616.635,619.821,None,None,None,None,None,None,-10921639,610.985,611.024,610.382,611.395,22606.438,0.247,4.423,3.079E-4,1.522
23,ID1635375,1635375,68,0.510,111.364,31.170,0,690,690,2.500,1,610.975,612.257,616.600,620.524,None,None,None,None,None,None,-10921639,610.975,610.997,610.367,611.375,22606.091,0.248,4.421,3.037E-4,1.497
24,ID1635683,1635683,68,0.505,111.406,31.125,0,691,691,2.500,1,610.962,611.666,616.564,619.741,None,None,None,None,None,None,-10921639,610.962,610.989,610.347,611.325,22605.584,0.244,4.419,2.950E-4,1.480
25,ID1635983,1635983,68,0.499,111.441,31.075,0,692,692,2.500,1,610.944,612.216,616.521,620.385,None,None,None,None,None,None,-10921639,610.944,610.970,610.317,611.314,22604.910,0.242,4.420,2.866E-4,1.446
26,ID1637198,1637198,68,0.489,111.532,31.156,0,693,693,2.500,1,610.883,611.332,615.972,618.181,None,None,None,None,None,None,-10921639,610.883,610.931,610.306,611.300,22602.680,0.272,4.420,2.591E-4,1.165
27,ID1636596,1636596,68,0.485,111.566,31.198,0,694,694,2.500,1,610.881,610.938,615.941,618.854,None,None,None,None,None,None,-10921639,610.881,610.920,610.299,611.317,22602.598,0.270,4.412,2.582E-4,1.168
28,ID1636286,1636286,68,0.486,111.627,31.242,0,695,695,2.500,1,610.885,611.371,615.905,618.664,None,None,None,None,None,None,-10921639,610.885,610.893,610.315,611.344,22602.742,0.267,4.413,2.667E-4,1.220
29,ID1636901,1636901,68,0.478,111.639,31.337,0,696,696,2.500,1,610.872,611.041,615.869,618.681,None,None,None,None,None,None,-10921639,610.872,610.864,610.325,611.310,22602.281,0.265,4.413,2.610E-4,1.202
30,ID1637505,1637505,68,0.479,111.610,31.569,0,697,697,2.500,1,610.911,611.180,615.928,618.243,None,None,None,None,None,None,-10921639,610.911,610.967,610.399,611.288,22603.695,0.248,7.543,2.554E-4,1.257
31,ID1637805,1637805,68,0.484,111.514,31.605,0,698,698,2.500,1,610.911,610.399,615.894,618.047,None,None,None,None,None,None,-10921639,610.911,610.992,610.370,611.292,22603.692,0.258,7.536,2.562E-4,1.211
32,ID1638114,1638114,68,0.490,111.501,31.524,0,699,699,2.500,1,610.914,610.962,615.867,617.636,None,None,None,None,None,None,-10921639,610.914,610.987,610.372,611.289,22603.819,0.260,7.532,2.664E-4,1.252
33,ID1638431,1638431,68,0.494,111.477,31.629,0,700,700,2.500,1,610.978,611.628,616.252,618.109,None,None,None,None,None,None,-10921639,610.978,610.995,610.536,611.329,22606.174,0.208,4.421,3.028E-4,1.777
34,ID1638737,1638737,68,0.493,111.512,31.553,0,701,701,2.500,1,610.906,610.901,615.796,617.291,None,None,None,None,None,None,-10921639,610.906,610.962,610.399,611.314,22603.540,0.260,7.538,2.675E-4,1.258
35,ID1639038,1639038,68,0.498,111.440,31.622,0,702,702,2.500,1,610.971,610.674,616.188,618.275,None,None,None,None,None,None,-10921639,610.971,610.994,610.521,611.313,22605.930,0.211,4.424,3.033E-4,1.753
36,ID1639340,1639340,68,0.490,111.512,31.638,0,703,703,2.500,1,610.905,611.286,615.732,617.548,None,None,None,None,None,None,-10921639,610.905,610.958,610.386,611.298,22603.502,0.253,7.534,2.711E-4,1.310
37,ID1639642,1639642,68,0.493,111.543,31.486,0,704,704,2.500,1,610.839,610.575,615.621,617.100,None,None,None,None,None,None,-10921639,610.839,610.858,610.334,611.250,22601.058,0.272,4.405,2.674E-4,1.199
38,ID1639941,1639941,68,0.501,111.503,31.475,0,705,705,2.500,1,610.838,611.145,615.588,617.288,None,None,None,None,None,None,-10921639,610.838,610.854,610.297,611.265,22600.991,0.279,4.405,2.747E-4,1.204
39,ID1640242,1640242,68,0.506,111.626,31.479,0,706,706,2.500,1,610.834,610.954,615.552,616.594,None,None,None,None,None,None,-10921639,610.834,610.855,610.308,611.261,22600.865,0.284,4.409,2.739E-4,1.179
40,ID1640543,1640543,68,0.510,111.575,31.640,0,707,707,2.500,1,610.873,610.185,615.597,615.532,None,None,None,None,None,None,-10921639,610.873,610.901,610.340,611.281,22602.316,0.269,8.563,2.693E-4,1.223
41,ID1640853,1640853,68,0.512,111.555,31.699,0,708,708,2.500,1,610.871,610.180,615.585,616.222,None,None,None,None,None,None,-10921639,610.871,610.870,610.339,611.282,22602.236,0.273,4.416,2.709E-4,1.214
42,ID1641455,1641455,68,0.521,111.604,31.674,0,709,709,2.500,1,610.872,610.920,615.555,616.138,None,None,None,None,None,None,-10921639,610.872,610.849,610.329,611.288,22602.249,0.275,4.416,2.807E-4,1.245
43,ID1641153,1641153,68,0.521,111.636,31.653,0,710,710,2.500,1,610.865,610.627,615.528,615.578,None,None,None,None,None,None,-10921639,610.865,610.830,610.312,611.294,22601.999,0.273,4.415,2.828E-4,1.263
44,ID1641755,1641755,68,0.523,111.671,31.655,0,711,711,2.500,1,610.856,610.676,615.511,615.553,None,None,None,None,None,None,-10921639,610.856,610.844,610.274,611.303,22601.683,0.272,4.417,2.823E-4,1.267
45,ID1642650,1642650,68,0.518,111.645,31.652,0,712,712,2.500,1,610.844,610.716,615.494,616.694,None,None,None,None,None,None,-10921639,610.844,610.818,610.241,611.262,22601.233,0.276,4.410,2.757E-4,1.222
46,ID1642059,1642059,68,0.517,111.695,31.701,0,713,713,2.500,1,610.837,610.415,615.459,614.933,None,None,None,None,None,None,-10921639,610.837,610.847,610.237,611.225,22600.961,0.276,4.410,2.745E-4,1.216
47,ID1642349,1642349,68,0.518,111.692,31.704,0,714,714,2.500,1,610.829,611.000,615.450,615.107,None,None,None,None,None,None,-10921639,610.829,610.859,610.211,611.230,22600.664,0.280,4.409,2.718E-4,1.188
48,ID1642941,1642941,68,0.514,111.698,31.683,0,715,715,2.500,1,610.820,610.287,615.430,614.674,None,None,None,None,None,None,-10921639,610.820,610.853,610.202,611.241,22600.338,0.277,4.412,2.685E-4,1.185
49,ID1643226,1643226,68,0.516,111.711,31.642,0,716,716,2.500,1,610.813,610.313,615.415,614.910,None,None,None,None,None,None,-10921639,610.813,610.820,610.159,611.250,22600.098,0.283,4.412,2.686E-4,1.159
50,ID1643806,1643806,68,0.512,111.744,31.531,0,717,717,2.500,1,610.817,610.565,615.398,614.640,None,None,None,None,None,None,-10921639,610.817,610.809,610.162,611.273,22600.217,0.280,4.412,2.698E-4,1.176
51,ID1644097,1644097,68,0.507,111.712,31.513,0,718,718,2.500,1,610.808,610.422,615.379,615.370,None,None,None,None,None,None,-10921639,610.808,610.819,610.153,611.290,22599.880,0.276,4.413,2.627E-4,1.164
52,ID1643522,1643522,68,0.510,111.712,31.529,0,719,719,2.500,1,610.804,610.637,615.353,615.370,None,None,None,None,None,None,-10921639,610.804,610.824,610.136,611.281,22599.753,0.271,4.415,2.657E-4,1.196
53,ID1644238,1644238,68,0.510,111.674,31.588,0,720,720,2.500,1,610.796,610.866,615.329,613.746,None,None,None,None,None,None,-10921639,610.796,610.812,610.103,611.288,22599.440,0.276,4.420,2.666E-4,1.181
54,ID1644683,1644683,68,0.507,111.728,31.628,0,721,721,2.500,1,610.786,610.882,615.320,614.717,None,None,None,None,None,None,-10921639,610.786,610.789,610.105,611.255,22599.066,0.270,4.416,2.618E-4,1.185
55,ID1644975,1644975,68,0.505,111.808,31.689,0,722,722,2.500,1,610.776,610.387,615.301,614.160,None,None,None,None,None,None,-10921639,610.776,610.785,610.102,611.236,22598.710,0.265,4.414,2.602E-4,1.198
56,ID1645269,1645269,68,0.512,111.830,31.765,0,723,723,2.500,1,610.773,610.790,615.290,613.748,None,None,None,None,None,None,-10921639,610.773,610.772,610.121,611.242,22598.607,0.267,4.410,2.630E-4,1.205
57,ID1645562,1645562,68,0.509,111.832,31.815,0,724,724,2.500,1,610.765,610.855,615.285,613.888,None,None,None,None,None,None,-10921639,610.765,610.766,610.144,611.205,22598.291,0.267,4.410,2.567E-4,1.175
58,ID1645859,1645859,68,0.507,111.803,31.712,0,725,725,2.500,1,610.756,610.287,615.273,614.313,None,None,None,None,None,None,-10921639,610.756,610.776,610.116,611.221,22597.958,0.271,4.411,2.557E-4,1.154
59,ID1646741,1646741,68,0.505,111.848,31.700,0,726,726,2.500,1,610.746,611.109,615.258,614.814,None,None,None,None,None,None,-10921639,610.746,610.759,610.124,611.215,22597.606,0.266,4.411,2.575E-4,1.184
60,ID1646154,1646154,68,0.506,111.834,31.661,0,727,727,2.500,1,610.730,610.325,615.237,614.702,None,None,None,None,None,None,-10921639,610.730,610.759,610.126,611.230,22597.018,0.262,4.407,2.502E-4,1.165
61,ID1646454,1646454,68,0.502,111.867,31.568,0,728,728,2.500,1,610.722,610.969,615.220,613.590,None,None,None,None,None,None,-10921639,610.722,610.746,610.125,611.215,22596.719,0.254,4.403,2.457E-4,1.180
62,ID1647040,1647040,68,0.493,111.898,31.532,0,729,729,2.500,1,610.709,611.192,615.210,614.187,None,None,None,None,None,None,-10921639,610.709,610.719,610.117,611.188,22596.228,0.248,4.404,2.394E-4,1.178
63,ID1647335,1647335,68,0.488,111.953,31.541,0,730,730,2.500,1,610.703,610.884,615.202,613.750,None,None,None,None,None,None,-10921639,610.703,610.722,610.132,611.170,22596.015,0.243,4.409,2.375E-4,1.193
64,ID1647626,1647626,68,0.482,111.953,31.556,0,731,731,2.500,1,610.692,611.112,615.194,614.278,None,None,None,None,None,None,-10921639,610.692,610.703,610.149,611.165,22595.617,0.237,4.416,2.334E-4,1.204
65,ID1647922,1647922,68,0.481,111.949,31.569,0,732,732,2.500,1,610.690,610.438,615.174,614.294,None,None,None,None,None,None,-10921639,610.690,610.712,610.176,611.149,22595.529,0.235,4.421,2.318E-4,1.205
66,ID1648217,1648217,68,0.483,111.982,31.605,0,733,733,2.500,1,610.685,610.847,615.165,614.454,None,None,None,None,None,None,-10921639,610.685,610.703,610.166,611.165,22595.361,0.240,4.422,2.318E-4,1.177
67,ID1648512,1648512,68,0.478,111.983,31.539,0,734,734,2.500,1,610.676,610.321,615.148,613.934,None,None,None,None,None,None,-10921639,610.676,610.687,610.165,611.167,22595.023,0.236,4.416,2.306E-4,1.195
68,ID1648815,1648815,68,0.472,112.020,31.625,0,735,735,2.500,1,610.663,610.519,615.134,614.085,None,None,None,None,None,None,-10921639,610.663,610.673,610.154,611.130,22594.545,0.231,4.419,2.220E-4,1.176
69,ID1649116,1649116,68,0.472,112.049,31.666,0,736,736,2.500,1,610.655,610.510,615.127,614.204,None,None,None,None,None,None,-10921639,610.655,610.674,610.113,611.135,22594.253,0.241,4.413,2.226E-4,1.128
70,ID1649407,1649407,68,0.466,111.980,31.609,0,737,737,2.500,1,610.649,610.438,615.119,614.737,None,None,None,None,None,None,-10921639,610.649,610.677,610.118,611.146,22594.018,0.237,4.408,2.217E-4,1.140
71,ID1649698,1649698,68,0.467,112.014,31.644,0,738,738,2.500,1,610.646,610.593,615.116,614.530,None,None,None,None,None,None,-10921639,610.646,610.688,610.081,611.143,22593.898,0.239,4.410,2.248E-4,1.148
72,ID1649997,1649997,68,0.463,112.073,31.714,0,739,739,2.500,1,610.638,610.981,615.104,614.825,None,None,None,None,None,None,-10921639,610.638,610.676,610.073,611.110,22593.588,0.232,4.410,2.217E-4,1.166
73,ID1650289,1650289,68,0.462,112.045,31.645,0,740,740,2.500,1,610.627,611.033,615.093,614.855,None,None,None,None,None,None,-10921639,610.627,610.643,610.067,611.072,22593.210,0.229,4.408,2.173E-4,1.156
74,ID1650881,1650881,68,0.457,112.216,31.505,0,741,741,2.500,1,610.616,610.403,615.082,614.938,None,None,None,None,None,None,-10921639,610.616,610.627,610.066,611.090,22592.808,0.233,4.404,2.134E-4,1.120
75,ID1650583,1650583,68,0.458,112.301,31.524,0,742,742,2.500,1,610.611,610.646,615.072,615.651,None,None,None,None,None,None,-10921639,610.611,610.611,610.099,611.071,22592.612,0.231,4.397,2.146E-4,1.134
76,ID1651182,1651182,68,0.453,112.229,31.526,0,743,743,2.500,1,610.605,610.767,615.052,615.541,None,None,None,None,None,None,-10921639,610.605,610.590,610.127,611.060,22592.394,0.231,4.396,2.134E-4,1.128
77,ID1651483,1651483,68,0.457,112.356,31.611,0,744,744,2.500,1,610.606,610.230,615.033,614.857,None,None,None,None,None,None,-10921639,610.606,610.574,610.146,611.089,22592.409,0.239,4.406,2.211E-4,1.131
78,ID1651784,1651784,68,0.462,112.230,31.503,0,745,745,2.500,1,610.609,610.819,615.026,615.514,None,None,None,None,None,None,-10921639,610.609,610.588,610.151,611.108,22592.548,0.242,4.408,2.281E-4,1.152
79,ID1651987,1651987,68,0.460,112.228,31.561,0,746,746,2.500,1,610.600,611.065,615.014,616.033,None,None,None,None,None,None,-10921639,610.600,610.573,610.119,611.095,22592.197,0.243,4.404,2.207E-4,1.107
80,ID1652372,1652372,68,0.459,112.205,31.480,0,747,747,2.500,1,610.566,610.790,614.945,615.657,None,None,None,None,None,None,-10921639,610.566,610.546,610.101,611.081,22590.949,0.248,4.435,2.142E-4,1.055
81,ID1652688,1652688,68,0.461,112.204,31.438,0,748,748,2.500,1,610.564,610.800,614.931,615.349,None,None,None,None,None,None,-10921639,610.564,610.541,610.091,611.059,22590.868,0.245,4.432,2.161E-4,1.078
82,ID1653307,1653307,68,0.459,112.281,31.541,0,749,749,2.500,1,610.586,610.849,614.977,616.064,None,None,None,None,None,None,-10921639,610.586,610.561,610.103,611.070,22591.665,0.243,4.411,2.121E-4,1.067
83,ID1652995,1652995,68,0.460,112.297,31.548,0,750,750,2.500,1,610.582,610.858,614.956,616.311,None,None,None,None,None,None,-10921639,610.582,610.556,610.119,611.086,22591.534,0.243,4.414,2.126E-4,1.069
84,ID1653525,1653525,68,0.466,112.166,31.452,0,751,751,2.500,1,610.561,610.937,614.890,616.235,None,None,None,None,None,None,-10921639,610.561,610.538,610.135,611.076,22590.740,0.244,4.437,2.249E-4,1.124
85,ID1654051,1654051,68,0.464,112.099,31.347,0,752,752,2.500,1,610.555,611.088,614.882,615.747,None,None,None,None,None,None,-10921639,610.555,610.542,610.107,611.062,22590.535,0.242,4.437,2.216E-4,1.120
86,ID1653925,1653925,68,0.452,112.122,31.377,0,753,753,2.500,1,610.543,610.924,614.874,615.983,None,None,None,None,None,None,-10921639,610.543,610.539,610.105,611.028,22590.074,0.232,4.436,2.132E-4,1.122
87,ID1654800,1654800,68,0.457,112.068,31.492,0,754,754,2.500,1,610.539,611.244,614.871,616.266,None,None,None,None,None,None,-10921639,610.539,610.512,610.099,611.055,22589.935,0.244,4.440,2.154E-4,1.079
88,ID1654535,1654535,68,0.453,112.168,31.521,0,755,755,2.500,1,610.554,611.434,614.901,616.006,None,None,None,None,None,None,-10921639,610.554,610.563,610.055,611.040,22590.507,0.237,4.427,2.139E-4,1.104
89,ID1655140,1655140,68,0.451,112.089,31.500,0,756,756,2.500,1,610.523,610.984,614.853,616.656,None,None,None,None,None,None,-10921639,610.523,610.500,610.096,611.066,22589.342,0.239,4.442,2.095E-4,1.068
90,ID1655450,1655450,68,0.451,112.077,31.493,0,757,757,2.500,1,610.516,610.488,614.839,616.870,None,None,None,None,None,None,-10921639,610.516,610.507,610.076,611.028,22589.080,0.235,4.447,2.090E-4,1.085
91,ID1655778,1655778,68,0.451,112.089,31.547,0,758,758,2.500,1,610.535,611.532,614.867,616.784,None,None,None,None,None,None,-10921639,610.535,610.554,610.063,610.990,22589.800,0.226,4.425,2.069E-4,1.119
92,ID1655808,1655808,68,0.453,111.977,31.350,0,759,759,2.500,1,610.500,611.335,614.816,616.950,None,None,None,None,None,None,-10921639,610.500,610.491,610.059,610.961,22588.501,0.224,4.441,2.020E-4,1.099
93,ID1656644,1656644,68,0.461,111.944,31.303,0,760,760,2.500,1,610.494,611.747,614.805,616.742,None,None,None,None,None,None,-10921639,610.494,610.478,610.048,610.942,22588.263,0.225,4.437,2.064E-4,1.119
94,ID1656361,1656361,68,0.464,111.970,31.329,0,761,761,2.500,1,610.485,611.304,614.798,616.659,None,None,None,None,None,None,-10921639,610.485,610.451,610.066,610.958,22587.955,0.231,2.000,2.053E-4,1.084
95,ID1656932,1656932,68,0.473,111.890,31.366,0,762,762,2.500,1,610.486,611.447,614.784,616.510,None,None,None,None,None,None,-10921639,610.486,610.458,610.045,610.947,22587.969,0.237,4.429,2.134E-4,1.100
96,ID1657226,1657226,68,0.463,111.869,31.378,0,763,763,2.500,1,610.471,611.449,614.774,616.554,None,None,None,None,None,None,-10921639,610.471,610.456,610.055,610.908,22587.441,0.224,4.420,2.051E-4,1.116
97,ID1657830,1657830,68,0.458,111.823,31.454,0,764,764,2.500,1,610.462,611.950,614.770,617.427,None,None,None,None,None,None,-10921639,610.462,610.432,610.040,610.923,22587.077,0.225,4.414,2.023E-4,1.097
98,ID1657524,1657524,68,0.455,111.862,31.503,0,765,765,2.500,1,610.474,610.860,614.789,616.944,None,None,None,None,None,None,-10921639,610.474,610.521,610.055,610.890,22587.547,0.212,4.420,2.062E-4,1.187
99,ID1658128,1658128,68,0.453,111.875,31.603,0,766,766,2.500,1,610.472,611.223,614.781,617.239,None,None,None,None,None,None,-10921639,610.472,610.521,610.046,610.888,22587.472,0.212,8.455,2.086E-4,1.199
100,ID1658427,1658427,68,0.453,111.781,31.670,0,767,767,2.500,1,610.472,611.021,614.758,616.854,None,None,None,None,None,None,-10921639,610.472,610.517,610.082,610.877,22587.461,0.213,4.413,2.077E-4,1.192
101,ID1658730,1658730,68,0.454,111.808,31.740,0,768,768,2.500,1,610.470,611.266,614.750,617.269,None,None,None,None,None,None,-10921639,610.470,610.510,610.067,610.869,22587.386,0.212,4.410,2.080E-4,1.198
102,ID1659029,1659029,68,0.454,111.843,31.747,0,769,769,2.500,1,610.463,611.279,614.731,617.485,None,None,None,None,None,None,-10921639,610.463,610.505,610.081,610.862,22587.139,0.211,4.403,2.089E-4,1.207
103,ID1659333,1659333,68,0.453,111.962,31.826,0,770,770,2.500,1,610.459,611.769,614.717,617.206,None,None,None,None,None,None,-10921639,610.459,610.504,610.076,610.835,22587.000,0.211,4.404,2.037E-4,1.179
104,ID1659631,1659631,68,0.448,111.889,31.809,0,771,771,2.500,1,610.449,611.228,614.697,617.076,None,None,None,None,None,None,-10921639,610.449,610.483,610.040,610.828,22586.613,0.212,4.404,1.985E-4,1.141
105,ID1659933,1659933,68,0.457,111.943,31.865,0,772,772,2.500,1,610.445,610.896,614.684,617.738,None,None,None,None,None,None,-10921639,610.445,610.463,610.028,610.866,22586.452,0.223,4.402,2.017E-4,1.106
106,ID1660226,1660226,68,0.455,111.998,31.941,0,773,773,2.500,1,610.444,611.654,614.665,616.839,None,None,None,None,None,None,-10921639,610.444,610.457,610.065,610.824,22586.422,0.210,4.401,2.046E-4,1.191
107,ID1660525,1660525,68,0.449,112.062,32.020,0,774,774,2.500,1,610.435,611.650,614.652,618.045,None,None,None,None,None,None,-10921639,610.435,610.435,610.091,610.819,22586.103,0.206,4.394,2.011E-4,1.190
108,ID1660818,1660818,68,0.443,112.180,32.106,0,775,775,2.500,1,610.427,611.495,614.634,617.347,None,None,None,None,None,None,-10921639,610.427,610.405,610.076,610.778,22585.783,0.199,4.402,2.007E-4,1.229
109,ID1661111,1661111,68,0.447,112.218,32.151,0,776,776,2.500,1,610.420,611.262,614.620,617.127,None,None,None,None,None,None,-10921639,610.420,610.429,610.074,610.794,22585.537,0.206,4.390,2.004E-4,1.190
110,ID1661399,1661399,68,0.448,112.178,32.171,0,777,777,2.500,1,610.419,610.957,614.599,617.371,None,None,None,None,None,None,-10921639,610.419,610.416,610.072,610.805,22585.506,0.210,4.387,2.001E-4,1.164
111,ID1661692,1661692,68,0.446,112.332,32.252,0,778,778,2.500,1,610.413,611.606,614.580,617.485,None,None,None,None,None,None,-10921639,610.413,610.439,610.085,610.781,22585.281,0.207,4.382,1.979E-4,1.166
112,ID1661983,1661983,68,0.441,112.380,32.283,0,779,779,2.500,1,610.403,611.640,614.564,616.999,None,None,None,None,None,None,-10921639,610.403,610.416,610.084,610.795,22584.899,0.204,4.377,1.943E-4,1.163
113,ID1662579,1662579,68,0.434,112.554,32.457,0,780,780,2.500,1,610.377,610.450,614.213,615.991,None,None,None,None,None,None,-10921639,610.377,610.381,610.024,610.777,22583.934,0.204,4.435,1.952E-4,1.166
114,ID1662281,1662281,68,0.441,112.480,32.260,0,781,781,2.500,1,610.391,611.004,614.535,616.731,None,None,None,None,None,None,-10921639,610.391,610.419,610.042,610.772,22584.461,0.202,4.364,1.905E-4,1.150
115,ID1663741,1663741,68,0.434,112.603,32.387,0,782,782,2.500,1,610.372,610.553,614.190,616.073,None,None,None,None,None,None,-10921639,610.372,610.396,610.047,610.719,22583.782,0.191,4.428,1.989E-4,1.272
116,ID1662878,1662878,68,0.435,112.578,32.358,0,783,783,2.500,1,610.373,611.023,614.180,615.366,None,None,None,None,None,None,-10921639,610.373,610.383,610.090,610.715,22583.812,0.184,4.430,2.045E-4,1.358
117,ID1663454,1663454,68,0.437,112.649,32.375,0,784,784,2.500,1,610.370,610.624,614.175,615.816,None,None,None,None,None,None,-10921639,610.370,610.380,610.079,610.723,22583.675,0.190,4.430,2.052E-4,1.320
118,ID1663168,1663168,68,0.433,112.531,32.426,0,785,785,2.500,1,610.366,611.504,614.160,615.552,None,None,None,None,None,None,-10921639,610.366,610.396,610.088,610.713,22583.529,0.181,4.433,2.020E-4,1.360
119,ID1664027,1664027,68,0.434,112.470,32.322,0,786,786,2.500,1,610.355,611.193,614.475,616.796,None,None,None,None,None,None,-10921639,610.355,610.407,609.987,610.689,22583.146,0.189,4.369,1.763E-4,1.138
120,ID1664308,1664308,68,0.430,112.434,32.297,0,787,787,2.500,1,610.344,610.229,614.455,614.962,None,None,None,None,None,None,-10921639,610.344,610.391,609.987,610.656,22582.710,0.183,4.366,1.721E-4,1.148
121,ID1664596,1664596,68,0.432,112.319,32.235,0,788,788,2.500,1,610.347,610.717,614.451,615.288,None,None,None,None,None,None,-10921639,610.347,610.386,609.996,610.684,22582.837,0.188,4.379,1.743E-4,1.132
122,ID1664883,1664883,68,0.433,112.356,32.329,0,789,789,2.500,1,610.340,611.140,614.447,615.054,None,None,None,None,None,None,-10921639,610.340,610.367,610.026,610.671,22582.595,0.184,4.385,1.726E-4,1.144
123,ID1665171,1665171,68,0.431,112.441,32.417,0,790,790,2.500,1,610.328,611.193,614.440,615.420,None,None,None,None,None,None,-10921639,610.328,610.353,610.026,610.684,22582.132,0.183,4.387,1.705E-4,1.136
