TimesH,Frame,9,12,21,30,50,51,52,61,86,96,111,121,155,240,260,270,301,319,320,337,344,347,363,373,385,386,388,391,392,406,420,424,447,488,497,509,577,648,656,698,705,750,787,804,810,833,870,887,914,962,1001,1025,1054,1113,1233,1326,1360,1395,1404,1434,1507,1582,1585,1593,1601,1622,1654,1656,1774,1790,1822,1831,1833,1844,1878,1947,1989,2061,2107,2177,2301,2308,2401,2409,2508,2599,2605,2623,2624,2639,2793,2878,2897,2942,2998,3114,3217,3286,3377,3600,3633,3695
354.25,1417.0,609.63,610.7280000000001,615.9019999999999,614.378,611.806,613.303,617.644,612.595,613.316,609.9490000000001,611.779,611.126,609.441,615.2130000000001,611.883,609.249,620.745,618.936,613.077,618.2669999999999,614.159,617.6619999999999,615.491,618.508,621.07,612.756,621.0409999999999,617.405,614.711,616.688,615.944,622.622,620.474,620.379,608.979,611.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.5,1418.0,612.055,611.221,616.743,616.876,614.33,618.741,618.735,615.3009999999999,614.66,611.128,614.613,613.085,609.776,615.572,613.044,609.712,625.437,622.476,615.499,619.512,615.888,618.812,618.1419999999999,623.1469999999999,627.013,615.655,623.616,620.899,618.964,620.048,622.264,630.49,626.707,620.254,610.913,614.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.75,1419.0,611.5269999999999,611.369,616.9259999999999,618.488,614.261,620.4830000000001,618.586,616.115,614.643,610.818,614.802,613.259,610.91,616.14,612.88,610.56,627.331,623.6080000000001,615.246,620.295,616.091,620.257,619.4830000000001,624.327,627.422,616.5269999999999,624.316,621.2,620.349,620.0,624.097,632.744,628.02,620.0930000000001,611.672,616.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.0,1420.0,612.681,611.768,616.7080000000001,619.2869999999999,614.344,620.597,617.816,617.231,615.089,611.9580000000001,615.253,613.504,611.509,616.49,612.816,610.179,628.268,625.837,616.075,620.7669999999999,617.016,620.357,620.184,624.335,627.7669999999999,617.018,626.3290000000001,623.705,620.8530000000001,621.8340000000001,625.263,632.384,629.201,621.238,611.898,614.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.25,1421.0,612.504,613.169,616.501,619.01,614.745,620.403,618.293,616.653,617.011,611.991,615.937,614.211,611.798,617.372,613.933,610.3330000000001,628.854,626.757,615.871,622.344,616.573,621.557,620.2919999999999,625.602,629.161,617.614,627.4259999999999,623.27,621.357,623.21,624.991,634.197,631.201,621.8919999999999,612.003,616.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.5,1422.0,613.28,614.25,617.936,622.24,615.668,621.618,619.021,618.105,617.759,612.77,617.669,614.639,612.994,618.31,614.164,610.528,631.504,629.053,618.435,624.729,617.941,624.373,621.345,627.996,633.4830000000001,618.374,629.572,625.455,622.513,625.554,628.323,637.456,633.207,623.136,612.5319999999999,617.77,631.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.75,1423.0,614.479,615.538,620.531,625.196,616.48,624.624,622.401,620.05,619.34,614.038,620.107,617.0,613.937,621.808,616.012,611.1569999999999,635.92,633.6569999999999,619.962,628.254,620.118,626.88,623.245,631.8330000000001,637.317,619.674,633.164,628.511,626.92,627.308,630.911,639.3530000000001,637.939,624.935,613.311,619.866,635.6619999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0,1424.0,616.305,616.802,622.706,627.2819999999999,618.268,628.3580000000001,624.5169999999999,622.552,621.562,615.229,623.552,618.253,616.206,625.186,618.371,612.354,639.685,638.9580000000001,622.396,632.525,623.377,629.154,626.405,634.664,642.31,622.918,637.39,632.956,630.674,632.768,634.555,645.5840000000001,643.309,629.346,615.106,621.9,640.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.25,1425.0,617.715,618.578,624.547,631.355,619.634,631.2,626.502,624.415,623.933,616.536,626.621,621.32,618.4540000000001,627.575,619.669,614.312,645.565,642.9169999999999,626.363,636.328,625.466,632.432,628.655,640.25,650.113,625.181,641.945,636.679,635.259,638.4830000000001,638.506,650.894,647.82,632.16,615.347,624.5930000000001,645.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
