TimesH,Frame,NoMissing,13,13,49,49,54,54,57,57,63,63,69,69,70,70,73,73,77,77,165,165,185,185,196,196,211,211,213,213,219,219,230,230,232,232,243,243,246,246,249,249,257,257,262,262,265,265,270,270,272,272,279,279,286,286,288,288,290,290,298,298,301,301,306,306,307,307,310,310,312,312,314,314,317,317,328,328,330,330,332,332,336,336,343,343,411,411,527,527,528,528,546,546,588,588,592,592,603,603,616,616,629,629,642,642,644,644,742,742,969,969,972,972,978,978,1091,1091,1112,1112,1428,1428,1448,1448,1534,1534,1542,1542,1576,1576,1593,1593,1604,1604,1760,1760,1814,1814,1860,1860,1946,1946,2082,2082,2086,2086,2169,2169,2187,2187,2294,2294,2372,2372,2413,2413,2479,2479,2611,2611,2665,2665,2704,2704,2778,2778,2982,2982
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
446.25,1785.0,,90.925,177.74200000000002,358.0,2.0,114.336,158.784,280.627,161.743,106.375,165.32,68.913,169.083,82.366,168.62099999999998,273.051,166.38099999999997,304.393,171.31099999999998,245.28900000000002,77.515,84.399,93.13600000000001,199.231,98.368,73.985,112.06700000000001,156.357,108.15700000000001,145.988,109.13600000000001,268.806,104.147,100.22399999999999,108.499,111.381,123.11399999999999,68.435,128.439,301.384,122.131,263.533,116.09200000000001,322.83,138.183,213.831,129.554,267.962,139.475,45.681000000000004,137.167,256.493,121.839,243.489,135.44899999999998,85.633,132.63,112.99600000000001,133.451,85.447,150.10299999999998,46.441,155.569,228.081,149.679,256.92,148.715,62.888999999999996,157.19,264.108,152.372,98.241,156.88,316.75,161.745,276.752,137.81,301.316,146.489,228.55900000000003,138.733,257.627,141.06799999999998,117.994,143.72299999999998,114.48700000000001,107.803,100.632,117.42399999999999,58.691,120.72200000000001,102.852,127.15100000000001,143.609,98.762,302.75,162.82399999999998,248.57,125.331,241.831,86.405,218.74900000000002,154.311,146.559,149.882,123.59200000000001,88.2,168.735,116.40799999999999,164.612,134.224,222.463,143.893,95.81299999999999,173.05200000000002,217.808,111.927,172.11900000000003,97.81,281.272,169.422,250.43200000000002,108.944,51.067,100.97399999999999,217.4,90.78200000000001,202.922,109.273,123.69200000000001,125.06,273.409,114.476,310.065,125.59200000000001,226.30200000000002,117.96799999999999,133.26,160.988,125.514,115.73299999999999,96.55,138.701,295.986,132.329,289.765,145.349,,,,,,,,,,,,,,,,,,,,
446.5,1786.0,,90.915,177.833,358.0,2.0,114.314,158.781,280.60200000000003,161.72799999999998,106.37299999999999,165.308,68.898,169.062,82.329,168.63,273.052,166.36900000000003,304.13599999999997,171.544,245.28900000000002,77.484,84.367,93.11200000000001,199.202,98.35600000000001,74.07,112.039,156.286,108.18700000000001,145.975,109.12,268.819,104.14,100.23100000000001,108.49700000000001,111.383,123.12299999999999,68.37,128.638,301.366,122.179,263.582,116.0,322.77099999999996,138.159,213.86599999999999,129.452,267.97900000000004,139.18200000000002,45.717,137.15200000000002,256.481,121.807,243.458,135.446,85.652,132.644,113.008,133.57399999999998,85.28200000000001,150.009,46.417,155.566,228.102,149.743,256.923,148.691,62.923,157.158,264.129,152.349,98.23899999999999,156.856,316.748,161.745,276.769,137.858,301.286,146.425,228.574,138.674,257.606,140.988,117.964,143.697,114.49799999999999,107.749,100.634,117.42,58.683,120.695,102.85799999999999,127.096,143.653,98.73,302.72900000000004,162.87,248.541,125.29700000000001,241.835,86.41799999999999,218.72799999999998,154.386,146.592,149.892,123.619,88.21,168.69,116.738,164.769,134.16,222.40200000000002,143.982,95.821,173.051,217.923,111.851,172.09099999999998,97.759,281.296,169.363,250.40900000000002,108.96700000000001,51.03,100.93799999999999,217.392,90.779,202.892,109.245,123.66799999999999,125.102,273.45799999999997,114.54799999999999,310.027,125.62299999999999,226.14700000000002,117.721,133.313,160.944,125.50200000000001,115.60700000000001,96.546,138.694,295.96,132.377,289.822,145.089,,,,,,,,,,,,,,,,,,,,
446.75,1787.0,,90.91799999999999,177.86,358.0,2.0,114.292,158.797,280.654,161.716,106.34100000000001,165.25099999999998,68.857,169.084,82.318,168.604,273.056,166.356,304.27299999999997,171.364,245.265,77.48100000000001,84.361,93.11399999999999,199.2,98.339,74.067,112.025,156.127,108.40299999999999,146.04,109.081,268.89799999999997,104.083,100.20700000000001,108.485,111.39200000000001,123.13600000000001,68.484,128.528,301.39799999999997,122.195,263.621,115.905,322.815,138.245,213.894,129.416,268.048,139.227,45.777,137.109,256.497,121.80799999999999,243.437,135.425,85.65299999999999,132.622,112.964,133.778,85.23,149.994,46.416000000000004,155.559,228.07299999999998,149.752,256.954,148.66299999999998,62.938,157.181,264.04200000000003,152.311,98.241,156.835,316.698,161.726,276.808,137.828,301.337,146.378,228.542,138.635,257.555,140.875,117.988,143.765,114.546,107.77799999999999,100.652,117.412,58.79600000000001,120.63,102.86399999999999,127.05,143.69799999999998,98.648,302.681,162.921,248.549,125.322,241.804,86.38,218.801,154.373,146.599,149.889,123.66799999999999,88.24700000000001,168.72299999999998,116.38,164.738,134.186,222.393,143.999,95.85700000000001,173.03,217.921,111.944,172.18200000000002,97.79,281.34,169.35299999999998,250.39,108.947,51.098,100.917,217.273,90.742,202.83700000000002,109.176,123.59899999999999,125.10700000000001,273.45099999999996,114.613,310.01599999999996,125.512,226.071,117.65,133.096,160.997,125.469,115.546,96.34700000000001,138.797,295.793,132.44899999999998,289.83,144.672,,,,,,,,,,,,,,,,,,,,
447.0,1788.0,,90.89,177.84900000000002,358.0,2.0,114.291,158.768,280.695,161.681,106.348,165.22400000000002,68.854,169.083,82.34700000000001,168.59400000000002,273.079,166.386,304.357,171.357,245.222,77.408,84.42,93.07600000000001,199.23,98.352,74.101,112.061,156.325,108.322,146.13,108.965,268.857,104.116,100.223,108.477,111.383,123.101,68.44800000000001,128.526,301.401,122.22200000000001,263.68,115.919,322.79,138.285,213.938,129.415,268.087,139.253,45.701,137.08,256.469,121.824,243.429,135.422,85.699,132.638,112.941,133.857,85.26799999999999,150.053,46.422,155.543,228.024,149.775,256.945,148.636,62.92,157.168,264.048,152.227,98.249,156.797,316.716,161.716,276.849,137.80200000000002,301.37,146.375,228.513,138.577,257.54400000000004,140.833,117.995,143.70600000000002,114.583,107.75299999999999,100.656,117.338,58.809,120.56700000000001,102.92399999999999,127.04,143.77100000000002,98.45,302.705,162.915,248.576,125.33,241.842,86.35,218.74400000000003,154.477,146.613,149.878,123.666,88.28299999999999,168.74599999999998,116.241,164.80200000000002,134.143,222.44799999999998,144.036,95.854,173.018,217.99099999999999,111.931,172.146,97.74,281.315,169.328,250.387,108.98299999999999,51.102,100.97200000000001,217.30900000000003,90.71,202.801,109.189,123.655,125.064,273.46299999999997,114.63799999999999,310.152,125.572,226.063,117.59,133.15200000000002,160.972,125.46799999999999,115.499,96.24799999999999,138.838,295.82099999999997,132.34799999999998,289.784,144.401,100.13600000000001,183.748,,,,,,,,,,,,,,,,,,
447.25,1789.0,,90.869,177.763,358.0,2.0,114.316,158.744,280.616,161.658,106.33,165.199,68.84899999999999,169.143,82.34200000000001,168.56599999999997,273.101,166.398,304.535,171.106,245.25,77.337,84.434,93.051,199.255,98.329,74.024,112.06299999999999,156.35399999999998,108.334,146.121,108.91,268.875,104.045,100.223,108.454,111.384,123.12799999999999,68.358,128.461,301.441,122.204,263.634,115.943,322.82,138.346,213.998,129.37,268.164,139.183,45.698,137.029,256.435,121.83200000000001,243.46,135.424,85.699,132.635,112.90799999999999,133.862,85.39399999999999,150.151,46.423,155.531,228.037,149.75799999999998,256.976,148.618,62.948,157.14,264.04900000000004,152.16899999999998,98.238,156.774,316.757,161.71,276.828,137.815,301.407,146.441,228.521,138.536,257.5,140.612,118.016,143.658,114.475,107.705,100.655,117.311,58.958,120.611,102.955,127.021,143.746,98.351,302.767,162.889,248.547,125.311,241.755,86.44200000000001,218.608,154.418,146.594,149.85299999999998,123.679,88.221,168.76,115.98200000000001,164.785,134.067,222.33700000000002,144.18,95.805,173.00900000000001,218.05200000000002,111.795,172.25599999999997,97.565,281.285,169.31400000000002,250.36700000000002,109.054,51.093,101.001,217.54,90.679,202.826,109.15799999999999,123.633,125.11399999999999,273.441,114.535,310.113,125.71799999999999,225.995,117.53,133.23,160.937,125.45100000000001,115.475,96.088,138.92600000000002,295.935,132.34,289.757,144.267,99.824,184.43900000000002,,,,,,,,,,,,,,,,,,
447.5,1790.0,,90.865,177.71400000000003,358.0,2.0,114.314,158.765,280.707,161.65,106.30799999999999,165.157,68.866,169.141,82.351,168.553,273.09,166.4,304.315,171.145,245.233,77.247,84.464,93.06200000000001,199.235,98.345,74.048,112.044,156.284,108.413,146.154,108.90100000000001,268.9,104.051,100.24799999999999,108.45200000000001,111.419,123.15,68.475,128.57299999999998,301.467,122.223,263.591,115.887,322.79400000000004,138.39,214.05599999999998,129.328,268.14,139.16899999999998,45.668,137.001,256.428,121.863,243.47299999999998,135.43,85.713,132.631,112.882,134.03,85.385,150.136,46.443000000000005,155.55100000000002,228.046,149.764,256.94599999999997,148.607,62.897,157.14600000000002,264.064,152.142,98.225,156.745,316.765,161.694,276.796,137.8,301.37,146.388,228.53099999999998,138.516,257.474,140.554,118.027,143.58100000000002,114.541,107.67,100.634,117.28,58.893,120.56299999999999,102.98200000000001,127.022,143.725,98.36,302.687,162.931,248.58,125.325,241.755,86.416,218.668,154.35399999999998,146.6,149.845,123.721,88.27799999999999,168.726,116.079,164.84099999999998,133.998,222.79,143.64600000000002,95.803,172.95,218.12099999999998,111.809,172.299,97.68299999999999,281.28,169.34599999999998,250.34799999999998,109.068,51.065,101.041,217.292,90.69200000000001,202.77700000000002,109.20200000000001,123.664,125.208,273.44599999999997,114.471,310.147,125.821,225.94299999999998,117.205,133.109,160.916,125.397,115.48,95.896,139.082,295.987,132.284,289.728,144.203,99.925,184.453,,,,,,,,,,,,,,,,,,
447.75,1791.0,,90.897,177.729,358.0,2.0,114.34100000000001,158.75799999999998,280.717,161.619,106.3,165.145,68.854,169.165,82.314,168.53400000000002,273.111,166.43099999999998,304.327,171.08599999999998,245.27900000000002,77.223,84.406,93.001,199.232,98.34,74.071,112.045,156.195,108.46700000000001,146.14,108.882,268.742,104.054,100.226,108.417,111.415,123.118,68.49600000000001,128.578,301.408,122.244,263.579,115.88,322.782,138.364,214.062,129.303,268.147,139.322,45.61600000000001,136.97299999999998,256.415,121.85799999999999,243.49200000000002,135.466,85.713,132.577,112.91799999999999,133.83700000000002,85.46,150.17,46.455,155.545,228.03099999999998,149.731,256.969,148.63,62.791000000000004,157.109,264.11400000000003,152.16299999999998,98.20700000000001,156.722,316.808,161.704,276.816,137.81,301.355,146.371,228.50099999999998,138.514,257.455,140.516,118.109,143.523,114.485,107.652,100.617,117.24799999999999,58.883,120.62799999999999,102.955,126.994,143.68200000000002,98.445,302.61,162.918,248.54,125.352,241.76,86.383,218.62400000000002,154.377,146.60299999999998,149.812,123.74600000000001,88.211,168.705,116.10700000000001,164.838,133.998,222.854,143.711,95.77600000000001,172.93599999999998,218.15599999999998,112.012,172.24200000000002,97.61,281.28700000000003,169.343,250.355,109.065,51.077,101.01299999999999,217.11,90.839,202.761,109.215,123.421,125.102,273.448,114.756,310.158,125.84200000000001,225.805,116.93700000000001,133.359,160.805,125.39,115.42200000000001,95.86,139.134,296.07,132.244,289.765,144.297,99.81200000000001,184.13400000000001,,,,,,,,,,,,,,,,,,
448.0,1792.0,,90.928,177.757,358.0,2.0,114.30799999999999,158.74,280.76599999999996,161.61,106.26299999999999,165.12400000000002,68.855,169.188,82.34,168.56799999999998,273.108,166.373,304.313,171.02200000000002,245.305,77.244,84.37,93.0,199.201,98.344,73.979,111.999,156.109,108.572,146.093,108.917,268.756,104.044,100.226,108.41,111.369,123.134,68.493,128.501,301.443,122.301,263.663,115.824,322.711,138.361,214.075,129.309,268.218,139.399,45.583999999999996,136.983,256.401,121.87100000000001,243.493,135.44299999999998,85.7,132.567,112.95100000000001,133.655,85.435,150.154,46.464,155.548,228.002,149.69299999999998,256.999,148.55700000000002,62.81399999999999,157.118,264.14099999999996,152.138,98.204,156.703,316.76099999999997,161.63299999999998,276.876,137.754,301.374,146.34,228.422,138.498,257.433,140.423,118.01299999999999,143.545,114.48100000000001,107.61,100.60600000000001,117.273,58.831,120.62200000000001,102.934,126.986,143.662,98.54299999999999,302.601,162.834,248.541,125.256,241.794,86.39200000000001,218.657,154.38,146.593,149.761,123.771,88.191,168.68599999999998,115.97,164.739,134.10399999999998,222.57299999999998,143.914,95.78299999999999,172.91099999999997,218.081,112.10600000000001,172.295,97.553,281.221,169.31599999999997,250.351,109.124,51.07,100.992,216.97299999999998,90.839,202.75,109.162,123.613,125.161,273.0,114.0,310.057,125.822,225.886,117.01299999999999,133.484,160.836,125.32700000000001,115.406,95.771,139.201,296.204,132.24200000000002,289.738,144.35,99.99799999999999,183.91299999999998,,,,,,,,,,,,,,,,,,
448.25,1793.0,,90.884,177.737,358.0,2.0,114.164,158.72799999999998,280.762,161.588,106.25200000000001,165.1,68.839,169.255,82.351,168.575,273.096,166.364,304.382,170.933,245.245,77.112,84.385,92.99600000000001,199.229,98.348,73.965,111.95100000000001,156.023,108.64299999999999,146.148,108.84299999999999,268.676,104.066,100.204,108.39200000000001,111.35600000000001,123.096,68.688,128.486,301.496,122.36,263.66700000000003,115.75200000000001,322.6,138.36700000000002,214.06099999999998,129.361,268.17900000000003,139.408,45.631,137.01,256.375,121.868,243.53099999999998,135.47799999999998,85.693,132.542,112.96600000000001,133.489,85.494,150.18200000000002,46.473,155.515,228.05,149.69299999999998,256.966,148.519,62.81399999999999,157.137,264.264,152.065,98.20200000000001,156.667,316.768,161.607,276.915,137.743,301.327,146.338,228.355,138.485,257.41200000000003,140.3,117.965,143.588,114.45,107.59200000000001,100.634,117.256,58.897,120.613,102.985,127.00200000000001,143.707,98.714,302.582,162.842,248.54,125.25299999999999,241.832,86.391,218.825,154.4,146.61700000000002,149.741,123.801,88.14299999999999,168.658,115.92299999999999,164.59599999999998,134.14,222.641,143.817,95.77600000000001,172.858,218.05700000000002,112.03200000000001,172.28599999999997,97.59100000000001,281.214,169.282,250.34599999999998,109.133,51.06100000000001,100.95299999999999,216.889,90.889,202.74099999999999,109.165,123.552,125.26899999999999,273.51099999999997,114.869,309.944,125.835,225.735,116.708,133.499,160.805,125.33200000000001,115.427,95.77,139.175,296.32,132.165,289.786,144.339,100.137,183.59,,,,,,,,,,,,,,,,,,
448.5,1794.0,,90.86399999999999,177.707,358.0,2.0,114.21600000000001,158.683,280.784,161.585,106.24799999999999,165.06900000000002,68.811,169.255,82.40100000000001,168.59400000000002,273.127,166.352,304.436,170.831,245.25400000000002,76.994,84.39299999999999,92.97399999999999,199.208,98.344,73.888,111.977,156.00799999999998,108.666,146.136,108.821,268.707,104.052,100.198,108.374,111.36399999999999,123.09700000000001,68.623,128.477,301.60200000000003,122.444,263.70599999999996,115.73899999999999,322.752,138.405,214.044,129.42700000000002,268.16,139.268,45.57899999999999,136.983,256.369,121.85799999999999,243.50900000000001,135.506,85.685,132.561,112.975,133.525,85.649,150.306,46.468,155.5,228.02,149.68,256.95799999999997,148.536,62.88,157.09799999999998,264.316,152.071,98.21,156.63,316.772,161.579,276.91200000000003,137.722,301.327,146.326,228.399,138.484,257.415,140.265,118.009,143.52700000000002,114.494,107.62799999999999,100.667,117.249,58.836000000000006,120.59200000000001,103.04299999999999,126.992,143.71200000000002,98.79799999999999,302.535,162.804,248.55900000000003,125.31299999999999,241.886,86.367,218.81,154.416,146.57299999999998,149.681,123.76700000000001,88.206,168.68400000000003,115.926,164.755,134.138,223.1,143.388,95.76,172.845,218.078,112.01299999999999,172.14,97.594,281.215,169.243,250.347,109.162,51.077,100.98700000000001,216.843,90.90100000000001,202.745,109.152,123.569,125.28299999999999,273.629,115.405,309.995,125.818,225.602,116.538,133.582,160.822,125.367,115.38,95.59700000000001,139.289,296.461,132.162,289.829,144.44799999999998,100.06700000000001,183.60299999999998,,,,,,,,,,,,,,,,,,
448.75,1795.0,,90.811,177.662,358.0,2.0,114.212,158.70600000000002,280.786,161.592,106.193,164.972,68.782,169.275,82.38,168.606,273.132,166.36599999999999,304.3,170.83900000000003,245.282,76.84,84.337,92.946,199.218,98.34299999999999,73.88,111.919,155.922,108.791,146.191,108.81,268.655,104.02799999999999,100.195,108.351,111.37299999999999,123.086,68.601,128.565,301.622,122.44,263.747,115.76700000000001,322.86,138.493,214.062,129.489,268.31,139.376,45.607,136.999,256.35900000000004,121.868,243.495,135.423,85.656,132.585,112.962,133.476,85.48,150.13299999999998,46.49,155.51,228.00599999999997,149.68200000000002,256.91900000000004,148.48,62.831,157.128,264.205,152.083,98.20700000000001,156.619,316.805,161.621,276.91900000000004,137.705,301.383,146.356,228.433,138.499,257.462,140.227,118.025,143.534,114.50200000000001,107.598,100.656,117.24799999999999,58.842,120.601,102.962,126.991,143.657,98.574,302.53,162.792,248.553,125.344,241.93599999999998,86.477,218.863,154.459,146.56799999999998,149.627,123.71700000000001,88.23,168.68400000000003,115.946,164.78099999999998,134.056,223.02900000000002,143.27700000000002,95.73700000000001,172.81099999999998,218.063,111.986,172.178,97.619,281.222,169.237,250.312,109.206,50.986000000000004,100.959,216.764,90.87799999999999,202.7,109.17399999999999,123.446,125.18700000000001,273.656,115.292,310.11,125.729,225.206,116.057,133.553,160.81,125.336,115.426,95.637,139.22899999999998,296.58099999999996,132.064,289.807,144.588,100.081,183.547,,,,,,,,,,,,,,,,,,
449.0,1796.0,,90.874,177.75799999999998,358.0,2.0,114.16799999999999,158.75799999999998,280.697,161.601,106.18799999999999,164.946,68.847,169.19099999999997,82.382,168.604,273.143,166.34400000000002,304.128,170.908,245.257,76.735,84.33,92.948,199.218,98.359,73.809,111.98100000000001,155.77100000000002,108.90100000000001,146.151,108.80799999999999,268.693,104.054,100.219,108.35,111.335,123.059,68.658,128.60299999999998,301.66700000000003,122.50399999999999,263.798,115.77600000000001,322.876,138.464,214.09799999999998,129.44299999999998,268.28700000000003,139.371,45.633,136.982,256.383,121.854,243.585,135.439,85.637,132.566,112.947,133.648,85.721,150.239,46.489,155.505,227.975,149.63,256.953,148.515,62.825,157.14,264.236,152.039,98.211,156.592,316.85400000000004,161.655,276.916,137.7,301.428,146.4,228.537,138.487,257.38,140.09799999999998,117.985,143.529,114.465,107.63,100.677,117.219,58.891999999999996,120.656,102.929,126.96600000000001,143.672,98.63600000000001,302.505,162.815,248.57,125.404,241.983,86.50200000000001,218.87400000000002,154.47899999999998,146.542,149.606,123.765,88.176,168.606,115.85799999999999,164.773,133.97899999999998,223.231,143.183,95.756,172.827,218.18,111.806,172.06099999999998,97.61200000000001,281.242,169.235,250.291,109.23899999999999,50.99,100.958,216.49900000000002,90.929,202.727,109.133,123.42399999999999,125.177,273.694,115.23,310.138,125.781,225.139,116.241,133.571,160.763,125.319,115.444,95.759,139.113,296.623,132.06,289.79400000000004,144.46200000000002,100.095,183.56,,,,,,,,,,,,,,,,,,
449.25,1797.0,,90.809,177.722,358.0,2.0,114.167,158.768,280.78700000000003,161.567,106.162,164.928,68.899,169.15400000000002,82.366,168.61599999999999,273.14,166.34400000000002,304.26599999999996,170.829,245.157,76.595,84.384,92.939,199.21599999999998,98.353,73.85300000000001,111.883,155.62,109.086,146.135,108.781,268.735,104.15,100.208,108.35,111.296,123.05799999999999,68.723,128.69,301.584,122.478,263.819,115.759,322.94,138.382,214.1,129.454,268.278,139.32399999999998,45.631,136.98,256.376,121.875,243.57299999999998,135.404,85.63799999999999,132.576,112.949,133.481,85.458,150.08700000000002,46.379,155.484,227.988,149.592,256.92400000000004,148.51,62.766000000000005,157.109,264.31,151.984,98.212,156.596,316.851,161.625,276.907,137.69299999999998,301.403,146.369,228.476,138.493,257.35400000000004,140.007,118.03399999999999,143.46,114.48899999999999,107.637,100.669,117.22399999999999,58.902,120.581,102.988,126.976,143.623,98.53200000000001,302.525,162.77200000000002,248.577,125.428,241.91099999999997,86.52799999999999,218.93,154.514,146.537,149.645,123.762,88.154,168.63299999999998,116.022,164.703,133.99,223.148,143.286,95.78,172.86,218.243,111.62799999999999,172.09599999999998,97.59299999999999,281.283,169.21400000000003,250.274,109.24700000000001,50.949,100.994,216.55599999999998,90.73899999999999,202.688,109.182,123.439,125.26100000000001,273.765,115.419,310.019,125.75,225.247,116.307,133.599,160.783,125.31,115.465,95.681,139.284,296.60900000000004,132.017,289.788,144.525,100.14200000000001,183.7,,,,,,,,,,,,,,,,,,
449.5,1798.0,,90.84899999999999,177.71200000000002,358.0,2.0,114.156,158.744,280.775,161.537,106.134,164.933,68.92399999999999,169.12099999999998,82.35700000000001,168.606,273.178,166.368,304.308,170.835,245.238,76.585,84.315,92.943,199.245,98.338,73.851,111.89399999999999,155.745,108.921,146.09799999999998,108.81700000000001,268.68,104.19200000000001,100.195,108.33,111.34299999999999,123.027,68.567,128.721,301.633,122.495,263.76099999999997,115.73299999999999,322.935,138.349,214.112,129.486,268.35200000000003,139.403,45.61,136.957,256.382,121.896,243.562,135.385,85.682,132.547,112.95200000000001,133.403,85.445,150.105,46.354,155.47899999999998,228.00799999999998,149.52700000000002,256.941,148.489,62.738,157.115,264.369,151.91899999999998,98.2,156.58,316.846,161.615,276.846,137.66,301.41,146.406,228.485,138.516,257.387,139.99200000000002,118.001,143.398,114.506,107.609,100.65899999999999,117.175,58.83,120.598,103.012,126.92200000000001,143.68,98.634,302.518,162.784,248.574,125.39299999999999,241.957,86.529,218.957,154.512,146.532,149.681,123.725,88.179,168.602,115.95200000000001,164.75900000000001,134.004,223.239,143.33100000000002,95.76899999999999,172.821,218.33700000000002,111.605,172.123,97.583,281.23900000000003,169.208,250.292,109.24,50.965,101.008,216.50099999999998,90.675,202.674,109.134,123.766,125.536,273.793,115.181,309.95099999999996,125.77,224.967,115.999,133.686,160.751,125.376,115.445,95.75399999999999,139.17600000000002,296.53700000000003,131.999,289.73900000000003,144.491,100.10799999999999,183.65,,,,,,,,,,,,,,,,,,
449.75,1799.0,,90.79700000000001,177.68599999999998,358.0,2.0,114.286,158.744,280.692,161.54399999999998,106.101,164.88299999999998,68.919,169.132,82.34100000000001,168.602,273.20799999999997,166.338,304.23400000000004,170.834,245.175,76.613,84.36399999999999,92.948,199.247,98.34299999999999,73.865,111.90899999999999,155.786,108.85,146.096,108.73200000000001,268.589,104.277,100.205,108.331,111.329,123.016,68.50399999999999,128.502,301.72700000000003,122.57700000000001,263.653,115.801,322.72700000000003,138.332,214.111,129.421,268.35400000000004,139.40200000000002,45.52,136.9,256.41200000000003,121.874,243.524,135.399,85.65899999999999,132.52700000000002,112.98700000000001,133.30200000000002,85.413,150.115,46.379,155.481,227.97299999999998,149.446,256.943,148.457,62.701,157.115,264.441,151.875,98.2,156.566,316.817,161.569,276.77299999999997,137.648,301.329,146.343,228.53400000000002,138.507,257.36,139.92700000000002,117.964,143.43,114.475,107.559,100.645,117.21,58.838,120.64399999999999,103.021,126.931,143.674,98.712,302.539,162.773,248.62400000000002,125.455,241.96900000000002,86.523,218.90900000000002,154.531,146.53799999999998,149.69799999999998,123.726,88.175,168.623,115.833,164.89,133.959,223.222,143.281,95.78200000000001,172.827,218.25900000000001,111.815,172.02700000000002,97.62299999999999,281.228,169.158,250.294,109.28200000000001,50.98,101.0,216.273,90.81200000000001,202.71599999999998,109.13799999999999,123.645,125.43299999999999,273.91,115.30799999999999,310.004,125.70200000000001,224.912,116.111,133.661,160.77100000000002,125.35700000000001,115.465,95.23299999999999,139.586,296.536,131.987,289.749,144.583,100.041,183.669,,,,,,,,,,,,,,,,,,
450.0,1800.0,,90.809,177.674,358.0,2.0,114.28399999999999,158.764,280.702,161.501,106.133,164.976,68.911,169.15200000000002,82.39399999999999,168.611,273.184,166.355,304.178,170.80599999999998,245.139,76.485,84.369,93.00299999999999,199.225,98.322,73.846,111.87100000000001,155.97799999999998,108.54299999999999,146.129,108.67,268.569,104.21600000000001,100.22,108.36200000000001,111.33,122.956,68.47399999999999,128.982,301.735,122.569,263.66700000000003,115.868,322.749,138.43,214.145,129.336,268.295,139.346,45.54600000000001,136.899,256.372,121.868,243.57,135.37,85.67,132.503,112.97399999999999,133.356,85.36,150.08,46.396,155.499,227.872,149.41,256.89,148.401,62.678000000000004,157.07299999999998,264.251,151.724,98.184,156.555,316.80400000000003,161.528,276.843,137.66,301.353,146.33700000000002,228.56400000000002,138.507,257.358,139.929,117.979,143.447,114.45700000000001,107.56,100.652,117.23700000000001,58.768,120.555,103.00299999999999,126.977,143.653,98.665,302.631,162.828,248.618,125.382,241.99099999999999,86.52,218.898,154.528,146.512,149.697,123.73899999999999,88.132,168.612,116.045,164.929,133.922,222.75799999999998,143.616,95.77,172.813,218.38400000000001,111.539,172.035,97.68,281.218,169.13,250.261,109.324,50.99,101.04,216.28,90.84,202.732,109.124,123.713,125.536,273.819,115.37100000000001,309.98,125.792,224.92,115.82,133.653,160.81,125.369,115.432,95.741,139.145,296.556,131.967,289.691,144.576,100.01100000000001,183.412,,,,,,,,,,,,,,,,,,
450.25,1801.0,,90.80799999999999,177.688,358.0,2.0,114.25299999999999,158.78799999999998,280.733,161.49200000000002,106.10600000000001,164.90900000000002,68.91199999999999,169.155,82.446,168.58700000000002,273.188,166.333,304.22700000000003,170.755,245.18900000000002,76.373,84.404,92.985,199.2,98.338,73.839,111.86200000000001,155.944,108.603,146.125,108.65299999999999,268.673,104.117,100.205,108.368,111.367,122.99600000000001,68.414,128.893,301.758,122.525,263.623,115.77,322.719,138.412,214.115,129.298,268.237,139.344,45.56399999999999,136.872,256.33299999999997,121.835,243.53400000000002,135.409,85.691,132.531,112.98200000000001,133.363,85.36200000000001,150.089,46.376999999999995,155.47899999999998,227.97,149.335,256.932,148.399,62.692,157.077,264.356,151.679,98.185,156.533,316.815,161.55,276.83,137.667,301.361,146.299,228.475,138.52700000000002,257.278,139.887,117.941,143.48,114.51700000000001,107.52799999999999,100.66,117.285,58.726000000000006,120.561,103.02600000000001,126.969,143.639,98.7,302.627,162.787,248.6,125.37299999999999,242.025,86.434,218.69,154.417,146.485,149.75,123.74600000000001,88.14200000000001,168.59,116.109,164.97400000000002,133.921,223.14,143.291,95.78299999999999,172.77700000000002,218.174,112.141,172.02900000000002,97.667,281.187,169.16,250.245,109.32,51.062,101.07799999999999,216.231,90.762,202.718,109.10700000000001,123.738,125.71,273.873,115.678,310.084,125.92200000000001,224.835,115.67200000000001,133.69799999999998,160.83,125.434,115.45299999999999,95.315,139.58700000000002,296.639,131.918,289.67400000000004,144.416,99.94,183.446,,,,,,,,,,,,,,,,,,
