TimesH,Frame,NoMissing,80,80,88,88,89,89,106,106,111,111,115,115,117,117,132,132,134,134,135,135,136,136,143,143,160,160,165,165,190,190,203,203,211,211,217,217,223,223,233,233,234,234,236,236,245,245,251,251,256,256,263,263,273,273,278,278,279,279,287,287,294,294,299,299,315,315,316,316,326,326,436,436,578,578,827,827,1023,1023
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
199.5,798.0,,243.363,109.76,126.685,116.93299999999999,271.233,113.02600000000001,110.579,129.78,69.464,129.838,236.075,129.94799999999998,221.979,134.761,79.047,127.04299999999999,262.154,124.365,104.61399999999999,143.10399999999998,63.403,145.386,113.045,146.232,110.579,138.953,260.543,153.28799999999998,65.646,152.708,310.2,166.703,267.166,170.1,237.774,160.441,105.443,162.32,98.036,178.697,60.675,177.93200000000002,289.22900000000004,178.76,47.728,173.167,87.635,171.359,83.238,177.02599999999998,59.571000000000005,187.405,135.567,188.674,130.549,181.761,79.538,181.701,90.977,185.35299999999998,105.089,195.365,272.964,196.583,308.801,192.085,115.853,192.65,254.774,199.49599999999998,130.695,167.87400000000002,289.346,194.949,300.482,161.128,,
199.75,799.0,,243.347,109.745,126.738,116.86399999999999,271.195,113.006,110.62899999999999,129.811,69.467,129.83700000000002,236.074,130.17,221.957,134.77200000000002,78.993,127.185,262.164,124.39,104.63600000000001,143.118,63.393,145.39600000000002,113.021,146.251,110.57799999999999,138.974,260.54400000000004,153.292,65.68,152.71,310.134,166.713,267.198,170.095,237.792,160.439,105.439,162.30700000000002,98.045,178.673,60.708999999999996,177.97,289.225,178.75900000000001,47.722,173.188,87.64399999999999,171.354,83.28299999999999,177.063,59.54600000000001,187.424,135.57,188.646,130.472,181.842,79.505,181.701,90.943,185.356,105.134,195.343,273.074,196.56799999999998,308.82099999999997,192.05599999999998,115.868,192.645,254.81900000000002,199.44,130.679,167.917,289.405,194.95,300.759,161.269,,
200.0,800.0,,243.40099999999998,109.71,126.666,116.889,271.247,113.016,110.62899999999999,129.81,69.464,129.842,235.97299999999998,130.381,221.93599999999998,134.751,78.936,127.21799999999999,262.177,124.385,104.615,143.11,63.42100000000001,145.36700000000002,113.01700000000001,146.236,110.57700000000001,138.951,260.527,153.27200000000002,65.707,152.707,310.116,166.708,267.215,170.074,237.798,160.425,105.43299999999999,162.308,98.07,178.72799999999998,60.74,177.959,289.218,178.762,47.736000000000004,173.166,87.712,171.326,83.25,177.01,59.565,187.421,135.543,188.642,130.379,181.862,79.492,181.7,90.946,185.356,105.14299999999999,195.305,273.087,196.6,308.77299999999997,192.062,115.834,192.622,254.83900000000003,199.44400000000002,130.61700000000002,167.905,289.385,194.959,300.813,161.219,,
200.25,801.0,,243.412,109.70299999999999,126.60799999999999,116.853,271.258,112.99799999999999,110.667,129.805,69.476,129.81,236.12099999999998,130.506,221.954,134.767,78.885,127.35700000000001,262.16200000000003,124.37799999999999,104.618,143.157,63.402,145.352,112.985,146.251,110.574,138.95600000000002,260.548,153.26,65.638,152.651,310.035,166.696,267.276,170.07299999999998,237.799,160.387,105.421,162.303,98.053,178.736,60.717,177.923,289.16900000000004,178.74099999999999,47.745,173.176,87.74600000000001,171.315,83.257,177.045,59.56100000000001,187.416,135.563,188.627,130.389,181.84400000000002,79.485,181.71900000000002,90.931,185.365,105.17399999999999,195.28099999999998,273.077,196.575,308.716,192.02,115.82,192.581,254.81799999999998,199.486,130.607,167.89700000000002,289.325,194.92700000000002,300.809,161.08,,
200.5,802.0,,243.447,109.705,126.581,116.82600000000001,271.211,113.051,110.662,129.77100000000002,69.484,129.819,236.16400000000002,130.14700000000002,221.942,134.755,78.913,127.39,262.189,124.43700000000001,104.602,143.168,63.397,145.42,113.001,146.268,110.509,138.94799999999998,260.58299999999997,153.25799999999998,65.64399999999999,152.683,310.017,166.674,267.328,170.111,237.801,160.411,105.417,162.291,98.069,178.78599999999997,60.688,177.918,289.219,178.74,47.753,173.18,87.786,171.31799999999998,83.28200000000001,176.94400000000002,59.582,187.415,135.579,188.592,130.311,181.88099999999997,79.47399999999999,181.72,90.947,185.352,105.15700000000001,195.28099999999998,273.08799999999997,196.56799999999998,308.76099999999997,192.04,115.829,192.542,254.90099999999998,199.35299999999998,130.499,167.93599999999998,289.356,194.96099999999998,300.637,161.056,,
200.75,803.0,,243.43900000000002,109.678,126.61399999999999,116.819,271.157,113.014,110.678,129.816,69.473,129.806,236.142,130.09,221.99400000000003,134.764,78.96300000000001,127.404,262.222,124.425,104.59,143.141,63.378,145.476,112.94,146.315,110.50399999999999,138.998,260.60200000000003,153.25799999999998,65.634,152.654,309.997,166.675,267.33799999999997,170.118,237.8,160.38,105.443,162.279,98.07799999999999,178.77,60.663000000000004,177.90099999999998,289.22900000000004,178.72299999999998,47.754,173.18599999999998,87.836,171.333,83.243,177.03799999999998,59.618,187.419,135.586,188.542,130.303,181.915,79.434,181.704,90.934,185.33599999999998,105.146,195.291,273.078,196.52,308.753,192.06599999999997,115.846,192.484,254.933,199.321,130.518,167.95,289.329,194.955,300.694,161.003,,
201.0,804.0,,243.398,109.70200000000001,126.54899999999999,116.852,271.161,112.899,110.69,129.80200000000002,69.479,129.792,236.203,130.227,222.048,134.766,78.904,127.204,262.195,124.43,104.57,143.188,63.408,145.513,112.96799999999999,146.314,110.47200000000001,139.02700000000002,260.599,153.268,65.637,152.658,309.999,166.703,267.357,170.12099999999998,237.79,160.405,105.443,162.256,98.12200000000001,178.835,60.706,177.93200000000002,289.316,178.74099999999999,47.762,173.19799999999998,87.859,171.35299999999998,83.167,176.995,59.62,187.396,135.554,188.502,130.303,181.878,79.402,181.72,90.93700000000001,185.345,105.161,195.239,273.124,196.512,308.72900000000004,192.072,115.831,192.438,254.937,199.332,130.58100000000002,167.851,289.312,194.99400000000003,300.715,160.91,,
201.25,805.0,,243.40400000000002,109.667,126.444,116.90899999999999,271.211,112.82600000000001,110.654,129.863,69.48,129.785,236.19099999999997,130.43200000000002,222.043,134.774,78.969,127.11200000000001,262.147,124.411,104.569,143.173,63.458,145.509,112.96700000000001,146.30200000000002,110.45200000000001,139.041,260.586,153.264,65.597,152.711,310.01099999999997,166.688,267.335,170.09,237.78099999999998,160.431,105.44200000000001,162.259,98.14399999999999,178.81099999999998,60.722,177.955,289.311,178.729,47.77,173.21,87.876,171.31099999999998,83.22200000000001,176.91,59.651,187.40099999999998,135.53,188.49599999999998,130.285,181.86,79.405,181.739,90.90700000000001,185.373,105.15700000000001,195.188,273.158,196.475,308.755,192.021,115.791,192.429,254.99400000000003,199.363,130.548,167.702,289.241,195.002,300.8,160.916,,
201.5,806.0,,243.394,109.64,126.507,116.87,271.166,112.811,110.611,129.784,69.469,129.779,236.037,130.093,221.99900000000002,134.731,78.99600000000001,127.286,262.137,124.321,104.53,143.16899999999998,63.48,145.518,112.99799999999999,146.27100000000002,110.439,139.059,260.60900000000004,153.253,65.632,152.701,310.01099999999997,166.65400000000002,267.329,170.084,237.783,160.416,105.43,162.276,98.139,178.794,60.79600000000001,177.956,289.32,178.729,47.768,173.217,87.87799999999999,171.304,83.295,176.827,59.663999999999994,187.39,135.497,188.50799999999998,130.296,181.80599999999998,79.37899999999999,181.725,90.883,185.382,105.11200000000001,195.18,273.108,196.53799999999998,308.72900000000004,191.977,115.801,192.435,254.984,199.358,130.49,167.68599999999998,289.238,194.968,300.564,160.656,,
201.75,807.0,,243.37400000000002,109.60600000000001,126.49799999999999,116.82,271.116,112.81700000000001,110.633,129.678,69.465,129.741,235.99200000000002,130.161,221.981,134.733,78.953,127.29299999999999,262.186,124.37799999999999,104.53,143.136,63.541000000000004,145.493,113.006,146.247,110.42399999999999,139.05100000000002,260.621,153.256,65.634,152.714,310.043,166.638,267.366,170.097,237.769,160.38299999999998,105.43299999999999,162.262,98.135,178.80200000000002,60.813,177.954,289.31,178.72299999999998,47.769,173.199,87.887,171.298,83.29299999999999,176.83900000000003,59.681999999999995,187.386,135.466,188.482,130.39600000000002,181.71599999999998,79.344,181.74200000000002,90.861,185.396,105.18700000000001,195.15,273.073,196.544,308.759,191.99599999999998,115.77799999999999,192.417,254.963,199.398,130.454,167.688,289.259,194.91,300.589,160.684,,
202.0,808.0,,243.37400000000002,109.60700000000001,126.49600000000001,116.822,271.112,112.87700000000001,110.661,129.667,69.42399999999999,129.753,236.00900000000001,130.125,221.963,134.716,78.97800000000001,127.291,262.16700000000003,124.338,104.56200000000001,143.078,63.548,145.38299999999998,113.014,146.239,110.446,139.065,260.61400000000003,153.255,65.626,152.708,309.992,166.623,267.43,170.09400000000002,237.767,160.4,105.448,162.238,98.115,178.78599999999997,60.831,177.938,289.281,178.72099999999998,47.77,173.201,87.91799999999999,171.291,83.303,176.863,59.693000000000005,187.36900000000003,135.505,188.43099999999998,130.39600000000002,181.71,79.345,181.737,90.85600000000001,185.38400000000001,105.21600000000001,195.1,273.119,196.515,308.849,192.046,115.803,192.405,254.91400000000002,199.38299999999998,130.486,167.674,289.283,194.898,300.723,160.789,,
202.25,809.0,,243.34799999999998,109.602,126.54,116.823,271.166,112.889,110.654,129.696,69.456,129.69799999999998,236.142,130.21,221.918,134.691,78.959,127.191,262.16700000000003,124.329,104.48899999999999,143.069,63.508,145.468,113.027,146.241,110.428,139.12,260.616,153.253,65.609,152.685,309.982,166.57,267.442,170.082,237.769,160.395,105.431,162.218,98.111,178.73,60.823,177.916,289.26,178.71599999999998,47.771,173.207,87.94,171.25900000000001,83.28200000000001,176.857,59.693999999999996,187.358,135.517,188.412,130.352,181.713,79.312,181.745,90.853,185.382,105.32600000000001,195.049,273.101,196.537,308.86,192.044,115.789,192.407,254.908,199.422,130.436,167.791,289.309,194.93900000000002,300.149,160.431,,
202.5,810.0,,243.372,109.609,126.555,116.867,271.257,112.829,110.571,129.612,69.45100000000001,129.658,236.097,129.96200000000002,221.907,134.666,78.939,127.029,262.181,124.33,104.546,143.054,63.523,145.44299999999998,113.01,146.19799999999998,110.429,139.09,260.633,153.232,65.605,152.671,309.944,166.544,267.444,170.07,237.822,160.375,105.443,162.185,98.139,178.71,60.835,177.84900000000002,289.298,178.731,47.773,173.22,87.934,171.24099999999999,83.325,176.873,59.715,187.36,135.475,188.357,130.372,181.708,79.32600000000001,181.743,90.85700000000001,185.391,105.24600000000001,195.03,273.144,196.50099999999998,308.836,192.00599999999997,115.77,192.342,254.94799999999998,199.357,130.566,167.551,289.268,194.92,299.866,160.211,,
202.75,811.0,,243.39,109.59100000000001,126.598,116.87100000000001,271.197,112.867,110.584,129.637,69.462,129.654,236.13099999999997,129.88,221.903,134.644,78.976,127.068,262.187,124.32600000000001,104.555,143.026,63.585,145.438,113.001,146.19899999999998,110.46,139.097,260.649,153.22899999999998,65.634,152.67,310.01,166.50099999999998,267.473,170.058,237.835,160.399,105.432,162.168,98.12299999999999,178.68,60.856,177.86700000000002,289.29900000000004,178.722,47.772,173.22099999999998,87.95299999999999,171.252,83.196,176.893,59.738,187.36700000000002,135.47299999999998,188.33599999999998,130.291,181.704,79.285,181.748,90.85799999999999,185.375,105.23700000000001,195.002,273.175,196.50599999999997,308.848,191.975,115.76899999999999,192.325,255.00599999999997,199.231,130.513,167.515,289.209,194.887,299.474,159.80200000000002,,
203.0,812.0,,243.386,109.59,126.605,116.846,271.25,112.838,110.571,129.61700000000002,69.452,129.645,236.067,129.763,221.863,134.614,78.946,126.986,262.181,124.34299999999999,104.527,143.037,63.505,145.41,112.999,146.217,110.473,139.078,260.656,153.251,65.613,152.653,309.969,166.459,267.481,170.055,237.838,160.451,105.419,162.173,98.149,178.641,60.883,177.852,289.31,178.725,47.773,173.22299999999998,87.93299999999999,171.213,83.311,176.873,59.756,187.347,135.476,188.28799999999998,130.332,181.707,79.318,181.74400000000003,90.863,185.373,105.24700000000001,195.002,273.257,196.39700000000002,308.847,191.96200000000002,115.75299999999999,192.283,255.019,199.197,130.531,167.542,289.099,194.847,299.151,159.64,,
203.25,813.0,,243.342,109.586,126.572,116.87899999999999,271.252,112.837,110.54899999999999,129.575,69.44,129.651,236.03,129.654,221.827,134.591,78.994,126.882,262.17400000000004,124.319,104.588,143.03799999999998,63.534,145.391,113.009,146.227,110.448,139.047,260.672,153.249,65.639,152.63,309.97700000000003,166.44,267.462,170.047,237.82,160.451,105.40700000000001,162.17600000000002,98.134,178.623,60.861000000000004,177.81400000000002,289.332,178.72,47.778,173.22400000000002,87.917,171.22799999999998,83.28200000000001,176.87,59.732,187.33,135.464,188.227,130.327,181.69400000000002,79.259,181.773,90.861,185.37,105.234,194.97400000000002,273.336,196.33900000000003,308.781,191.959,115.743,192.25099999999998,255.104,199.137,130.563,167.362,289.193,194.80900000000003,298.64,157.085,,
203.5,814.0,,243.30700000000002,109.56,126.57700000000001,116.91,271.255,112.79,110.54899999999999,129.553,69.452,129.67700000000002,235.952,129.585,221.824,134.567,78.92,126.885,262.152,124.288,104.589,143.026,63.54,145.43200000000002,113.051,146.2,110.495,139.097,260.672,153.238,65.63,152.585,309.98400000000004,166.435,267.472,170.033,237.793,160.436,105.399,162.17600000000002,98.087,178.55,60.913000000000004,177.798,289.329,178.718,47.787,173.202,87.939,171.21099999999998,83.193,176.84,59.68600000000001,187.308,135.506,188.21400000000003,130.313,181.74200000000002,79.195,181.78900000000002,90.836,185.393,105.244,194.951,273.44,196.31900000000002,308.742,191.886,115.711,192.261,255.105,199.083,130.513,167.351,289.123,194.817,298.7,156.517,,
203.75,815.0,,243.31,109.50200000000001,126.52,116.93700000000001,271.27299999999997,112.75399999999999,110.561,129.556,69.444,129.66299999999998,235.92,129.591,221.86700000000002,134.593,78.946,126.81700000000001,262.123,124.277,104.588,143.002,63.552,145.389,113.037,146.232,110.493,139.08,260.678,153.211,65.612,152.539,309.992,166.47099999999998,267.513,170.078,237.783,160.422,105.384,162.174,98.12700000000001,178.584,60.91,177.74599999999998,289.347,178.722,47.788000000000004,173.202,87.969,171.215,83.13799999999999,176.87099999999998,59.676,187.351,135.44899999999998,188.185,130.335,181.737,79.179,181.775,90.82600000000001,185.418,105.255,194.887,273.427,196.287,308.763,191.832,115.68299999999999,192.199,255.114,199.00599999999997,130.483,167.354,289.024,194.778,298.83299999999997,156.308,,
204.0,816.0,,243.333,109.45299999999999,126.581,116.91,271.35200000000003,112.68700000000001,110.54,129.495,69.453,129.638,235.93,129.559,221.843,134.582,78.961,126.885,262.144,124.29899999999999,104.59299999999999,142.993,63.583999999999996,145.386,113.051,146.23,110.501,139.06799999999998,260.676,153.25,65.623,152.503,310.058,166.41099999999997,267.507,170.063,237.79,160.373,105.39,162.141,98.103,178.59400000000002,60.943000000000005,177.727,289.367,178.737,47.79,173.16400000000002,87.95100000000001,171.17,83.12700000000001,176.832,59.668,187.34099999999998,135.416,188.16099999999997,130.347,181.69799999999998,79.179,181.805,90.824,185.43400000000003,105.294,194.833,273.577,196.178,308.777,191.863,115.662,192.15,255.11900000000003,199.041,130.547,167.28900000000002,289.024,194.817,298.788,156.166,,
204.25,817.0,,243.322,109.439,126.655,116.90799999999999,271.351,112.598,110.521,129.472,69.44,129.64,235.99099999999999,129.55200000000002,221.77700000000002,134.528,79.04,126.95,262.133,124.314,104.56700000000001,143.02100000000002,63.541000000000004,145.394,113.039,146.244,110.523,139.037,260.661,153.22899999999998,65.642,152.487,309.98900000000003,166.429,267.534,170.077,237.799,160.316,105.38600000000001,162.14700000000002,98.148,178.583,60.956,177.696,289.345,178.72,47.782,173.16400000000002,87.956,171.174,83.275,176.725,59.674,187.327,135.377,188.138,130.362,181.63400000000001,79.218,181.795,90.823,185.446,105.307,194.77200000000002,273.626,196.144,308.836,191.892,115.616,192.141,255.176,199.05599999999998,130.504,167.321,289.014,194.833,298.756,155.86700000000002,,
204.5,818.0,,243.37,109.40799999999999,126.675,116.91799999999999,271.27,112.635,110.52600000000001,129.511,69.433,129.656,236.132,129.717,221.763,134.523,78.969,127.09200000000001,262.096,124.314,104.624,143.007,63.571999999999996,145.405,113.02600000000001,146.257,110.546,139.009,260.66700000000003,153.22799999999998,65.627,152.463,310.017,166.45,267.566,170.10299999999998,237.80200000000002,160.269,105.39,162.129,98.16,178.565,60.972,177.697,289.35200000000003,178.727,47.775,173.136,88.023,171.15,83.25299999999999,176.757,59.696000000000005,187.312,135.345,188.08700000000002,130.369,181.62599999999998,79.23100000000001,181.782,90.829,185.446,107.185,193.331,273.676,196.179,308.79400000000004,191.854,115.584,192.095,255.17,199.093,130.494,167.347,288.97,194.794,298.755,155.71,,
204.75,819.0,,243.403,109.35,126.631,116.86,271.343,112.62799999999999,110.584,129.5,69.42399999999999,129.66299999999998,235.949,129.35299999999998,221.808,134.54399999999998,78.96600000000001,126.92200000000001,262.11,124.32,104.706,142.99200000000002,63.58,145.403,113.068,146.216,110.63,139.028,260.681,153.20600000000002,65.65,152.435,310.02299999999997,166.435,267.584,170.095,237.827,160.204,105.37,162.126,98.184,178.53400000000002,60.993,177.734,289.356,178.726,47.773999999999994,173.11900000000003,87.986,171.19,83.255,176.7,59.708,187.28,135.342,188.06099999999998,130.416,181.678,79.243,181.78400000000002,90.848,185.426,107.212,193.291,273.605,196.169,308.894,191.84,115.557,192.063,255.141,199.043,130.511,167.308,289.004,194.80900000000003,298.86,155.609,107.0,173.0
205.0,820.0,,243.375,109.335,126.646,116.914,271.375,112.54299999999999,110.52799999999999,129.488,69.426,129.655,235.99,129.365,221.732,134.43200000000002,79.01100000000001,126.81299999999999,262.143,124.325,104.855,143.062,63.544,145.471,113.071,146.215,110.63,139.016,260.691,153.181,65.6,152.44899999999998,309.95599999999996,166.43599999999998,267.6,170.09,237.81599999999997,160.202,105.35600000000001,162.11,98.15700000000001,178.49200000000002,60.945,177.718,289.362,178.739,47.773,173.11,87.984,171.153,83.32600000000001,176.695,59.668,187.28900000000002,135.359,188.02700000000002,130.65200000000002,181.45,79.233,181.765,90.823,185.43400000000003,107.184,193.27900000000002,273.619,196.175,308.892,191.8,115.57,192.04,255.16400000000002,199.011,130.488,167.40900000000002,288.942,194.81099999999998,298.978,155.792,106.73,173.37
205.25,821.0,,243.31900000000002,109.37200000000001,126.669,116.947,271.3,112.52799999999999,110.569,129.513,69.422,129.665,235.968,129.408,221.718,134.439,79.001,126.92200000000001,262.186,124.334,104.883,143.047,63.559,145.446,113.064,146.189,110.662,139.032,260.694,153.15200000000002,65.657,152.47,309.972,166.395,267.58099999999996,170.06599999999997,237.825,160.202,105.36399999999999,162.095,98.111,178.521,60.983999999999995,177.699,289.366,178.74599999999998,47.763000000000005,173.104,87.98700000000001,171.149,83.508,176.609,59.67,187.31400000000002,135.379,187.99900000000002,130.769,181.358,79.25399999999999,181.75099999999998,90.816,185.446,107.21700000000001,193.222,273.66900000000004,196.173,308.849,191.78900000000002,115.551,192.005,255.21200000000002,198.99200000000002,130.464,167.36599999999999,288.939,194.828,298.927,155.97,106.81299999999999,173.36900000000003
205.5,822.0,,243.25400000000002,109.354,126.704,117.006,271.362,112.501,110.557,129.5,69.429,129.634,235.926,129.27100000000002,221.71,134.465,79.003,127.131,262.197,124.322,104.913,143.066,63.586000000000006,145.497,113.055,146.167,110.654,138.975,260.719,153.12,65.66199999999999,152.437,309.902,166.40099999999998,267.562,170.07,237.84099999999998,160.14700000000002,105.383,162.07,98.104,178.52700000000002,60.975,177.649,289.371,178.75599999999997,47.775,173.106,88.016,171.16099999999997,83.45100000000001,176.623,59.673,187.27900000000002,135.38,187.94099999999997,130.912,181.243,79.26,181.745,90.837,185.428,105.47,194.498,273.639,196.142,308.765,191.669,115.56,192.016,255.21900000000002,198.982,130.48,167.33,288.811,194.827,298.974,156.065,106.875,173.298
205.75,823.0,,243.27700000000002,109.346,126.71600000000001,116.98,271.387,112.52799999999999,110.603,129.475,69.441,129.61700000000002,235.893,129.171,221.71599999999998,134.452,78.986,127.104,262.192,124.28299999999999,104.928,143.102,63.586000000000006,145.444,113.056,146.138,110.639,138.936,260.726,153.072,65.65,152.393,309.876,166.39,267.548,170.054,237.89,160.077,105.366,162.053,98.072,178.56099999999998,61.016999999999996,177.66,289.356,178.75,47.783,173.08700000000002,88.021,171.15599999999998,83.476,176.606,59.632,187.271,135.437,187.91099999999997,131.032,181.197,79.26899999999999,181.743,90.82700000000001,185.44,105.473,194.459,273.723,196.106,308.802,191.679,115.561,191.933,255.236,198.963,130.464,167.268,288.759,194.796,298.88599999999997,156.218,106.93,173.294
206.0,824.0,,243.28400000000002,109.354,126.742,116.994,271.36,112.613,110.59700000000001,129.468,69.453,129.614,235.864,129.006,221.718,134.459,78.854,127.156,262.144,124.243,104.822,143.034,63.602,145.422,113.05799999999999,146.149,110.646,138.91299999999998,260.721,153.045,65.646,152.418,309.882,166.37099999999998,267.527,170.025,237.86900000000003,160.036,105.363,162.06,98.073,178.581,60.982,177.65099999999998,289.323,178.752,47.775,173.075,88.00299999999999,171.12599999999998,83.485,176.68200000000002,59.621,187.294,135.47799999999998,187.864,130.934,181.23,79.296,181.732,90.837,185.447,106.0,194.0,273.686,196.13400000000001,308.791,191.69400000000002,115.531,191.92700000000002,255.295,198.937,130.486,167.27900000000002,288.759,194.778,298.755,156.232,106.85700000000001,173.044
206.25,825.0,,243.263,109.405,126.75,116.984,271.272,112.697,110.589,129.513,69.44800000000001,129.597,235.78400000000002,128.889,221.74599999999998,134.459,78.884,127.12100000000001,262.16900000000004,124.286,104.738,143.019,63.57,145.455,113.051,146.175,110.656,138.941,260.742,153.00799999999998,65.62100000000001,152.43,309.95099999999996,166.329,267.532,170.035,237.891,159.96,105.36,162.033,98.07700000000001,178.55,60.973,177.646,289.334,178.765,47.79,173.06099999999998,87.994,171.141,83.529,176.702,59.585,187.301,135.497,187.813,131.161,180.982,79.288,181.736,90.834,185.44799999999998,105.624,194.283,273.76,196.127,308.778,191.708,115.56200000000001,191.93,255.392,198.91,130.525,167.25099999999998,288.7,194.75799999999998,297.783,157.63,106.815,173.06799999999998
206.5,826.0,,243.29,109.455,126.756,116.984,271.288,112.67200000000001,110.61,129.53,69.426,129.60299999999998,235.893,128.925,221.764,134.451,78.866,127.08200000000001,262.178,124.35600000000001,104.744,143.012,63.57,145.409,113.044,146.225,110.655,138.874,260.753,152.971,65.656,152.379,309.884,166.34099999999998,267.487,170.00599999999997,237.86700000000002,159.906,105.369,162.031,98.104,178.57,60.938,177.63,289.348,178.762,47.78,173.049,87.988,171.12099999999998,83.542,176.717,59.568999999999996,187.3,135.498,187.75099999999998,131.414,180.72,79.28,181.74200000000002,90.829,185.482,107.075,193.199,273.518,196.16,308.72700000000003,191.713,115.523,191.872,255.40099999999998,198.94,130.564,167.236,288.666,194.737,297.777,157.72899999999998,106.773,172.78400000000002
206.75,827.0,,243.305,109.428,126.76799999999999,116.98,271.31,112.721,110.60600000000001,129.546,69.403,129.605,235.89700000000002,128.92600000000002,221.769,134.439,78.85300000000001,127.115,262.186,124.389,104.845,143.101,63.574,145.378,113.039,146.239,110.62100000000001,138.89,260.73,152.89600000000002,65.633,152.35399999999998,309.918,166.355,267.47,170.011,237.875,159.799,105.37200000000001,162.02700000000002,98.056,178.558,60.93600000000001,177.611,289.336,178.77900000000002,47.773999999999994,173.023,87.99799999999999,171.11599999999999,83.51799999999999,176.771,59.566,187.305,135.505,187.67,131.44899999999998,180.69,79.279,181.76,90.818,185.483,107.007,193.23,273.555,196.14,308.856,191.668,115.55799999999999,191.805,255.399,198.929,130.498,167.24099999999999,288.651,194.764,297.778,157.472,106.762,173.222
207.0,828.0,,243.25900000000001,109.39200000000001,126.801,116.98100000000001,271.409,112.694,110.624,129.559,69.405,129.59,235.85299999999998,128.94799999999998,221.815,134.44799999999998,78.86399999999999,127.09899999999999,262.20599999999996,124.398,104.928,143.11700000000002,63.523,145.42,113.04,146.235,110.691,138.89600000000002,260.70599999999996,152.834,65.584,152.364,309.953,166.333,267.48400000000004,170.033,237.893,159.714,105.376,162.006,98.01100000000001,178.455,60.915,177.577,289.314,178.769,47.776,173.033,88.046,171.074,83.601,176.78400000000002,59.592,187.278,135.509,187.638,131.5,180.648,79.22800000000001,181.75799999999998,90.815,185.498,107.20299999999999,193.12400000000002,273.42,196.15,308.82599999999996,191.649,115.54299999999999,191.78,255.35299999999998,198.968,130.451,167.215,288.635,194.769,297.344,157.915,106.79700000000001,173.18599999999998
207.25,829.0,,243.222,109.366,126.85,116.995,271.275,112.807,110.61,129.576,69.398,129.58100000000002,235.88299999999998,128.951,221.856,134.431,78.914,127.057,262.204,124.40899999999999,104.90100000000001,143.088,63.503,145.35,113.027,146.238,110.70100000000001,138.895,260.681,152.789,65.58800000000001,152.316,310.027,166.308,267.529,170.08700000000002,237.877,159.684,105.39200000000001,161.983,98.00399999999999,178.40900000000002,60.945,177.55200000000002,289.318,178.75,47.773999999999994,173.02,88.08200000000001,171.055,83.73899999999999,176.688,59.621,187.25799999999998,135.535,187.58900000000003,131.82299999999998,180.301,79.186,181.755,90.82700000000001,185.512,107.238,193.09599999999998,273.367,196.188,308.736,191.58599999999998,115.51299999999999,191.785,255.329,199.018,130.491,167.197,288.622,194.729,297.152,158.345,106.82799999999999,173.049
207.5,830.0,,243.236,109.405,126.881,117.012,271.279,112.90299999999999,110.63,129.608,69.396,129.593,235.838,128.835,221.857,134.415,78.941,127.113,262.223,124.431,104.947,143.099,63.537,145.299,113.042,146.157,110.714,138.866,260.691,152.778,65.608,152.28799999999998,310.064,166.28099999999998,267.547,170.079,237.945,159.55,105.38,161.99200000000002,97.929,178.37400000000002,60.977,177.50599999999997,289.269,178.75099999999998,47.763000000000005,173.012,88.084,171.055,83.738,176.63400000000001,59.63,187.245,135.537,187.53799999999998,131.793,180.28900000000002,79.166,181.76,90.819,185.51,107.225,193.12400000000002,273.402,196.21,308.579,191.56799999999998,115.53200000000001,191.738,255.324,199.012,130.45,167.252,288.61400000000003,194.69099999999997,297.063,158.52100000000002,106.895,172.952
207.75,831.0,,243.265,109.35600000000001,126.859,116.98299999999999,271.355,112.896,110.6,129.611,69.385,129.628,235.828,128.805,221.852,134.446,78.961,127.12899999999999,262.251,124.491,104.96799999999999,143.126,63.483999999999995,145.368,113.052,146.185,110.697,138.903,260.682,152.745,65.671,152.262,310.152,166.257,267.54200000000003,170.062,237.98,159.424,105.37299999999999,161.991,97.87700000000001,178.356,60.983999999999995,177.511,289.263,178.755,47.766000000000005,172.989,88.06200000000001,171.06799999999998,83.807,176.61,59.628,187.26,135.517,187.502,131.858,180.197,79.156,181.74200000000002,90.809,185.497,107.245,193.084,273.478,196.167,308.522,191.5,115.53,191.74,255.343,199.00099999999998,130.525,167.29,288.663,194.71400000000003,297.005,158.734,106.859,172.843
208.0,832.0,,243.31599999999997,109.345,126.846,116.98100000000001,271.385,112.757,110.59899999999999,129.639,69.38600000000001,129.63,235.878,128.78799999999998,221.84900000000002,134.39700000000002,78.858,127.162,262.216,124.45299999999999,104.90100000000001,143.05200000000002,63.513999999999996,145.297,113.064,146.15200000000002,110.71700000000001,138.915,260.685,152.678,65.684,152.284,310.16,166.24599999999998,267.55400000000003,170.09599999999998,237.979,159.32,105.381,161.984,97.89299999999999,178.356,60.968999999999994,177.49400000000003,289.288,178.74599999999998,47.773999999999994,172.988,88.046,171.058,83.87299999999999,176.67,59.614,187.245,135.579,187.485,131.885,180.201,79.122,181.74599999999998,90.803,185.51,107.096,193.173,273.538,196.107,308.482,191.476,115.51700000000001,191.704,255.357,199.09099999999998,130.637,167.416,288.654,194.71200000000002,297.118,158.589,106.84,172.87900000000002
