 ,Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
1,ID4474818,4474818,9,0.446,189.582,91.999,0,1340,1340,2.500,1,614.871,616.098,636.879,639.874,None,None,None,None,None,None,-10921639,614.871,614.900,614.191,615.472,22750.217,0.347,7.509,2.314E-4,0.821
2,ID4475682,4475682,9,0.453,189.716,91.890,0,1341,1341,2.500,1,614.841,615.312,636.826,637.936,None,None,None,None,None,None,-10921639,614.841,614.842,614.124,615.447,22749.102,0.344,7.507,2.308E-4,0.825
3,ID4474965,4474965,9,0.449,189.669,91.919,0,1342,1342,2.500,1,614.819,615.438,636.783,637.978,None,None,None,None,None,None,-10921639,614.819,614.852,614.114,615.425,22748.308,0.346,7.507,2.256E-4,0.802
4,ID4474090,4474090,9,0.438,189.696,91.890,0,1343,1343,2.500,1,614.795,614.632,636.739,639.274,None,None,None,None,None,None,-10921639,614.795,614.870,614.088,615.395,22747.404,0.345,7.510,2.153E-4,0.767
5,ID4474403,4474403,9,0.442,189.674,91.955,0,1344,1344,2.500,1,614.779,614.068,636.661,636.667,None,None,None,None,None,None,-10921639,614.779,614.813,614.119,615.388,22746.833,0.342,7.509,2.189E-4,0.787
6,ID4473771,4473771,9,0.443,189.751,91.964,0,1345,1345,2.500,1,614.766,614.008,636.601,635.513,None,None,None,None,None,None,-10921639,614.766,614.799,614.134,615.408,22746.327,0.335,7.509,2.216E-4,0.814
7,ID4475355,4475355,9,0.440,189.752,91.902,0,1346,1346,2.500,1,614.759,614.251,636.555,635.740,None,None,None,None,None,None,-10921639,614.759,614.791,614.125,615.393,22746.098,0.330,7.511,2.265E-4,0.843
8,ID4476002,4476002,9,0.447,189.877,91.920,0,1347,1347,2.500,1,614.757,613.915,636.494,635.888,None,None,None,None,None,None,-10921639,614.757,614.773,614.093,615.387,22745.999,0.325,7.509,2.333E-4,0.883
9,ID4477089,4477089,9,0.446,189.805,91.994,0,1348,1348,2.500,1,614.750,614.260,636.434,634.765,None,None,None,None,None,None,-10921639,614.750,614.756,614.093,615.397,22745.764,0.330,7.511,2.343E-4,0.872
10,ID4476329,4476329,9,0.452,189.822,92.087,0,1349,1349,2.500,1,614.745,614.276,636.370,633.566,None,None,None,None,None,None,-10921639,614.745,614.725,614.066,615.376,22745.548,0.329,7.510,2.417E-4,0.903
11,ID4477158,4477158,9,0.450,189.866,92.026,0,1350,1350,2.500,1,614.729,613.998,636.308,633.240,None,None,None,None,None,None,-10921639,614.729,614.739,614.018,615.352,22744.958,0.326,7.509,2.369E-4,0.892
12,ID4477598,4477598,9,0.448,189.867,92.023,0,1351,1351,2.500,1,614.718,613.672,636.262,633.173,None,None,None,None,None,None,-10921639,614.718,614.717,613.978,615.347,22744.576,0.332,7.506,2.340E-4,0.867
13,ID4476641,4476641,9,0.448,189.797,92.097,0,1352,1352,2.500,1,614.709,613.968,636.211,632.872,None,None,None,None,None,None,-10921639,614.709,614.727,613.977,615.320,22744.229,0.330,7.510,2.370E-4,0.883
14,ID4477904,4477904,9,0.454,189.787,92.090,0,1353,1353,2.500,1,614.697,613.060,636.149,631.334,None,None,None,None,None,None,-10921639,614.697,614.695,613.883,615.319,22743.793,0.339,7.508,2.427E-4,0.880
15,ID4478541,4478541,9,0.458,189.731,92.169,0,1354,1354,2.500,1,614.698,613.521,636.109,631.495,None,None,None,None,None,None,-10921639,614.698,614.682,613.892,615.323,22743.829,0.348,7.509,2.516E-4,0.890
16,ID4478221,4478221,9,0.464,189.734,92.344,0,1355,1355,2.500,1,614.701,613.158,636.059,630.467,None,None,None,None,None,None,-10921639,614.701,614.681,613.842,615.337,22743.951,0.362,7.509,2.603E-4,0.885
17,ID4478859,4478859,9,0.461,189.695,92.319,0,1356,1356,2.500,1,614.696,613.240,636.008,629.829,None,None,None,None,None,None,-10921639,614.696,614.704,613.819,615.329,22743.763,0.364,7.507,2.616E-4,0.884
18,ID4479491,4479491,9,0.467,189.703,92.350,0,1357,1357,2.500,1,614.695,613.859,635.964,629.982,None,None,None,None,None,None,-10921639,614.695,614.652,613.843,615.331,22743.704,0.366,7.502,2.661E-4,0.892
19,ID4480125,4480125,9,0.469,189.632,92.463,0,1358,1358,2.500,1,614.682,613.020,635.924,630.077,None,None,None,None,None,None,-10921639,614.682,614.605,613.801,615.280,22743.238,0.374,7.503,2.629E-4,0.864
20,ID4479181,4479181,9,0.469,189.669,92.577,0,1359,1359,2.500,1,614.733,612.532,636.295,629.884,None,None,None,None,None,None,-10921639,614.733,614.740,614.026,615.300,22745.121,0.348,4.397,2.469E-4,0.871
21,ID4479813,4479813,9,0.469,189.638,92.576,0,1360,1360,2.500,1,614.733,613.217,636.237,629.189,None,None,None,None,None,None,-10921639,614.733,614.715,614.026,615.320,22745.117,0.357,4.389,2.516E-4,0.867
22,ID4480451,4480451,9,0.466,189.619,92.546,0,1361,1361,2.500,1,614.718,613.359,636.199,629.108,None,None,None,None,None,None,-10921639,614.718,614.702,614.008,615.285,22744.548,0.355,4.394,2.453E-4,0.850
23,ID4480760,4480760,9,0.463,189.521,92.621,0,1362,1362,2.500,1,614.703,613.271,636.144,629.928,None,None,None,None,None,None,-10921639,614.703,614.659,613.995,615.289,22744.001,0.360,4.397,2.409E-4,0.824
24,ID4481066,4481066,9,0.467,189.484,92.659,0,1363,1363,2.500,1,614.833,613.766,636.726,629.475,None,None,None,None,None,None,-10921639,614.833,614.889,614.124,615.457,22748.807,0.301,4.462,2.460E-4,1.004
25,ID4481376,4481376,9,0.474,189.560,92.694,0,1364,1364,2.500,1,614.692,613.798,636.038,628.117,None,None,None,None,None,None,-10921639,614.692,614.638,613.941,615.210,22743.622,0.362,4.393,2.493E-4,0.847
26,ID4481676,4481676,9,0.474,189.569,92.712,0,1365,1365,2.500,1,614.676,613.519,635.993,627.970,None,None,None,None,None,None,-10921639,614.676,614.609,613.952,615.184,22743.014,0.354,4.395,2.466E-4,0.857
27,ID4481980,4481980,9,0.475,189.618,92.698,0,1366,1366,2.500,1,614.666,613.605,635.947,627.988,None,None,None,None,None,None,-10921639,614.666,614.610,613.966,615.155,22742.642,0.348,4.389,2.474E-4,0.874
28,ID4482910,4482910,9,0.470,189.644,92.665,0,1367,1367,2.500,1,614.652,613.178,635.907,627.770,None,None,None,None,None,None,-10921639,614.652,614.599,613.934,615.151,22742.120,0.343,4.380,2.376E-4,0.850
29,ID4483209,4483209,9,0.473,189.580,92.725,0,1368,1368,2.500,1,614.641,614.081,635.861,628.097,None,None,None,None,None,None,-10921639,614.641,614.597,613.914,615.114,22741.714,0.343,4.375,2.374E-4,0.849
30,ID4482289,4482289,9,0.471,189.569,92.758,0,1369,1369,2.500,1,614.622,613.264,635.808,627.585,None,None,None,None,None,None,-10921639,614.622,614.572,613.899,615.096,22741.001,0.346,4.364,2.285E-4,0.811
31,ID4482602,4482602,9,0.467,189.516,92.719,0,1370,1370,2.500,1,614.607,613.555,635.760,628.271,None,None,None,None,None,None,-10921639,614.607,614.587,613.881,615.141,22740.447,0.351,4.371,2.278E-4,0.797
32,ID4483520,4483520,9,0.466,189.588,92.709,0,1371,1371,2.500,1,614.593,613.827,635.712,628.386,None,None,None,None,None,None,-10921639,614.593,614.554,613.878,615.123,22739.934,0.346,4.376,2.266E-4,0.805
33,ID4483827,4483827,9,0.462,189.442,92.745,0,1372,1372,2.500,1,614.721,614.089,636.292,628.683,None,None,None,None,None,None,-10921639,614.721,614.762,613.999,615.462,22744.689,0.312,4.460,2.319E-4,0.913
34,ID4484767,4484767,9,0.454,189.460,92.798,0,1373,1373,2.500,1,614.704,614.316,636.253,628.711,None,None,None,None,None,None,-10921639,614.704,614.776,613.972,615.420,22744.040,0.315,4.460,2.275E-4,0.886
35,ID4484142,4484142,9,0.456,189.382,92.797,0,1374,1374,2.500,1,614.686,614.099,636.209,629.516,None,None,None,None,None,None,-10921639,614.686,614.759,613.931,615.390,22743.389,0.318,4.460,2.231E-4,0.863
36,ID4484453,4484453,9,0.456,189.403,92.662,0,1375,1375,2.500,1,614.664,614.517,636.163,629.916,None,None,None,None,None,None,-10921639,614.664,614.709,613.879,615.343,22742.576,0.320,4.452,2.167E-4,0.832
37,ID4485404,4485404,9,0.455,189.391,92.773,0,1376,1376,2.500,1,614.649,614.134,636.117,630.065,None,None,None,None,None,None,-10921639,614.649,614.717,613.876,615.331,22742.004,0.318,4.451,2.164E-4,0.835
38,ID4485727,4485727,9,0.447,189.448,92.653,0,1377,1377,2.500,1,614.636,614.651,636.066,630.770,None,None,None,None,None,None,-10921639,614.636,614.681,613.832,615.314,22741.525,0.321,4.445,2.187E-4,0.837
39,ID4485091,4485091,9,0.452,189.372,92.722,0,1378,1378,2.500,1,614.617,614.286,636.013,631.657,None,None,None,None,None,None,-10921639,614.617,614.663,613.814,615.291,22740.840,0.321,4.447,2.103E-4,0.806
40,ID4486040,4486040,9,0.449,189.322,92.706,0,1379,1379,2.500,1,614.606,614.594,635.958,631.581,None,None,None,None,None,None,-10921639,614.606,614.651,613.857,615.313,22740.438,0.321,4.446,2.149E-4,0.823
41,ID4486354,4486354,9,0.436,189.410,92.699,0,1380,1380,2.500,1,614.587,614.079,635.903,632.115,None,None,None,None,None,None,-10921639,614.587,614.625,613.843,615.245,22739.720,0.315,4.441,2.111E-4,0.823
42,ID4486659,4486659,9,0.438,189.263,92.740,0,1381,1381,2.500,1,614.574,614.433,635.852,632.641,None,None,None,None,None,None,-10921639,614.574,614.599,613.900,615.212,22739.256,0.315,4.444,2.079E-4,0.811
43,ID4486970,4486970,9,0.438,189.254,92.667,0,1382,1382,2.500,1,614.564,614.205,635.798,632.760,None,None,None,None,None,None,-10921639,614.564,614.593,613.865,615.208,22738.866,0.315,4.440,2.082E-4,0.812
44,ID4487282,4487282,9,0.440,189.247,92.740,0,1383,1383,2.500,1,614.553,613.958,635.753,634.021,None,None,None,None,None,None,-10921639,614.553,614.580,613.895,615.233,22738.474,0.314,4.440,2.061E-4,0.808
45,ID4488223,4488223,9,0.444,189.093,92.795,0,1384,1384,2.500,1,614.547,615.103,635.698,634.524,None,None,None,None,None,None,-10921639,614.547,614.581,613.892,615.259,22738.228,0.322,4.438,2.084E-4,0.795
46,ID4487598,4487598,9,0.441,189.138,92.859,0,1385,1385,2.500,1,614.536,614.535,635.648,634.810,None,None,None,None,None,None,-10921639,614.536,614.574,613.897,615.230,22737.814,0.322,4.439,2.016E-4,0.769
47,ID4487914,4487914,9,0.435,189.199,92.751,0,1386,1386,2.500,1,614.527,615.404,635.604,635.352,None,None,None,None,None,None,-10921639,614.527,614.549,613.870,615.230,22737.497,0.322,6.077,1.988E-4,0.759
48,ID4488535,4488535,9,0.442,189.134,92.766,0,1387,1387,2.500,1,614.508,615.222,635.568,636.376,None,None,None,None,None,None,-10921639,614.508,614.512,613.815,615.232,22736.807,0.331,4.435,1.952E-4,0.724
49,ID4489153,4489153,9,0.436,189.174,92.848,0,1388,1388,2.500,1,614.491,615.455,635.518,636.941,None,None,None,None,None,None,-10921639,614.491,614.525,613.818,615.211,22736.184,0.332,4.437,1.930E-4,0.715
50,ID4488841,4488841,9,0.443,189.159,92.956,0,1389,1389,2.500,1,614.478,615.837,635.476,638.465,None,None,None,None,None,None,-10921639,614.478,614.510,613.764,615.225,22735.699,0.339,4.438,1.945E-4,0.705
51,ID4489446,4489446,9,0.438,189.163,93.007,0,1390,1390,2.500,1,614.460,615.741,635.428,638.951,None,None,None,None,None,None,-10921639,614.460,614.495,613.724,615.202,22735.028,0.343,4.441,1.853E-4,0.663
52,ID4489745,4489745,9,0.428,189.096,93.033,0,1391,1391,2.500,1,614.447,615.093,635.382,639.245,None,None,None,None,None,None,-10921639,614.447,614.456,613.727,615.192,22734.536,0.346,4.442,1.772E-4,0.629
53,ID4490339,4490339,9,0.429,189.168,93.037,0,1392,1392,2.500,1,614.438,616.020,635.343,640.979,None,None,None,None,None,None,-10921639,614.438,614.470,613.739,615.204,22734.224,0.343,4.447,1.761E-4,0.632
54,ID4490637,4490637,9,0.421,189.199,93.014,0,1393,1393,2.500,1,614.425,615.823,635.285,640.924,None,None,None,None,None,None,-10921639,614.425,614.443,613.767,615.231,22733.714,0.341,4.453,1.746E-4,0.629
55,ID4490040,4490040,9,0.417,189.178,92.884,0,1394,1394,2.500,1,614.411,616.347,635.230,641.437,None,None,None,None,None,None,-10921639,614.411,614.427,613.742,615.223,22733.224,0.340,8.344,1.719E-4,0.622
56,ID4490937,4490937,9,0.405,189.219,92.994,0,1395,1395,2.500,1,614.397,616.656,635.193,642.820,None,None,None,None,None,None,-10921639,614.397,614.410,613.702,615.185,22732.695,0.341,8.361,1.626E-4,0.586
57,ID4491234,4491234,9,0.400,189.241,93.030,0,1396,1396,2.500,1,614.378,616.147,635.148,642.197,None,None,None,None,None,None,-10921639,614.378,614.410,613.663,615.193,22732.001,0.345,8.349,1.541E-4,0.550
58,ID4492710,4492710,9,0.396,189.198,92.985,0,1397,1397,2.500,1,614.365,615.814,635.113,642.980,None,None,None,None,None,None,-10921639,614.365,614.386,613.678,615.202,22731.498,0.347,8.366,1.499E-4,0.530
59,ID4491726,4491726,9,0.394,189.299,92.881,0,1398,1398,2.500,1,614.353,616.153,635.051,643.887,None,None,None,None,None,None,-10921639,614.353,614.358,613.623,615.156,22731.072,0.344,8.385,1.469E-4,0.524
60,ID4491668,4491668,9,0.386,189.249,92.868,0,1399,1399,2.500,1,614.337,616.587,635.014,644.528,None,None,None,None,None,None,-10921639,614.337,614.347,613.627,615.114,22730.482,0.341,8.398,1.417E-4,0.511
61,ID4492120,4492120,9,0.393,189.215,92.796,0,1400,1400,2.500,1,614.323,616.691,634.980,645.439,None,None,None,None,None,None,-10921639,614.323,614.309,613.599,615.095,22729.951,0.346,8.410,1.385E-4,0.491
62,ID4492411,4492411,9,0.385,189.348,92.830,0,1401,1401,2.500,1,614.311,616.841,634.937,644.652,None,None,None,None,None,None,-10921639,614.311,614.328,613.581,615.075,22729.512,0.344,8.414,1.339E-4,0.478
63,ID4492997,4492997,9,0.385,189.222,92.788,0,1402,1402,2.500,1,614.291,616.709,634.904,645.610,None,None,None,None,None,None,-10921639,614.291,614.285,613.589,615.038,22728.774,0.349,8.410,1.292E-4,0.455
64,ID4493292,4493292,9,0.380,189.100,92.657,0,1403,1403,2.500,1,614.278,616.687,634.893,644.754,None,None,None,None,None,None,-10921639,614.278,614.258,613.541,615.059,22728.302,0.352,8.421,1.257E-4,0.439
65,ID4493584,4493584,9,0.388,189.077,92.736,0,1404,1404,2.500,1,614.277,616.470,634.879,647.476,None,None,None,None,None,None,-10921639,614.277,614.273,613.510,615.077,22728.264,0.362,8.424,1.336E-4,0.454
66,ID4495058,4495058,9,0.391,189.057,92.716,0,1405,1405,2.500,1,614.273,616.086,634.850,646.092,None,None,None,None,None,None,-10921639,614.273,614.258,613.523,615.017,22728.086,0.358,8.416,1.363E-4,0.468
67,ID4494457,4494457,9,0.394,188.956,92.738,0,1406,1406,2.500,1,614.273,616.557,634.838,647.524,None,None,None,None,None,None,-10921639,614.273,614.268,613.521,615.032,22728.108,0.352,8.408,1.396E-4,0.487
68,ID4493871,4493871,9,0.385,189.086,92.666,0,1407,1407,2.500,1,614.268,616.918,634.816,648.469,None,None,None,None,None,None,-10921639,614.268,614.268,613.518,615.080,22727.924,0.351,8.411,1.339E-4,0.469
69,ID4494163,4494163,9,0.382,189.004,92.753,0,1408,1408,2.500,1,614.259,616.410,634.780,648.271,None,None,None,None,None,None,-10921639,614.259,614.251,613.490,615.080,22727.571,0.361,8.394,1.337E-4,0.455
70,ID4494757,4494757,9,0.378,188.971,92.800,0,1409,1409,2.500,1,614.254,615.646,634.749,648.236,None,None,None,None,None,None,-10921639,614.254,614.278,613.456,615.054,22727.406,0.366,8.422,1.272E-4,0.428
71,ID4495356,4495356,9,0.375,189.028,92.672,0,1410,1410,2.500,1,614.267,616.508,634.723,647.301,None,None,None,None,None,None,-10921639,614.267,614.274,613.435,615.049,22727.894,0.368,8.427,1.327E-4,0.442
72,ID4495666,4495666,9,0.369,188.993,92.753,0,1411,1411,2.500,1,614.260,618.082,634.705,647.879,None,None,None,None,None,None,-10921639,614.260,614.294,613.510,615.007,22727.613,0.364,8.443,1.243E-4,0.420
73,ID4495966,4495966,9,0.356,188.975,92.027,0,1412,1412,2.500,1,614.186,616.313,634.275,646.952,None,None,None,None,None,None,-10921639,614.186,614.222,613.509,614.926,22724.893,0.332,6.465,1.192E-4,0.441
74,ID4496272,4496272,9,0.358,188.256,92.906,0,1413,1413,2.500,1,614.393,617.082,635.371,648.051,None,None,None,None,None,None,-10921639,614.393,614.369,613.870,614.965,22732.538,0.306,4.355,1.236E-4,0.496
75,ID4496573,4496573,9,0.365,187.839,93.180,0,1414,1414,2.500,1,614.392,616.262,635.359,649.169,None,None,None,None,None,None,-10921639,614.392,614.374,613.861,614.986,22732.501,0.318,4.336,1.272E-4,0.491
76,ID4496881,4496881,9,0.366,188.083,93.172,0,1415,1415,2.500,1,614.395,616.351,635.341,648.549,None,None,None,None,None,None,-10921639,614.395,614.365,613.878,614.934,22732.615,0.308,4.337,1.335E-4,0.532
77,ID4497516,4497516,9,0.366,188.473,92.755,0,1416,1416,2.500,1,614.402,616.437,635.334,647.795,None,None,None,None,None,None,-10921639,614.402,614.375,613.883,614.942,22732.888,0.303,4.340,1.373E-4,0.557
78,ID4497202,4497202,9,0.364,188.325,92.785,0,1417,1417,2.500,1,614.405,616.403,635.336,648.737,None,None,None,None,None,None,-10921639,614.405,614.375,613.818,614.939,22732.979,0.310,4.335,1.335E-4,0.529
79,ID4497829,4497829,9,0.352,188.136,93.144,0,1418,1418,2.500,1,614.402,616.391,635.330,648.256,None,None,None,None,None,None,-10921639,614.402,614.363,613.847,614.982,22732.869,0.318,4.323,1.245E-4,0.480
80,ID4498148,4498148,9,0.345,188.000,93.000,0,1419,1419,2.500,1,614.396,616.731,635.330,648.237,None,None,None,None,None,None,-10921639,614.396,614.345,613.782,614.945,22732.660,0.322,4.287,1.148E-4,0.438
81,ID4498797,4498797,9,0.343,188.000,93.000,0,1420,1420,2.500,1,614.400,616.134,635.317,647.007,None,None,None,None,None,None,-10921639,614.400,614.364,613.804,614.962,22732.811,0.329,4.284,1.103E-4,0.412
82,ID4498476,4498476,9,0.340,189.296,91.817,0,1421,1421,2.500,1,614.177,616.373,634.204,645.749,None,None,None,None,None,None,-10921639,614.177,614.174,613.558,614.968,22724.554,0.336,9.078,9.860E-5,0.360
83,ID4499113,4499113,9,0.349,189.576,91.521,0,1422,1422,2.500,1,614.008,615.847,633.566,643.646,None,None,None,None,None,None,-10921639,614.008,613.969,613.418,614.652,22718.280,0.320,9.011,8.378E-5,0.322
84,ID4500048,4500048,9,0.349,189.734,91.205,0,1423,1423,2.500,1,613.946,614.922,633.172,642.555,None,None,None,None,None,None,-10921639,613.946,613.949,613.373,614.503,22716.007,0.329,4.402,9.226E-5,0.344
85,ID4499552,4499552,9,0.352,189.697,91.117,0,1424,1424,2.500,1,613.953,615.210,633.193,642.272,None,None,None,None,None,None,-10921639,613.953,613.934,613.361,614.487,22716.269,0.327,4.406,9.578E-5,0.360
86,ID4499602,4499602,9,0.351,189.807,90.972,0,1425,1425,2.500,1,613.957,614.948,633.210,641.522,None,None,None,None,None,None,-10921639,613.957,613.926,613.377,614.502,22716.394,0.322,4.407,9.390E-5,0.359
87,ID4500364,4500364,9,0.352,189.908,90.845,0,1426,1426,2.500,1,613.960,615.182,633.239,640.880,None,None,None,None,None,None,-10921639,613.960,613.975,613.407,614.499,22716.527,0.325,4.404,9.464E-5,0.358
88,ID4500680,4500680,9,0.350,189.776,90.990,0,1427,1427,2.500,1,613.955,615.513,633.277,640.510,None,None,None,None,None,None,-10921639,613.955,613.973,613.386,614.526,22716.331,0.335,4.381,8.975E-5,0.329
89,ID4501133,4501133,9,0.354,190.050,90.800,0,1428,1428,2.500,1,613.951,614.543,633.288,639.716,None,None,None,None,None,None,-10921639,613.951,613.974,613.358,614.514,22716.196,0.328,4.357,8.270E-5,0.309
90,ID4501615,4501615,9,0.356,189.984,90.872,0,1429,1429,2.500,1,613.955,615.280,633.313,639.840,None,None,None,None,None,None,-10921639,613.955,613.981,613.386,614.511,22716.345,0.330,8.478,7.698E-5,0.286
91,ID4501171,4501171,9,0.354,190.123,90.714,0,1430,1430,2.500,1,613.959,613.576,633.334,637.407,None,None,None,None,None,None,-10921639,613.959,613.996,613.400,614.512,22716.484,0.325,8.470,7.681E-5,0.290
92,ID4502577,4502577,9,0.353,189.993,90.881,0,1431,1431,2.500,1,613.972,614.551,633.363,636.912,None,None,None,None,None,None,-10921639,613.972,614.004,613.406,614.551,22716.968,0.331,4.387,8.307E-5,0.309
93,ID4501932,4501932,9,0.347,190.694,90.226,0,1432,1432,2.500,1,613.791,613.851,632.433,635.599,None,None,None,None,None,None,-10921639,613.791,613.850,613.275,614.459,22710.254,0.322,2.000,7.953E-5,0.304
94,ID4502260,4502260,9,0.353,190.094,90.845,0,1433,1433,2.500,1,613.998,614.185,633.424,635.990,None,None,None,None,None,None,-10921639,613.998,614.008,613.442,614.536,22717.930,0.313,4.378,8.543E-5,0.335
95,ID4502896,4502896,9,0.355,190.761,90.206,0,1434,1434,2.500,1,613.812,614.555,632.510,634.492,None,None,None,None,None,None,-10921639,613.812,613.823,613.249,614.498,22711.040,0.322,2.000,8.559E-5,0.326
96,ID4503221,4503221,9,0.360,190.811,90.211,0,1435,1435,2.500,1,613.814,614.703,632.561,633.598,None,None,None,None,None,None,-10921639,613.814,613.805,613.271,614.487,22711.101,0.325,2.000,8.597E-5,0.325
97,ID4503531,4503531,9,0.358,191.154,89.772,0,1436,1436,2.500,1,613.815,613.274,632.621,633.414,None,None,None,None,None,None,-10921639,613.815,613.842,613.235,614.509,22711.152,0.315,2.000,8.196E-5,0.320
98,ID4504174,4504174,9,0.360,191.093,89.844,0,1437,1437,2.500,1,613.816,613.262,632.662,632.438,None,None,None,None,None,None,-10921639,613.816,613.812,613.197,614.511,22711.205,0.320,2.000,7.926E-5,0.304
99,ID4503856,4503856,9,0.366,190.987,89.885,0,1438,1438,2.500,1,613.831,613.004,632.707,632.531,None,None,None,None,None,None,-10921639,613.831,613.856,613.160,614.510,22711.764,0.329,2.000,8.559E-5,0.320
100,ID4504496,4504496,9,0.377,191.030,89.947,0,1439,1439,2.500,1,613.842,613.374,632.740,631.187,None,None,None,None,None,None,-10921639,613.842,613.869,613.156,614.519,22712.151,0.335,2.000,9.353E-5,0.343
101,ID4504862,4504862,9,0.379,190.903,90.082,0,1440,1440,2.500,1,613.845,613.082,632.790,630.274,None,None,None,None,None,None,-10921639,613.845,613.874,613.140,614.570,22712.261,0.350,2.000,8.992E-5,0.315
102,ID4505466,4505466,9,0.374,190.805,90.121,0,1441,1441,2.500,1,613.856,612.600,632.830,630.134,None,None,None,None,None,None,-10921639,613.856,613.854,613.143,614.587,22712.667,0.357,8.970,8.866E-5,0.305
103,ID4505105,4505105,9,0.377,190.699,90.177,0,1442,1442,2.500,1,613.869,613.530,632.849,628.801,None,None,None,None,None,None,-10921639,613.869,613.931,613.166,614.626,22713.144,0.362,2.000,9.449E-5,0.321
104,ID4506095,4506095,9,0.373,190.712,90.221,0,1443,1443,2.500,1,613.868,613.137,632.881,629.270,None,None,None,None,None,None,-10921639,613.868,613.929,613.168,614.657,22713.117,0.363,8.977,8.789E-5,0.298
105,ID4505777,4505777,9,0.372,190.765,90.163,0,1444,1444,2.500,1,613.877,613.127,632.909,628.088,None,None,None,None,None,None,-10921639,613.877,613.967,613.205,614.657,22713.457,0.362,8.980,8.635E-5,0.293
106,ID4507042,4507042,9,0.371,190.772,90.121,0,1445,1445,2.500,1,613.876,612.974,632.940,628.045,None,None,None,None,None,None,-10921639,613.876,613.930,613.179,614.636,22713.410,0.360,8.994,8.556E-5,0.292
107,ID4506410,4506410,9,0.371,190.792,90.192,0,1446,1446,2.500,1,613.877,613.288,632.964,628.009,None,None,None,None,None,None,-10921639,613.877,613.969,613.176,614.629,22713.441,0.365,9.010,8.046E-5,0.271
108,ID4506729,4506729,9,0.369,190.823,90.152,0,1447,1447,2.500,1,613.880,612.500,632.985,627.763,None,None,None,None,None,None,-10921639,613.880,613.908,613.136,614.642,22713.563,0.368,9.030,8.020E-5,0.268
109,ID4507681,4507681,9,0.378,190.753,90.214,0,1448,1448,2.500,1,613.892,612.657,632.998,626.446,None,None,None,None,None,None,-10921639,613.892,613.882,613.153,614.615,22714.004,0.372,9.032,9.058E-5,0.299
110,ID4507360,4507360,9,0.381,190.813,90.232,0,1449,1449,2.500,1,613.903,612.685,633.005,626.694,None,None,None,None,None,None,-10921639,613.903,613.920,613.174,614.620,22714.397,0.374,9.034,9.167E-5,0.301
111,ID4508005,4508005,9,0.383,190.814,90.354,0,1450,1450,2.500,1,613.913,612.809,633.026,625.687,None,None,None,None,None,None,-10921639,613.913,613.954,613.189,614.618,22714.779,0.374,9.023,9.856E-5,0.323
112,ID4508327,4508327,9,0.386,190.876,90.207,0,1451,1451,2.500,1,613.916,612.528,633.043,624.605,None,None,None,None,None,None,-10921639,613.916,613.935,613.197,614.595,22714.883,0.364,9.037,1.036E-4,0.350
113,ID4509289,4509289,9,0.392,190.847,90.283,0,1452,1452,2.500,1,613.928,612.596,633.065,624.683,None,None,None,None,None,None,-10921639,613.928,613.937,613.185,614.580,22715.318,0.365,9.031,1.079E-4,0.363
114,ID4508646,4508646,9,0.385,190.876,90.248,0,1453,1453,2.500,1,613.927,612.410,633.086,625.384,None,None,None,None,None,None,-10921639,613.927,613.939,613.201,614.584,22715.313,0.359,9.032,1.075E-4,0.368
115,ID4508968,4508968,9,0.388,190.899,90.208,0,1454,1454,2.500,1,613.932,612.663,633.100,624.504,None,None,None,None,None,None,-10921639,613.932,613.943,613.190,614.562,22715.499,0.361,9.047,1.103E-4,0.375
116,ID4509615,4509615,9,0.390,190.819,90.248,0,1455,1455,2.500,1,613.930,611.930,633.103,623.971,None,None,None,None,None,None,-10921639,613.930,613.925,613.189,614.559,22715.422,0.362,9.045,1.095E-4,0.371
117,ID4509933,4509933,9,0.397,190.818,90.311,0,1456,1456,2.500,1,613.943,612.121,633.110,624.822,None,None,None,None,None,None,-10921639,613.943,613.974,613.220,614.559,22715.898,0.358,9.048,1.176E-4,0.403
118,ID4510556,4510556,9,0.396,190.908,90.216,0,1457,1457,2.500,1,613.945,611.417,633.102,623.103,None,None,None,None,None,None,-10921639,613.945,613.964,613.240,614.553,22715.956,0.347,9.055,1.146E-4,0.406
119,ID4510246,4510246,9,0.404,190.905,90.230,0,1458,1458,2.500,1,613.953,612.368,633.107,622.821,None,None,None,None,None,None,-10921639,613.953,613.949,613.250,614.565,22716.245,0.349,9.067,1.285E-4,0.452
120,ID4511207,4511207,9,0.405,190.879,90.267,0,1459,1459,2.500,1,613.951,612.635,633.116,623.898,None,None,None,None,None,None,-10921639,613.951,613.967,613.248,614.550,22716.192,0.350,9.060,1.294E-4,0.454
121,ID4510866,4510866,9,0.400,190.908,90.294,0,1460,1460,2.500,1,613.941,611.495,633.096,622.876,None,None,None,None,None,None,-10921639,613.941,613.956,613.225,614.554,22715.823,0.349,9.056,1.261E-4,0.444
