 ,Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
2386,ID4699751,4699751,29,0.496,199.296,104.023,0,2132,2132,2.500,1,613.070,614.249,629.458,634.865,None,None,None,None,None,None,-10921639,613.070,613.052,612.438,613.572,22683.589,0.271,6.138,2.891E-4,1.306
2387,ID4699717,4699717,29,0.496,199.296,104.023,0,2133,2133,2.500,1,613.070,613.969,629.458,634.525,None,None,None,None,None,None,-10921639,613.070,613.052,612.438,613.572,22683.589,0.271,6.138,2.891E-4,1.306
2388,ID4700163,4700163,29,0.496,199.296,104.023,0,2134,2134,2.500,1,613.070,613.726,629.458,633.311,None,None,None,None,None,None,-10921639,613.070,613.052,612.438,613.572,22683.589,0.271,6.138,2.891E-4,1.306
2389,ID4700458,4700458,29,0.496,199.296,104.023,0,2135,2135,2.500,1,613.070,613.127,629.458,631.568,None,None,None,None,None,None,-10921639,613.070,613.052,612.438,613.572,22683.589,0.271,6.138,2.891E-4,1.306
2390,ID4700753,4700753,29,0.496,199.296,104.023,0,2136,2136,2.500,1,613.070,613.812,629.458,632.815,None,None,None,None,None,None,-10921639,613.070,613.052,612.438,613.572,22683.589,0.271,6.138,2.891E-4,1.306
2391,ID4474747,4474747,42,0.473,111.969,78.102,0,1340,1340,2.500,1,614.670,615.645,635.000,638.970,None,None,None,None,None,None,-10921639,614.670,614.793,613.777,615.231,22742.806,0.359,4.412,2.439E-4,0.834
2392,ID4475648,4475648,42,0.466,111.907,78.070,0,1341,1341,2.500,1,614.642,615.491,634.925,639.602,None,None,None,None,None,None,-10921639,614.642,614.770,613.709,615.248,22741.748,0.358,4.408,2.355E-4,0.808
2393,ID4474896,4474896,42,0.466,112.121,78.064,0,1342,1342,2.500,1,614.613,614.457,634.850,637.237,None,None,None,None,None,None,-10921639,614.613,614.704,613.676,615.228,22740.665,0.357,4.406,2.299E-4,0.792
2394,ID4474055,4474055,42,0.457,112.080,78.057,0,1343,1343,2.500,1,614.600,614.024,634.789,636.498,None,None,None,None,None,None,-10921639,614.600,614.687,613.726,615.205,22740.194,0.348,4.402,2.262E-4,0.798
2395,ID4474371,4474371,42,0.453,112.123,78.059,0,1344,1344,2.500,1,614.581,614.541,634.730,634.265,None,None,None,None,None,None,-10921639,614.581,614.672,613.731,615.148,22739.481,0.336,4.402,2.207E-4,0.806
2396,ID4473739,4473739,42,0.457,112.147,78.020,0,1345,1345,2.500,1,614.564,614.359,634.689,635.230,None,None,None,None,None,None,-10921639,614.564,614.674,613.682,615.125,22738.884,0.341,4.401,2.178E-4,0.785
2397,ID4475322,4475322,42,0.460,112.254,78.027,0,1346,1346,2.500,1,614.544,613.627,634.623,634.449,None,None,None,None,None,None,-10921639,614.544,614.659,613.609,615.103,22738.131,0.343,4.398,2.126E-4,0.762
2398,ID4475969,4475969,42,0.455,112.315,78.009,0,1347,1347,2.500,1,614.533,613.097,634.554,634.043,None,None,None,None,None,None,-10921639,614.533,614.638,613.620,615.089,22737.710,0.337,4.390,2.113E-4,0.770
2399,ID4477013,4477013,42,0.453,112.415,78.022,0,1348,1348,2.500,1,614.525,613.230,634.480,633.373,None,None,None,None,None,None,-10921639,614.525,614.596,613.612,615.108,22737.426,0.336,4.389,2.098E-4,0.767
2400,ID4476294,4476294,42,0.448,112.366,77.987,0,1349,1349,2.500,1,614.509,613.408,634.413,631.783,None,None,None,None,None,None,-10921639,614.509,614.586,613.582,615.079,22736.817,0.334,4.389,2.053E-4,0.757
2401,ID4477092,4477092,42,0.450,112.453,77.978,0,1350,1350,2.500,1,614.491,612.742,634.352,631.405,None,None,None,None,None,None,-10921639,614.491,614.562,613.593,615.112,22736.159,0.343,4.381,2.059E-4,0.738
2402,ID4477564,4477564,42,0.446,112.580,77.965,0,1351,1351,2.500,1,614.366,612.548,634.358,631.419,None,None,None,None,None,None,-10921639,614.366,614.302,613.610,615.118,22731.527,0.376,2.000,1.659E-4,0.542
2403,ID4476607,4476607,42,0.450,112.621,78.012,0,1352,1352,2.500,1,614.371,612.792,634.309,631.323,None,None,None,None,None,None,-10921639,614.371,614.304,613.573,615.144,22731.719,0.383,2.000,1.718E-4,0.550
2404,ID4477872,4477872,42,0.448,112.574,78.039,0,1353,1353,2.500,1,614.361,612.574,634.239,629.908,None,None,None,None,None,None,-10921639,614.361,614.326,613.579,615.120,22731.359,0.384,2.000,1.745E-4,0.558
2405,ID4478507,4478507,42,0.452,112.641,78.014,0,1354,1354,2.500,1,614.354,612.967,634.185,629.457,None,None,None,None,None,None,-10921639,614.354,614.311,613.602,615.139,22731.114,0.380,2.000,1.778E-4,0.576
2406,ID4478188,4478188,42,0.445,112.622,77.984,0,1355,1355,2.500,1,614.340,612.219,634.126,628.930,None,None,None,None,None,None,-10921639,614.340,614.289,613.615,615.092,22730.589,0.368,2.000,1.725E-4,0.576
2407,ID4478824,4478824,42,0.449,112.493,78.024,0,1356,1356,2.500,1,614.446,612.165,633.989,628.138,None,None,None,None,None,None,-10921639,614.446,614.540,613.613,615.115,22734.490,0.337,4.360,2.130E-4,0.776
2408,ID4479458,4479458,42,0.457,112.632,78.001,0,1357,1357,2.500,1,614.335,612.312,634.013,627.728,None,None,None,None,None,None,-10921639,614.335,614.245,613.625,615.144,22730.400,0.378,2.000,1.880E-4,0.611
2409,ID4480092,4480092,42,0.459,112.856,78.048,0,1358,1358,2.500,1,614.324,612.371,633.950,628.063,None,None,None,None,None,None,-10921639,614.324,614.266,613.620,615.137,22729.977,0.373,2.000,1.882E-4,0.619
2410,ID4479147,4479147,42,0.460,112.873,78.089,0,1359,1359,2.500,1,614.322,612.665,633.887,627.191,None,None,None,None,None,None,-10921639,614.322,614.271,613.634,615.134,22729.903,0.369,2.000,1.950E-4,0.649
2411,ID4479779,4479779,42,0.448,112.776,78.106,0,1360,1360,2.500,1,614.302,612.323,633.826,626.513,None,None,None,None,None,None,-10921639,614.302,614.239,613.637,615.100,22729.169,0.361,2.000,1.871E-4,0.637
2412,ID4480418,4480418,42,0.440,112.633,78.095,0,1361,1361,2.500,1,614.286,611.718,633.764,625.852,None,None,None,None,None,None,-10921639,614.286,614.209,613.656,615.052,22728.586,0.350,2.000,1.796E-4,0.630
2413,ID4480727,4480727,42,0.439,112.490,78.083,0,1362,1362,2.500,1,614.387,611.139,633.628,625.352,None,None,None,None,None,None,-10921639,614.387,614.464,613.666,615.049,22732.313,0.308,4.382,2.095E-4,0.835
2414,ID4481030,4481030,42,0.443,112.617,78.077,0,1363,1363,2.500,1,614.273,612.519,633.676,624.533,None,None,None,None,None,None,-10921639,614.273,614.217,613.645,615.029,22728.100,0.347,2.000,1.825E-4,0.645
2415,ID4481341,4481341,42,0.444,112.640,78.105,0,1364,1364,2.500,1,614.251,611.697,633.631,624.756,None,None,None,None,None,None,-10921639,614.251,614.198,613.629,615.010,22727.285,0.350,2.000,1.779E-4,0.624
2416,ID4481640,4481640,42,0.449,112.761,78.115,0,1365,1365,2.500,1,614.244,612.410,633.593,623.645,None,None,None,None,None,None,-10921639,614.244,614.198,613.627,614.973,22727.020,0.345,2.000,1.808E-4,0.644
2417,ID4481944,4481944,42,0.445,112.764,78.133,0,1366,1366,2.500,1,614.229,611.414,633.553,623.702,None,None,None,None,None,None,-10921639,614.229,614.187,613.616,614.921,22726.459,0.342,2.000,1.748E-4,0.627
2418,ID4482865,4482865,42,0.443,112.885,78.121,0,1367,1367,2.500,1,614.228,611.867,633.526,623.987,None,None,None,None,None,None,-10921639,614.228,614.203,613.660,614.926,22726.422,0.333,2.000,1.776E-4,0.654
2419,ID4483151,4483151,42,0.443,112.839,78.123,0,1368,1368,2.500,1,614.214,611.456,633.473,623.362,None,None,None,None,None,None,-10921639,614.214,614.182,613.668,614.891,22725.924,0.324,2.000,1.758E-4,0.666
2420,ID4482251,4482251,42,0.445,112.900,78.152,0,1369,1369,2.500,1,614.214,612.025,633.436,623.422,None,None,None,None,None,None,-10921639,614.214,614.185,613.663,614.872,22725.912,0.321,2.000,1.835E-4,0.702
2421,ID4482563,4482563,42,0.441,112.795,78.146,0,1370,1370,2.500,1,614.199,611.758,633.394,622.280,None,None,None,None,None,None,-10921639,614.199,614.154,613.656,614.854,22725.361,0.316,2.000,1.789E-4,0.695
2422,ID4483482,4483482,42,0.443,112.887,78.167,0,1371,1371,2.500,1,614.188,612.017,633.359,622.446,None,None,None,None,None,None,-10921639,614.188,614.145,613.625,614.816,22724.970,0.314,2.000,1.804E-4,0.705
2423,ID4483791,4483791,42,0.449,112.948,78.133,0,1372,1372,2.500,1,614.179,612.797,633.328,623.481,None,None,None,None,None,None,-10921639,614.179,614.140,613.627,614.808,22724.613,0.311,2.000,1.818E-4,0.717
2424,ID4484730,4484730,42,0.448,112.788,78.112,0,1373,1373,2.500,1,614.162,611.484,633.283,622.663,None,None,None,None,None,None,-10921639,614.162,614.116,613.613,614.791,22724.009,0.321,2.000,1.735E-4,0.665
2425,ID4484104,4484104,42,0.449,112.762,78.113,0,1374,1374,2.500,1,614.158,612.168,633.248,622.873,None,None,None,None,None,None,-10921639,614.158,614.107,613.584,614.782,22723.843,0.321,2.000,1.787E-4,0.683
2426,ID4484414,4484414,42,0.451,112.699,78.092,0,1375,1375,2.500,1,614.144,612.056,633.209,622.571,None,None,None,None,None,None,-10921639,614.144,614.079,613.560,614.782,22723.338,0.322,2.000,1.784E-4,0.681
2427,ID4485366,4485366,42,0.450,112.771,78.074,0,1376,1376,2.500,1,614.134,612.656,633.177,622.506,None,None,None,None,None,None,-10921639,614.134,614.077,613.524,614.774,22722.976,0.318,2.000,1.744E-4,0.674
2428,ID4485692,4485692,42,0.442,112.769,78.124,0,1377,1377,2.500,1,614.118,612.839,633.146,624.110,None,None,None,None,None,None,-10921639,614.118,614.070,613.521,614.759,22722.352,0.316,2.000,1.656E-4,0.645
2429,ID4485053,4485053,42,0.438,112.731,78.141,0,1378,1378,2.500,1,614.096,612.898,633.100,623.841,None,None,None,None,None,None,-10921639,614.096,614.040,613.479,614.728,22721.553,0.319,2.000,1.579E-4,0.608
2430,ID4486005,4486005,42,0.440,112.686,78.168,0,1379,1379,2.500,1,614.081,612.791,633.064,624.003,None,None,None,None,None,None,-10921639,614.081,614.027,613.440,614.730,22720.989,0.324,2.000,1.548E-4,0.587
2431,ID4486317,4486317,42,0.446,112.720,78.133,0,1380,1380,2.500,1,614.063,611.675,633.021,625.023,None,None,None,None,None,None,-10921639,614.063,614.000,613.446,614.716,22720.330,0.321,2.000,1.561E-4,0.597
2432,ID4486624,4486624,42,0.450,112.845,78.143,0,1381,1381,2.500,1,614.055,612.940,632.975,624.713,None,None,None,None,None,None,-10921639,614.055,613.996,613.408,614.706,22720.045,0.322,2.000,1.595E-4,0.607
2433,ID4486935,4486935,42,0.449,112.873,78.164,0,1382,1382,2.500,1,614.043,612.808,632.931,626.869,None,None,None,None,None,None,-10921639,614.043,613.989,613.431,614.678,22719.583,0.324,2.000,1.571E-4,0.595
2434,ID4487245,4487245,42,0.449,112.819,78.127,0,1383,1383,2.500,1,614.034,614.421,632.870,627.416,None,None,None,None,None,None,-10921639,614.034,613.981,613.442,614.632,22719.261,0.317,2.000,1.597E-4,0.619
2435,ID4488183,4488183,42,0.448,112.748,78.147,0,1384,1384,2.500,1,614.009,613.464,632.816,627.782,None,None,None,None,None,None,-10921639,614.009,613.954,613.448,614.604,22718.317,0.320,2.000,1.549E-4,0.595
2436,ID4487560,4487560,42,0.455,112.803,78.117,0,1385,1385,2.500,1,614.001,614.469,632.759,628.850,None,None,None,None,None,None,-10921639,614.001,613.919,613.505,614.583,22718.022,0.310,2.000,1.608E-4,0.638
2437,ID4487876,4487876,42,0.446,112.888,78.137,0,1386,1386,2.500,1,613.974,613.381,632.703,629.965,None,None,None,None,None,None,-10921639,613.974,613.926,613.486,614.579,22717.051,0.309,2.000,1.512E-4,0.601
2438,ID4488497,4488497,42,0.441,112.856,78.132,0,1387,1387,2.500,1,613.967,613.842,632.644,630.352,None,None,None,None,None,None,-10921639,613.967,613.943,613.474,614.526,22716.775,0.298,2.000,1.532E-4,0.632
2439,ID4489105,4489105,42,0.445,112.967,78.108,0,1388,1388,2.500,1,613.957,614.519,632.597,631.594,None,None,None,None,None,None,-10921639,613.957,613.937,613.416,614.485,22716.403,0.298,2.000,1.572E-4,0.649
2440,ID4488800,4488800,42,0.440,112.893,78.088,0,1389,1389,2.500,1,613.949,614.832,632.533,631.422,None,None,None,None,None,None,-10921639,613.949,613.937,613.429,614.470,22716.106,0.290,2.000,1.574E-4,0.668
2441,ID4489397,4489397,42,0.433,112.793,78.135,0,1390,1390,2.500,1,613.930,614.598,632.484,633.765,None,None,None,None,None,None,-10921639,613.930,613.896,613.376,614.472,22715.405,0.293,2.000,1.501E-4,0.628
2442,ID4489708,4489708,42,0.442,112.859,78.143,0,1391,1391,2.500,1,613.920,614.935,632.426,636.145,None,None,None,None,None,None,-10921639,613.920,613.877,613.365,614.490,22715.024,0.298,2.000,1.571E-4,0.648
2443,ID4490300,4490300,42,0.449,112.878,78.188,0,1392,1392,2.500,1,613.913,615.285,632.346,635.876,None,None,None,None,None,None,-10921639,613.913,613.867,613.349,614.458,22714.781,0.298,2.000,1.642E-4,0.676
2444,ID4490599,4490599,42,0.455,112.854,78.190,0,1393,1393,2.500,1,613.900,614.857,632.276,637.233,None,None,None,None,None,None,-10921639,613.900,613.850,613.356,614.445,22714.299,0.301,2.000,1.647E-4,0.672
2445,ID4490003,4490003,42,0.461,112.879,78.188,0,1394,1394,2.500,1,613.900,615.977,632.194,637.926,None,None,None,None,None,None,-10921639,613.900,613.850,613.337,614.475,22714.306,0.307,2.000,1.765E-4,0.706
2446,ID4490901,4490901,42,0.459,112.951,78.204,0,1395,1395,2.500,1,613.885,615.347,632.124,638.917,None,None,None,None,None,None,-10921639,613.885,613.852,613.315,614.451,22713.750,0.303,2.000,1.755E-4,0.711
2447,ID4491197,4491197,42,0.458,113.016,78.222,0,1396,1396,2.500,1,613.876,616.359,632.063,641.156,None,None,None,None,None,None,-10921639,613.876,613.834,613.286,614.461,22713.420,0.297,2.000,1.780E-4,0.735
2448,ID4492672,4492672,42,0.463,112.960,78.238,0,1397,1397,2.500,1,613.873,615.808,631.975,640.548,None,None,None,None,None,None,-10921639,613.873,613.824,613.288,614.440,22713.307,0.298,2.000,1.851E-4,0.763
2449,ID4491643,4491643,42,0.465,112.944,78.230,0,1398,1398,2.500,1,613.874,616.776,631.901,640.789,None,None,None,None,None,None,-10921639,613.874,613.825,613.313,614.439,22713.342,0.291,2.000,1.887E-4,0.796
2450,ID4491592,4491592,42,0.471,112.875,78.153,0,1399,1399,2.500,1,613.864,616.693,631.850,641.798,None,None,None,None,None,None,-10921639,613.864,613.834,613.291,614.415,22712.963,0.293,7.509,1.930E-4,0.809
2451,ID4492075,4492075,42,0.469,112.797,78.158,0,1400,1400,2.500,1,613.864,617.245,631.791,643.552,None,None,None,None,None,None,-10921639,613.864,613.843,613.314,614.404,22712.970,0.295,7.510,2.013E-4,0.837
2452,ID4492375,4492375,42,0.471,112.676,78.090,0,1401,1401,2.500,1,613.851,616.254,631.739,643.583,None,None,None,None,None,None,-10921639,613.851,613.834,613.317,614.406,22712.488,0.293,7.506,2.023E-4,0.847
2453,ID4492961,4492961,42,0.480,112.738,78.060,0,1402,1402,2.500,1,613.851,616.414,631.685,645.480,None,None,None,None,None,None,-10921639,613.851,613.852,613.326,614.389,22712.475,0.291,7.514,2.134E-4,0.901
2454,ID4493257,4493257,42,0.486,112.774,78.022,0,1403,1403,2.500,1,613.845,616.612,631.621,646.452,None,None,None,None,None,None,-10921639,613.845,613.834,613.377,614.364,22712.262,0.285,7.523,2.204E-4,0.951
2455,ID4493549,4493549,42,0.487,112.772,78.019,0,1404,1404,2.500,1,613.835,617.277,631.551,646.770,None,None,None,None,None,None,-10921639,613.835,613.840,613.308,614.359,22711.899,0.290,7.523,2.270E-4,0.962
2456,ID4495021,4495021,42,0.486,112.743,77.990,0,1405,1405,2.500,1,613.828,617.183,631.502,646.588,None,None,None,None,None,None,-10921639,613.828,613.835,613.364,614.362,22711.653,0.283,7.522,2.332E-4,1.011
2457,ID4494423,4494423,42,0.488,112.693,78.031,0,1406,1406,2.500,1,613.824,617.382,631.467,647.328,None,None,None,None,None,None,-10921639,613.824,613.834,613.317,614.388,22711.478,0.292,7.521,2.338E-4,0.984
2458,ID4493834,4493834,42,0.493,112.590,78.009,0,1407,1407,2.500,1,613.817,618.362,631.430,648.532,None,None,None,None,None,None,-10921639,613.817,613.826,613.282,614.362,22711.221,0.291,7.512,2.381E-4,1.003
2459,ID4494126,4494126,42,0.495,112.665,77.926,0,1408,1408,2.500,1,613.804,617.770,631.391,648.109,None,None,None,None,None,None,-10921639,613.804,613.803,613.293,614.357,22710.748,0.289,7.512,2.352E-4,0.999
2460,ID4494717,4494717,42,0.490,112.651,77.908,0,1409,1409,2.500,1,613.792,617.995,631.353,647.367,None,None,None,None,None,None,-10921639,613.792,613.793,613.267,614.284,22710.287,0.279,7.514,2.286E-4,1.005
2461,ID4495317,4495317,42,0.479,112.650,77.908,0,1410,1410,2.500,1,613.774,617.400,631.326,648.718,None,None,None,None,None,None,-10921639,613.774,613.771,613.260,614.245,22709.624,0.279,7.514,2.244E-4,0.989
2462,ID4495629,4495629,42,0.477,112.500,77.846,0,1411,1411,2.500,1,613.774,617.992,631.298,647.392,None,None,None,None,None,None,-10921639,613.774,613.767,613.247,614.274,22709.633,0.286,7.513,2.279E-4,0.977
2463,ID4495931,4495931,42,0.468,112.492,77.840,0,1412,1412,2.500,1,613.823,618.389,631.196,647.928,None,None,None,None,None,None,-10921639,613.823,613.838,613.294,614.281,22711.453,0.258,7.486,2.543E-4,1.212
2464,ID4496233,4496233,42,0.463,112.559,77.755,0,1413,1413,2.500,1,613.749,617.912,631.245,649.651,None,None,None,None,None,None,-10921639,613.749,613.755,613.224,614.268,22708.729,0.278,7.525,2.185E-4,0.964
2465,ID4496535,4496535,42,0.465,112.642,77.753,0,1414,1414,2.500,1,613.747,617.037,631.209,648.380,None,None,None,None,None,None,-10921639,613.747,613.771,613.200,614.287,22708.624,0.277,4.440,2.214E-4,0.981
2466,ID4496844,4496844,42,0.465,112.599,77.714,0,1415,1415,2.500,1,613.747,617.416,631.195,646.844,None,None,None,None,None,None,-10921639,613.747,613.763,613.185,614.287,22708.642,0.284,7.539,2.239E-4,0.966
2467,ID4497476,4497476,42,0.468,112.707,77.739,0,1416,1416,2.500,1,613.744,617.300,631.192,647.595,None,None,None,None,None,None,-10921639,613.744,613.761,613.183,614.288,22708.532,0.284,4.437,2.295E-4,0.992
2468,ID4497163,4497163,42,0.470,112.742,77.772,0,1417,1417,2.500,1,613.745,617.267,631.173,646.673,None,None,None,None,None,None,-10921639,613.745,613.775,613.146,614.265,22708.565,0.286,4.447,2.343E-4,1.007
2469,ID4497792,4497792,42,0.466,112.812,77.783,0,1418,1418,2.500,1,613.737,617.197,631.164,644.858,None,None,None,None,None,None,-10921639,613.737,613.770,613.150,614.265,22708.276,0.284,4.447,2.309E-4,0.999
2470,ID4498111,4498111,42,0.474,112.776,77.780,0,1419,1419,2.500,1,613.733,617.390,631.170,644.477,None,None,None,None,None,None,-10921639,613.733,613.762,613.146,614.250,22708.114,0.280,7.543,2.355E-4,1.032
2471,ID4498759,4498759,42,0.481,112.676,77.740,0,1420,1420,2.500,1,613.722,617.655,631.181,644.665,None,None,None,None,None,None,-10921639,613.722,613.743,613.138,614.231,22707.696,0.284,7.533,2.325E-4,1.004
2472,ID4498441,4498441,42,0.477,112.599,77.718,0,1421,1421,2.500,1,613.713,616.476,631.183,644.515,None,None,None,None,None,None,-10921639,613.713,613.733,613.161,614.195,22707.365,0.279,7.529,2.261E-4,0.994
2473,ID4499081,4499081,42,0.480,112.532,77.683,0,1422,1422,2.500,1,613.705,616.772,631.187,643.581,None,None,None,None,None,None,-10921639,613.705,613.729,613.114,614.170,22707.091,0.285,7.524,2.217E-4,0.953
2474,ID4500016,4500016,42,0.484,112.533,77.590,0,1423,1423,2.500,1,613.705,616.512,631.191,642.520,None,None,None,None,None,None,-10921639,613.705,613.733,613.144,614.136,22707.094,0.276,7.522,2.291E-4,1.019
2475,ID4499484,4499484,42,0.480,112.449,77.543,0,1424,1424,2.500,1,613.746,616.600,631.155,643.325,None,None,None,None,None,None,-10921639,613.746,613.742,613.246,614.139,22708.615,0.237,8.903,2.499E-4,1.292
2476,ID4499531,4499531,42,0.475,112.427,77.567,0,1425,1425,2.500,1,613.736,615.680,631.137,642.224,None,None,None,None,None,None,-10921639,613.736,613.734,613.221,614.121,22708.226,0.235,8.885,2.469E-4,1.287
2477,ID4500330,4500330,42,0.464,112.401,77.522,0,1426,1426,2.500,1,613.737,615.358,631.125,640.978,None,None,None,None,None,None,-10921639,613.737,613.740,613.221,614.123,22708.283,0.230,8.901,2.461E-4,1.313
2478,ID4500650,4500650,42,0.462,112.302,77.662,0,1427,1427,2.500,1,613.736,615.168,631.129,638.846,None,None,None,None,None,None,-10921639,613.736,613.741,613.211,614.117,22708.245,0.229,8.916,2.476E-4,1.324
2479,ID4501071,4501071,42,0.459,112.375,77.745,0,1428,1428,2.500,1,613.730,614.997,631.136,640.048,None,None,None,None,None,None,-10921639,613.730,613.728,613.200,614.096,22707.992,0.230,8.871,2.441E-4,1.304
2480,ID4501585,4501585,42,0.453,112.567,77.918,0,1429,1429,2.500,1,613.677,615.386,631.134,637.121,None,None,None,None,None,None,-10921639,613.677,613.713,613.113,614.125,22706.055,0.258,7.518,2.157E-4,1.027
2481,ID4501112,4501112,42,0.451,112.505,77.916,0,1430,1430,2.500,1,613.668,615.220,631.157,638.107,None,None,None,None,None,None,-10921639,613.668,613.698,613.066,614.129,22705.719,0.268,7.515,2.092E-4,0.958
2482,ID4502545,4502545,42,0.445,112.510,77.944,0,1431,1431,2.500,1,613.656,614.342,631.152,636.485,None,None,None,None,None,None,-10921639,613.656,613.689,613.017,614.088,22705.267,0.268,7.522,2.018E-4,0.924
2483,ID4501903,4501903,42,0.442,112.577,77.936,0,1432,1432,2.500,1,613.647,614.295,631.147,636.024,None,None,None,None,None,None,-10921639,613.647,613.668,613.050,614.074,22704.947,0.261,7.521,2.011E-4,0.946
2484,ID4502227,4502227,42,0.430,112.282,77.627,0,1433,1433,2.500,1,613.704,614.145,631.137,635.844,None,None,None,None,None,None,-10921639,613.704,613.710,613.174,614.094,22707.056,0.221,6.391,2.198E-4,1.221
2485,ID4502868,4502868,42,0.432,112.308,77.723,0,1434,1434,2.500,1,613.696,613.836,631.129,633.297,None,None,None,None,None,None,-10921639,613.696,613.711,613.169,614.082,22706.754,0.221,6.394,2.125E-4,1.180
2486,ID4503193,4503193,42,0.431,112.447,77.767,0,1435,1435,2.500,1,613.694,613.934,631.135,634.135,None,None,None,None,None,None,-10921639,613.694,613.703,613.119,614.097,22706.665,0.227,8.826,2.132E-4,1.151
2487,ID4503506,4503506,42,0.430,112.688,77.903,0,1436,1436,2.500,1,613.637,612.993,631.128,631.870,None,None,None,None,None,None,-10921639,613.637,613.674,613.058,614.040,22704.578,0.259,7.519,1.924E-4,0.911
2488,ID4504148,4504148,42,0.434,112.778,77.992,0,1437,1437,2.500,1,613.639,612.841,631.141,632.930,None,None,None,None,None,None,-10921639,613.639,613.678,613.091,614.048,22704.630,0.259,7.514,1.960E-4,0.929
2489,ID4503825,4503825,42,0.431,112.658,77.902,0,1438,1438,2.500,1,613.642,613.329,631.122,631.628,None,None,None,None,None,None,-10921639,613.642,613.674,613.120,614.040,22704.760,0.249,7.509,1.936E-4,0.953
2490,ID4504467,4504467,42,0.436,112.553,77.879,0,1439,1439,2.500,1,613.639,612.805,631.125,631.153,None,None,None,None,None,None,-10921639,613.639,613.663,613.129,614.066,22704.641,0.254,7.504,1.991E-4,0.961
2491,ID4504808,4504808,42,0.435,112.439,77.767,0,1440,1440,2.500,1,613.700,612.993,631.128,630.337,None,None,None,None,None,None,-10921639,613.700,613.720,613.216,614.138,22706.916,0.218,8.861,2.281E-4,1.287
2492,ID4505432,4505432,42,0.434,112.381,77.930,0,1441,1441,2.500,1,613.697,612.404,631.120,628.870,None,None,None,None,None,None,-10921639,613.697,613.733,613.192,614.157,22706.789,0.221,6.385,2.244E-4,1.247
2493,ID4505038,4505038,42,0.432,112.314,77.856,0,1442,1442,2.500,1,613.694,612.534,631.118,627.883,None,None,None,None,None,None,-10921639,613.694,613.721,613.206,614.187,22706.661,0.219,8.869,2.254E-4,1.261
2494,ID4506064,4506064,42,0.439,112.234,77.928,0,1443,1443,2.500,1,613.693,612.361,631.111,626.858,None,None,None,None,None,None,-10921639,613.693,613.699,613.170,614.203,22706.644,0.225,8.871,2.306E-4,1.259
2495,ID4505746,4505746,42,0.447,111.900,77.730,0,1444,1444,2.500,1,613.691,611.649,631.105,627.025,None,None,None,None,None,None,-10921639,613.691,613.687,613.171,614.164,22706.552,0.228,8.862,2.374E-4,1.278
2496,ID4507012,4507012,42,0.450,111.946,77.758,0,1445,1445,2.500,1,613.692,611.701,631.092,625.917,None,None,None,None,None,None,-10921639,613.692,613.713,613.156,614.145,22706.606,0.225,8.892,2.422E-4,1.322
2497,ID4506378,4506378,42,0.455,111.834,77.673,0,1446,1446,2.500,1,613.694,611.199,631.081,625.096,None,None,None,None,None,None,-10921639,613.694,613.727,613.179,614.197,22706.662,0.233,8.886,2.473E-4,1.302
2498,ID4506700,4506700,42,0.459,111.859,77.752,0,1447,1447,2.500,1,613.703,613.036,631.075,626.226,None,None,None,None,None,None,-10921639,613.703,613.734,613.180,614.182,22707.012,0.236,8.892,2.537E-4,1.317
2499,ID4507646,4507646,42,0.451,111.296,76.942,0,1448,1448,2.500,1,613.640,611.802,631.223,624.063,None,None,None,None,None,None,-10921639,613.640,613.678,613.170,614.104,22704.692,0.249,8.429,2.540E-4,1.254
2500,ID4507327,4507327,42,0.454,111.393,77.213,0,1449,1449,2.500,1,613.640,611.835,631.211,624.353,None,None,None,None,None,None,-10921639,613.640,613.677,613.156,614.090,22704.683,0.250,6.192,2.556E-4,1.257
2501,ID4507971,4507971,42,0.459,111.411,77.405,0,1450,1450,2.500,1,613.636,611.438,631.185,623.116,None,None,None,None,None,None,-10921639,613.636,613.676,613.197,614.084,22704.544,0.248,6.198,2.578E-4,1.275
2502,ID4508300,4508300,42,0.461,111.631,77.785,0,1451,1451,2.500,1,613.679,611.520,631.006,623.238,None,None,None,None,None,None,-10921639,613.679,613.719,613.171,614.152,22706.126,0.248,6.400,2.535E-4,1.252
2503,ID4509257,4509257,42,0.460,111.237,77.264,0,1452,1452,2.500,1,613.624,612.049,631.164,622.567,None,None,None,None,None,None,-10921639,613.624,613.687,613.128,614.070,22704.098,0.253,6.203,2.573E-4,1.247
2504,ID4508615,4508615,42,0.458,111.123,77.110,0,1453,1453,2.500,1,613.606,610.336,631.155,621.407,None,None,None,None,None,None,-10921639,613.606,613.649,613.105,614.032,22703.416,0.257,4.405,2.434E-4,1.163
2505,ID4508938,4508938,42,0.466,111.012,77.011,0,1454,1454,2.500,1,613.609,611.609,631.152,621.224,None,None,None,None,None,None,-10921639,613.609,613.643,613.100,614.015,22703.529,0.254,6.230,2.496E-4,1.206
