Filename,190301_ALB_P2R2G_homo_water.clklb,,,,,,,,,,,,,,,,,,,,,,,,
Start Day,1  01-03-19,,,,,,,,,,,,,,,,,,,,,,,,
End Day,24  24-03-19,,,,,,,,,,,,,,,,,,,,,,,,
Start Hr,0,,,,,,,,,,,,,,,,,,,,,,,,
Tau,24,,,,,,,,,,,,,,,,,,,,,,,,
Bin (mn),1,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
Min / Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
149,NaN,65,81,76,37,70,137,115,117,11,54,6,0,73,47,0,117,99,15,13,22,5,41,8,9
150,NaN,6,19,66,121,49,44,73,72,9,83,2,21,30,84,47,66,42,4,39,30,0,128,13,41
151,NaN,14,27,17,85,135,42,72,59,84,56,63,0,4,27,75,91,50,3,69,119,4,58,19,96
152,NaN,5,40,48,67,89,133,62,71,79,15,6,0,33,122,29,43,30,1,34,79,0,86,53,58
153,NaN,38,17,54,71,87,93,37,23,95,36,1,15,0,75,103,17,25,44,12,80,0,77,39,61
154,NaN,41,101,5,36,97,94,91,106,34,3,1,24,96,87,71,12,30,4,0,12,0,35,39,55
155,NaN,45,69,0,97,51,79,64,82,49,3,0,23,100,87,79,46,6,3,18,0,0,143,23,23
156,NaN,29,17,0,75,143,45,46,78,13,24,5,45,68,39,72,70,61,16,2,2,0,83,9,2
157,NaN,97,20,25,77,97,120,47,82,8,24,0,7,84,124,20,97,45,52,2,4,49,40,2,0
158,NaN,65,8,41,79,97,96,23,39,14,76,0,3,38,79,53,46,32,26,65,5,65,72,31,10
159,NaN,74,18,55,35,79,89,99,128,0,79,0,22,126,65,32,103,61,19,9,0,64,40,6,10
160,NaN,58,3,80,57,53,48,77,73,26,76,0,4,38,63,16,66,33,54,7,0,29,81,8,7
161,NaN,24,6,37,9,140,37,87,78,4,22,8,2,48,28,35,77,20,7,2,0,77,81,10,53
162,NaN,65,8,108,4,96,71,89,74,20,4,19,7,44,105,19,70,19,15,28,0,82,70,2,94
163,NaN,17,5,62,7,93,26,50,34,17,24,25,0,14,70,100,43,10,8,0,30,99,95,18,52
164,NaN,12,85,79,0,65,41,109,63,23,20,18,6,30,87,69,94,11,0,8,50,96,33,4,46
165,NaN,24,5,85,8,38,31,78,59,3,2,0,5,9,83,53,58,7,10,12,15,14,25,53,69
166,NaN,6,6,39,0,126,4,69,37,0,0,1,82,0,38,70,0,5,7,3,69,33,14,86,26
167,NaN,23,0,105,18,85,113,74,117,35,2,6,62,0,84,38,54,24,47,10,6,87,15,48,99
168,NaN,10,4,71,60,87,24,45,67,36,53,0,20,0,91,110,39,45,22,0,8,70,15,19,100
169,NaN,23,19,77,34,77,17,113,35,23,43,1,73,45,68,74,60,46,5,0,0,56,52,41,27
170,NaN,10,57,74,83,45,3,68,77,65,47,10,87,26,75,80,50,38,9,15,0,16,11,89,85
171,NaN,0,27,38,7,132,34,0,37,61,59,42,82,10,24,55,50,5,9,18,0,55,15,88,13
172,NaN,10,76,68,0,91,56,128,63,70,40,28,62,0,48,25,113,16,21,3,0,72,20,50,9
173,NaN,7,50,66,1,74,78,99,44,81,97,14,37,0,8,22,83,6,45,3,0,81,5,106,25
174,NaN,11,35,52,2,86,82,70,45,34,65,4,86,12,27,0,96,15,29,3,9,87,61,84,1
175,NaN,7,1,67,2,48,23,76,50,98,72,3,53,4,32,6,80,73,12,4,0,56,4,99,10
176,NaN,0,2,21,2,135,27,25,27,82,72,4,52,0,13,23,42,11,17,16,0,138,13,90,43
177,NaN,45,4,98,1,79,99,104,118,55,44,0,80,14,46,6,146,37,11,4,0,67,0,49,68
178,NaN,3,4,83,6,102,73,40,52,93,83,4,23,6,44,10,83,7,19,1,0,55,0,126,28
179,NaN,4,26,69,4,76,26,70,76,28,89,8,143,28,0,7,69,0,4,22,5,74,3,76,44
180,NaN,2,63,87,0,37,13,46,66,28,30,0,93,0,14,8,80,24,9,8,24,26,2,54,130
181,NaN,0,30,27,11,87,2,25,16,64,96,8,91,0,3,0,44,4,55,0,60,120,0,28,84
182,NaN,0,58,108,0,64,113,86,44,0,47,0,91,8,67,0,106,49,79,0,85,86,0,26,0
183,NaN,11,10,62,0,97,101,28,20,101,6,0,9,17,2,6,70,39,83,4,39,0,50,129,50
184,NaN,2,4,66,0,85,91,98,4,36,47,4,84,14,5,0,83,34,44,2,64,125,95,99,0
185,NaN,0,2,57,2,39,89,84,12,10,8,2,73,2,45,3,82,21,140,9,9,87,88,91,49
186,NaN,1,0,34,0,131,50,23,3,2,8,2,32,8,0,57,42,8,74,14,5,74,72,83,9
187,NaN,0,0,120,4,79,126,78,19,5,37,11,136,46,10,35,112,43,92,2,3,69,26,42,0
188,NaN,15,8,79,1,88,92,70,0,0,54,0,85,8,9,7,63,51,99,20,0,35,101,124,4
189,NaN,8,2,83,1,78,92,83,2,0,91,3,77,0,20,8,77,35,18,8,1,130,55,91,15
190,NaN,8,1,34,0,41,44,94,41,0,43,0,80,3,22,2,81,17,87,18,2,98,17,83,50
191,NaN,8,2,45,3,118,32,31,40,34,146,0,39,20,26,9,43,0,21,0,5,82,47,89,10
192,NaN,13,2,17,0,74,87,108,125,9,88,11,81,48,17,21,96,39,6,0,4,104,38,40,5
193,NaN,51,11,17,9,0,86,82,71,13,54,4,39,0,17,18,20,14,6,21,12,52,81,102,11
194,NaN,21,2,0,11,120,37,93,16,3,31,2,31,4,25,19,23,21,1,9,30,93,45,97,10
195,NaN,65,2,67,2,89,99,79,10,4,5,4,32,45,36,14,11,29,11,10,87,77,46,81,2
196,NaN,45,0,39,4,95,89,37,23,5,79,21,31,22,27,2,16,15,33,10,69,93,81,80,15
197,NaN,7,2,50,0,94,54,130,19,6,10,6,71,111,17,0,2,20,9,6,6,62,50,39,25
198,NaN,0,0,76,6,48,79,89,5,8,6,0,81,30,7,5,14,43,22,5,0,37,125,73,24
199,NaN,0,0,44,2,116,51,69,15,0,20,5,75,21,21,0,33,0,2,33,31,133,99,74,8
200,NaN,3,0,96,6,57,91,79,9,5,8,2,80,21,14,0,15,6,3,11,64,75,91,89,17
201,NaN,3,0,28,23,61,85,34,2,1,93,8,30,19,27,5,15,0,11,0,65,89,92,81,92
202,NaN,2,12,4,3,57,73,69,2,9,85,6,94,37,19,9,6,27,27,0,23,83,39,26,30
203,NaN,4,1,2,27,46,76,80,7,4,33,0,30,32,6,4,31,8,104,26,3,32,108,86,125
204,NaN,18,0,17,10,117,44,47,2,4,14,4,17,58,1,0,7,19,25,7,48,136,60,74,76
205,NaN,87,0,2,63,99,141,114,14,6,6,3,21,69,36,0,27,28,3,24,61,52,88,0,103
206,NaN,63,2,10,50,78,85,85,2,35,28,15,40,40,28,6,6,2,4,2,15,76,35,81,90
207,NaN,22,4,5,11,102,86,68,0,4,42,1,119,96,14,0,67,26,10,2,29,74,20,86,18
208,NaN,3,1,39,40,50,47,76,38,10,37,17,57,6,28,1,55,19,8,45,11,47,56,25,18
209,NaN,2,0,20,29,109,39,27,3,0,19,78,74,74,1,8,36,0,5,3,5,144,78,30,21
210,NaN,1,0,57,85,82,125,120,20,10,2,80,88,105,22,2,99,14,18,10,6,89,81,40,15
211,NaN,9,0,39,51,85,55,82,2,0,42,86,30,39,43,108,11,15,42,5,2,87,95,89,3
212,NaN,6,6,35,5,74,96,78,5,2,32,52,115,106,92,69,3,0,9,8,74,59,47,85,22
213,NaN,4,0,46,4,54,87,83,3,12,22,18,88,77,84,71,20,17,10,2,70,47,106,58,120
214,NaN,2,0,16,0,120,37,43,1,18,59,42,70,49,39,31,15,7,10,2,79,118,21,60,94
215,NaN,14,0,14,2,84,84,92,3,5,41,89,72,80,62,7,17,11,15,0,13,66,16,2,90
216,NaN,2,3,2,0,82,53,57,85,8,39,82,18,48,4,4,12,21,51,26,23,74,146,104,85
217,NaN,0,0,0,1,69,44,55,71,0,3,96,4,77,8,3,3,22,11,31,77,71,93,109,51
218,NaN,0,3,6,3,30,83,68,60,11,9,37,3,16,14,2,42,26,71,29,73,33,85,53,133
219,NaN,0,0,0,0,103,44,47,25,9,9,97,0,0,6,5,36,6,73,7,41,129,78,72,59
