TimesH,Frame,80,88,89,106,111,115,117,132,134,135,136,143,160,165,190,203,211,217,223,233,234,236,245,251,256,263,273,278,279,287,294,299,315,316,326,436,578,827,1023
181.75,727.0,609.3240000000001,609.8919999999999,609.243,611.595,613.081,611.811,610.3240000000001,609.486,610.0269999999999,613.703,610.6759999999999,614.6759999999999,613.5409999999999,613.649,612.405,611.351,617.4590000000001,613.595,618.432,621.0269999999999,611.4590000000001,614.297,614.189,616.9730000000001,617.054,613.595,619.432,618.486,614.784,618.3240000000001,615.081,616.378,610.703,617.4590000000001,616.1619999999999,,,,
182.0,728.0,608.946,610.1619999999999,610.243,612.946,612.757,612.946,611.5409999999999,610.189,611.243,615.784,610.703,616.378,614.27,615.9730000000001,614.243,613.0269999999999,622.514,617.784,623.9730000000001,625.622,615.649,618.1619999999999,616.405,620.1619999999999,621.135,615.378,621.378,621.054,619.703,625.297,618.784,619.189,613.946,621.486,617.946,,,,
182.25,729.0,609.4590000000001,609.946,608.6759999999999,612.405,613.811,612.784,612.243,609.946,611.3240000000001,615.378,611.622,616.216,614.378,616.784,614.6759999999999,613.784,623.27,616.8919999999999,623.3240000000001,626.8380000000001,617.0269999999999,618.486,617.189,623.378,623.6759999999999,616.865,622.0269999999999,621.0,621.0269999999999,626.378,620.811,619.865,613.1080000000001,622.811,618.784,,,,
182.5,730.0,609.703,609.811,609.0,613.0,613.378,612.243,611.4590000000001,610.622,610.649,616.73,611.9730000000001,617.865,614.8919999999999,616.432,615.0,614.622,624.1619999999999,617.351,625.378,628.243,617.27,618.703,617.8919999999999,623.135,624.216,616.8919999999999,621.9730000000001,622.27,620.8919999999999,627.5409999999999,621.703,620.405,613.432,622.73,618.514,,,,
182.75,731.0,609.081,610.5409999999999,609.297,612.8380000000001,613.297,613.135,612.1080000000001,610.351,611.8919999999999,616.784,611.1080000000001,618.0,615.6759999999999,619.1619999999999,614.946,614.568,625.649,619.432,624.378,629.216,617.568,620.0,617.595,624.703,625.3240000000001,617.27,624.054,623.649,622.135,629.1080000000001,621.514,622.703,613.432,623.811,620.243,,,,
183.0,732.0,609.73,610.73,610.081,614.243,613.8919999999999,613.73,612.568,611.432,612.703,617.703,612.189,619.946,616.351,621.216,615.081,615.3240000000001,628.73,621.189,627.432,632.919,617.189,621.216,618.432,626.486,626.595,617.297,624.8380000000001,625.27,624.054,630.919,623.378,623.378,614.514,626.1080000000001,623.9730000000001,,,,
183.25,733.0,609.703,611.6759999999999,610.4590000000001,614.946,615.189,615.3240000000001,613.8380000000001,611.405,613.351,619.946,613.514,622.081,617.595,623.946,617.6759999999999,616.568,632.378,625.757,631.622,636.8380000000001,618.5409999999999,625.1080000000001,619.216,629.1619999999999,629.432,619.135,628.3240000000001,628.757,627.054,633.595,625.3240000000001,628.27,616.432,630.351,625.5409999999999,,,,
183.5,734.0,611.297,611.811,610.649,616.757,616.811,616.568,615.3240000000001,611.811,614.8380000000001,621.649,613.297,624.0,619.081,629.351,619.1080000000001,617.622,636.4590000000001,628.27,634.865,641.0,620.297,628.3240000000001,620.054,634.081,633.9730000000001,621.811,632.8380000000001,632.919,629.6759999999999,640.919,629.6759999999999,631.622,618.568,632.73,629.297,,,,
183.75,735.0,611.9730000000001,613.622,612.1080000000001,617.189,618.1080000000001,617.4590000000001,616.811,613.378,614.8919999999999,624.595,615.9730000000001,626.054,620.351,633.568,619.8380000000001,619.865,642.8380000000001,631.0269999999999,640.1619999999999,644.919,622.297,633.189,621.919,637.514,638.1619999999999,623.622,637.1080000000001,638.3240000000001,633.9730000000001,646.054,632.9730000000001,636.622,620.135,638.0,633.4590000000001,630.432,,,
184.0,736.0,612.351,613.757,612.27,618.0,618.703,620.081,617.432,613.622,616.351,627.216,616.703,628.919,623.27,637.649,622.811,622.135,648.297,634.703,644.3240000000001,652.216,625.405,636.784,622.0269999999999,641.595,642.297,626.5409999999999,640.1080000000001,642.865,637.649,652.919,636.946,641.5409999999999,622.486,643.1080000000001,636.486,634.73,,,
184.25,737.0,613.0269999999999,614.946,612.27,620.595,618.649,620.8919999999999,619.8919999999999,613.8919999999999,618.514,628.3240000000001,618.703,631.784,625.351,642.514,623.703,623.0,655.919,639.865,648.946,657.378,626.486,641.243,624.216,648.378,647.378,628.0269999999999,643.486,645.703,641.4590000000001,656.216,640.351,645.622,625.054,646.784,642.081,637.649,,,
184.5,738.0,612.703,615.784,613.486,620.622,620.243,621.405,620.0,616.3240000000001,619.189,631.595,619.054,635.054,627.1080000000001,646.514,625.8919999999999,625.189,659.054,642.351,652.784,662.297,628.865,646.3240000000001,625.865,652.919,651.757,631.5409999999999,647.1619999999999,650.189,646.946,662.568,644.649,649.514,628.784,650.378,645.1619999999999,642.946,,,
184.75,739.0,615.0,616.297,614.73,622.0,621.432,622.8380000000001,622.081,616.9730000000001,620.135,631.486,621.514,635.595,628.919,650.405,627.351,627.6759999999999,663.784,646.378,658.324,666.135,631.3240000000001,649.486,627.5409999999999,655.8919999999999,656.757,633.378,648.946,652.622,652.3240000000001,667.081,648.703,653.243,630.9730000000001,654.486,649.757,644.703,,,
185.0,740.0,615.595,616.514,615.243,623.297,620.8380000000001,623.784,623.054,617.405,621.757,634.135,623.054,635.703,628.784,653.189,629.243,628.865,667.216,649.0,659.73,669.459,632.703,653.622,629.1080000000001,661.243,660.216,636.946,652.135,654.27,656.1080000000001,670.595,651.919,657.054,632.73,658.919,651.784,646.378,,,
185.25,741.0,616.514,617.784,614.919,623.9730000000001,620.649,625.135,624.0269999999999,617.9730000000001,622.27,634.189,622.73,638.297,630.757,655.811,630.5409999999999,629.486,671.784,649.9730000000001,663.189,672.243,636.6759999999999,657.054,629.5409999999999,665.378,664.5139999999999,638.1080000000001,652.8919999999999,657.595,658.946,674.432,654.865,659.8380000000001,634.1619999999999,661.8380000000001,652.5409999999999,648.919,,,
185.5,742.0,616.595,617.514,616.189,624.514,621.6759999999999,625.595,623.784,617.784,621.405,636.081,623.811,639.9730000000001,631.135,658.946,631.432,631.649,675.73,651.568,668.135,674.919,637.514,659.8380000000001,630.351,666.8380000000001,666.73,639.405,653.0,660.27,660.595,678.243,658.189,662.216,635.595,663.622,654.378,649.568,,,
185.75,743.0,615.6759999999999,616.811,615.8380000000001,625.1080000000001,622.189,624.919,624.919,618.6759999999999,622.6759999999999,636.9730000000001,624.216,640.054,632.3240000000001,659.73,631.649,633.1080000000001,676.622,653.432,669.1619999999999,676.919,640.27,660.676,630.865,671.1619999999999,670.595,641.486,656.378,659.6489999999999,662.676,682.459,660.243,663.6489999999999,637.1080000000001,665.0269999999999,654.946,651.919,,,
186.0,744.0,616.649,618.946,615.486,624.946,621.378,625.378,624.27,619.0269999999999,623.135,637.405,626.216,641.514,632.5409999999999,661.919,632.946,633.081,679.6489999999999,652.0,670.0269999999999,679.865,640.811,663.081,631.5409999999999,672.27,670.865,641.514,655.757,662.541,665.189,683.5139999999999,661.27,664.9730000000001,636.9730000000001,664.4860000000001,656.135,651.432,,,
