TimesH,Frame,26,53,75,95,102,108,135,137,141,142,176,183,184,186,194,201,209,216,229,237,252,265,266,283,291,294,301,304,315,351,356,377,382,385,394,397,403,406,413,414,420,430,439,481,485,488,745,823,1003,1109,1110
181.75,727.0,611.9730000000001,613.1619999999999,615.784,617.054,618.5409999999999,619.297,614.189,613.405,623.73,621.8919999999999,626.405,626.1080000000001,631.405,628.4590000000001,633.757,615.243,613.27,623.8919999999999,624.595,629.514,620.514,618.4590000000001,631.73,614.405,,621.811,617.405,612.3240000000001,626.189,617.1080000000001,615.514,612.865,621.27,614.0269999999999,614.1619999999999,614.0,613.1619999999999,624.784,623.9730000000001,616.081,611.946,616.865,620.081,614.378,611.378,613.4590000000001,,,,,
182.0,728.0,612.6759999999999,614.081,616.568,620.595,619.9730000000001,621.784,616.568,615.1619999999999,627.514,625.784,632.378,630.865,636.243,632.811,638.703,618.4590000000001,614.649,629.757,629.0269999999999,636.8919999999999,625.351,622.784,637.432,618.3240000000001,,626.432,623.8919999999999,614.432,633.1080000000001,620.6759999999999,618.919,616.054,626.351,617.0,618.378,618.568,615.9730000000001,627.0269999999999,626.1619999999999,620.054,616.081,618.595,621.243,615.9730000000001,615.243,616.784,,,,,
182.25,729.0,612.811,615.216,619.0269999999999,621.649,621.0269999999999,622.8919999999999,617.1080000000001,615.919,627.784,627.649,634.703,631.703,639.946,634.8380000000001,642.4590000000001,619.297,616.0,631.054,631.946,638.568,627.3240000000001,624.946,638.703,620.297,638.1080000000001,630.6759999999999,625.5409999999999,615.135,635.811,624.4590000000001,619.6759999999999,618.378,628.243,617.919,619.3240000000001,619.784,617.8919999999999,628.1080000000001,625.649,620.568,618.243,619.297,621.5409999999999,616.378,616.514,616.8919999999999,,,,,
182.5,730.0,612.757,614.811,619.73,623.649,621.622,624.73,618.4590000000001,615.8919999999999,631.081,629.135,635.297,635.757,641.622,637.0269999999999,645.486,620.351,616.757,632.5409999999999,634.622,639.73,628.081,625.216,641.0,621.216,639.595,631.9730000000001,626.135,615.514,635.865,625.4590000000001,620.595,619.297,630.054,618.649,620.27,620.432,617.757,628.243,626.6759999999999,621.784,618.081,620.405,621.351,615.919,615.946,616.703,,,,,
182.75,731.0,613.919,615.865,619.8919999999999,624.216,622.784,626.135,619.216,616.703,632.351,630.3240000000001,637.189,632.649,644.189,637.811,649.216,621.595,616.784,634.1080000000001,636.514,,631.595,628.1080000000001,642.9730000000001,620.703,641.486,633.378,629.27,615.6759999999999,638.514,626.73,622.081,619.811,631.081,619.919,620.216,622.432,619.054,630.919,627.27,623.811,618.649,620.946,622.432,616.405,617.8919999999999,617.0269999999999,,,,,
183.0,732.0,614.595,616.216,621.432,626.6759999999999,624.1080000000001,628.622,620.8919999999999,618.243,635.757,631.8919999999999,641.297,639.8380000000001,646.865,641.1619999999999,652.378,622.757,618.811,636.703,640.8380000000001,646.622,634.8919999999999,628.811,648.378,621.649,645.946,636.297,630.865,617.0269999999999,642.649,629.054,623.919,621.568,635.135,621.649,623.3240000000001,623.5409999999999,618.8919999999999,633.4590000000001,631.4590000000001,626.9730000000001,620.6759999999999,620.8380000000001,623.919,617.919,619.0269999999999,620.0269999999999,,,,,
183.25,733.0,615.1080000000001,618.27,622.595,628.946,624.8380000000001,631.216,622.378,618.405,636.9730000000001,634.595,645.135,643.378,652.8919999999999,646.243,658.6489999999999,625.8380000000001,620.189,641.3240000000001,644.081,651.243,640.405,632.649,652.432,624.1080000000001,651.703,641.649,633.486,619.27,648.595,633.405,627.811,622.5409999999999,640.514,622.703,625.4590000000001,626.189,621.081,636.703,633.919,630.6759999999999,623.216,623.5409999999999,625.784,619.73,619.595,620.595,,,,,
183.5,734.0,615.703,618.568,625.486,630.811,627.054,631.595,624.054,620.351,640.622,635.6759999999999,648.243,646.73,657.784,649.919,664.0269999999999,628.0269999999999,622.514,645.919,649.27,656.865,644.1619999999999,636.405,658.676,626.8380000000001,655.432,647.6759999999999,638.8380000000001,619.6759999999999,655.568,637.1619999999999,632.1619999999999,625.243,643.9730000000001,625.595,630.216,630.865,622.865,640.946,637.216,633.514,627.0269999999999,625.8919999999999,627.8919999999999,620.486,622.27,624.514,,,,,
183.75,735.0,616.054,620.1080000000001,625.757,632.622,627.8919999999999,634.081,625.189,622.297,642.405,638.1080000000001,651.1080000000001,652.3240000000001,661.459,654.0269999999999,669.946,631.189,625.1619999999999,650.649,655.243,662.1619999999999,650.0,640.486,664.1619999999999,629.243,661.541,652.216,641.6759999999999,621.703,659.9730000000001,641.622,635.3240000000001,628.1619999999999,649.054,627.595,633.351,634.189,624.568,644.1619999999999,641.432,639.081,631.622,626.568,630.351,623.0,624.811,626.378,,,,,
184.0,736.0,617.27,620.405,627.622,635.3240000000001,629.432,637.0269999999999,627.73,624.622,646.0269999999999,640.514,654.6759999999999,654.1619999999999,666.459,657.568,672.135,632.946,626.1619999999999,651.757,659.676,667.595,651.1080000000001,642.054,667.784,630.8380000000001,664.216,656.054,645.0,624.135,665.189,646.054,638.432,630.378,655.1619999999999,631.216,636.486,637.649,628.243,648.405,645.135,642.3240000000001,635.378,628.73,634.514,624.081,626.5409999999999,628.622,,,,,
