TimesH,Frame,NoMissing,3,3,8,8,11,11,14,14,35,35,36,36,37,37,38,38,55,55,69,69,75,75,79,79,83,83,86,86,103,103,121,121,135,135,157,157,162,162,167,167,187,187,204,204,212,212,215,215,219,219,222,222,227,227,230,230,243,243,247,247,248,248,251,251,273,273,276,276,277,277,278,278,279,279,281,281,302,302,304,304,324,324,327,327,333,333,336,336,337,337,342,342,343,343,347,347,348,348,349,349,355,355,360,360,362,362,371,371,376,376,393,393,394,394,398,398,401,401,408,408,409,409,411,411,418,418,419,419,428,428,438,438,455,455,459,459,476,476,480,480,489,489,503,503,509,509,511,511,518,518,532,532,541,541,547,547,550,550,554,554,556,556,557,557,564,564,653,653,689,689,737,737,777,777,780,780,806,806,817,817,898,898,908,908,910,910,933,933,1078,1078,1130,1130,1149,1149,1156,1156,1172,1172,1282,1282,1331,1331
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
49.25,197.0,,130.319,110.052,38.108000000000004,113.84899999999999,283.422,186.542,112.07600000000001,113.32700000000001,87.367,188.774,267.849,115.928,149.224,187.197,310.209,117.023,320.32099999999997,119.912,94.24799999999999,121.00299999999999,285.699,121.155,327.012,125.699,138.924,120.915,151.369,121.025,241.845,128.921,310.529,129.667,332.356,132.214,231.571,133.08700000000002,76.192,136.966,46.526,137.377,95.288,139.161,67.092,143.267,13.708,143.05700000000002,271.998,142.898,267.908,14.048,242.726,15.193,105.04799999999999,143.91,61.235,148.53,47.622,148.578,128.842,25.066999999999997,220.62400000000002,143.012,244.963,25.254,79.396,153.826,236.995,150.99,252.49099999999999,35.915,102.56200000000001,37.769,330.37300000000005,153.303,241.234,36.464,227.43200000000002,155.274,286.512,151.621,250.981,51.251999999999995,246.27900000000002,154.341,107.931,55.582,132.102,155.929,94.02,57.205,216.22,155.392,279.874,59.125,247.382,57.113,336.36300000000006,158.18,293.848,61.446999999999996,98.354,64.013,72.558,64.048,52.773,160.464,285.473,158.9,232.28400000000002,156.881,274.847,71.98899999999999,257.219,159.651,112.854,72.99600000000001,114.609,162.505,296.933,160.46200000000002,96.999,77.502,290.405,78.973,315.64099999999996,165.898,324.203,163.20600000000002,275.79200000000003,81.311,254.898,81.541,218.107,86.335,226.4,84.486,335.27,170.85299999999998,119.639,93.77,247.958,93.119,232.12099999999998,103.9,82.205,174.525,79.032,100.529,259.654,96.10799999999999,136.588,181.47099999999998,292.001,179.878,42.6,180.204,152.504,175.53099999999998,250.171,179.11900000000003,262.465,178.611,102.055,106.71700000000001,68.705,181.687,97.295,169.50099999999998,158.334,134.92600000000002,106.491,125.48200000000001,256.805,133.643,146.278,148.662,261.868,108.81299999999999,249.485,100.57700000000001,134.702,163.124,309.254,100.17,252.243,148.308,72.028,164.283,263.327,60.277,129.89,189.37400000000002,319.543,154.028,284.0,87.0,253.832,173.227,273.131,108.569,275.914,120.57
49.5,198.0,,130.303,110.06299999999999,38.09,113.82700000000001,283.45,186.521,112.585,113.62899999999999,87.35600000000001,188.72299999999998,267.836,115.92200000000001,149.178,187.39,310.217,117.35600000000001,320.317,119.92200000000001,94.19,120.98299999999999,285.685,121.167,327.052,125.65700000000001,138.981,120.96,151.373,121.022,241.83900000000003,128.931,310.53700000000003,129.651,332.36699999999996,132.245,231.52200000000002,133.247,76.205,136.963,46.518,137.403,95.27,139.14,67.05,143.249,13.662,143.028,272.031,142.952,267.947,14.105,242.71200000000002,15.222000000000001,105.075,143.934,61.213,148.459,47.6,148.665,128.845,25.169,220.61,143.011,244.896,25.289,79.381,153.965,237.013,150.996,252.515,35.874,102.587,37.79,330.37199999999996,153.276,241.12599999999998,36.372,227.386,155.328,286.491,151.63299999999998,250.95,51.286,246.26,154.37,107.912,55.577,132.086,155.92700000000002,94.071,57.217,216.218,155.4,279.943,59.097,247.38400000000001,57.105,336.418,158.19299999999998,293.76,61.406000000000006,98.29,64.047,72.50399999999999,64.028,52.776,160.41899999999998,285.45,158.935,232.304,156.894,274.839,71.997,257.181,159.64600000000002,112.868,72.99600000000001,114.714,162.51,297.009,160.525,97.071,77.455,290.408,79.112,315.653,165.922,324.225,163.314,275.79200000000003,81.309,254.87,81.536,218.255,86.375,226.43,84.47200000000001,335.26,170.80900000000003,119.63600000000001,93.727,247.955,93.102,232.11900000000003,103.90700000000001,82.26100000000001,174.553,79.012,100.494,259.665,96.06700000000001,136.52700000000002,181.449,291.899,179.9,42.65,180.255,152.454,175.484,250.143,179.14,262.423,178.653,102.075,106.704,68.697,181.571,97.428,169.52700000000002,158.143,134.92600000000002,106.505,125.755,256.825,133.61,146.22899999999998,148.68200000000002,261.91200000000003,108.868,249.0,101.0,134.674,163.096,309.16900000000004,100.272,252.207,148.28799999999998,72.02600000000001,164.358,263.308,60.163999999999994,129.933,189.354,319.55,154.02200000000002,283.311,86.667,253.97299999999998,173.233,273.157,108.58200000000001,275.869,120.56700000000001
49.75,199.0,,130.283,110.068,38.054,113.87100000000001,283.17400000000004,186.44799999999998,112.738,113.686,87.315,188.726,267.83799999999997,115.94,149.486,187.331,310.153,117.68,320.302,119.93700000000001,94.18700000000001,121.027,285.712,121.14399999999999,327.069,125.652,138.97899999999998,120.947,151.35,121.008,241.831,128.907,310.58299999999997,129.69899999999998,332.344,132.281,231.55599999999998,133.08,76.181,136.959,46.468,137.502,95.272,139.201,67.058,143.27200000000002,13.735,143.076,272.039,142.895,267.796,14.088,242.74200000000002,15.237,105.03,143.95,61.25,148.414,47.621,148.638,128.767,25.195999999999998,220.56,143.006,244.979,25.287,79.399,153.782,237.02700000000002,150.981,252.498,35.894,102.55799999999999,37.775999999999996,330.30699999999996,153.21200000000002,241.15,36.315,227.365,155.44,286.486,151.637,250.954,51.356,246.25599999999997,154.379,107.921,55.583999999999996,132.05,155.924,93.943,57.255,216.203,155.4,279.92,59.06100000000001,247.364,57.093,336.409,158.196,293.728,61.36600000000001,98.34200000000001,63.958999999999996,72.546,64.035,52.77,160.468,285.478,158.97799999999998,232.271,156.993,274.823,71.976,257.137,159.65200000000002,112.84700000000001,73.005,114.738,162.586,296.95099999999996,160.496,97.065,77.432,290.416,79.036,315.66200000000003,166.045,324.182,163.30200000000002,275.789,81.313,254.889,81.55,218.352,86.436,226.40599999999998,84.445,335.311,170.83700000000002,119.677,93.712,247.959,93.07600000000001,232.155,103.91,82.184,174.58,79.055,100.48700000000001,259.66900000000004,96.057,136.505,181.456,291.943,179.8,42.619,180.18200000000002,152.465,175.35,250.14,179.153,262.381,178.669,102.098,106.721,68.618,181.489,97.51799999999999,169.523,158.447,134.84799999999998,106.50399999999999,125.744,256.684,133.69899999999998,146.2,148.659,261.968,108.87899999999999,249.083,100.75200000000001,134.67600000000002,163.054,309.132,100.374,252.21099999999998,148.276,72.075,164.355,263.303,60.122,129.94299999999998,189.433,319.579,153.99200000000002,283.24,86.588,253.918,173.209,273.125,108.58,275.839,120.53299999999999
50.0,200.0,,130.287,110.083,38.073,113.79,283.094,186.433,112.77799999999999,113.684,87.259,188.673,267.88,115.913,149.627,187.206,310.159,117.8,320.312,119.96700000000001,94.149,121.04299999999999,285.70799999999997,121.161,327.082,125.656,138.904,120.90299999999999,151.32299999999998,121.02,241.831,128.895,310.632,129.69899999999998,332.358,132.289,231.45,133.225,76.167,136.934,46.531000000000006,137.44299999999998,95.29799999999999,139.185,67.068,143.265,13.67,143.138,272.159,143.02100000000002,267.68,14.148,242.64700000000002,15.187999999999999,105.052,143.95,61.298,148.389,47.666000000000004,148.644,128.863,25.265,220.55700000000002,143.016,245.00400000000002,25.26,79.37,153.789,237.01,150.953,252.49200000000002,35.926,102.58200000000001,37.878,330.25199999999995,153.155,241.18400000000003,36.298,227.392,155.503,286.496,151.674,250.938,51.327,246.22,154.42700000000002,107.91,55.585,132.05100000000002,155.93,93.98700000000001,57.208,216.16299999999998,155.376,280.009,59.073,247.424,57.056999999999995,336.395,158.24200000000002,293.777,61.37,98.37100000000001,63.988,72.535,64.085,52.708999999999996,160.506,285.46,158.991,232.29,156.95600000000002,274.823,71.958,257.107,159.63,112.84200000000001,72.993,114.76899999999999,162.494,296.828,160.453,97.08,77.472,290.413,79.079,315.66200000000003,166.049,324.248,163.349,275.78700000000003,81.307,254.899,81.568,218.31,86.44,226.375,84.419,335.277,170.888,119.79700000000001,93.74,247.957,93.06,232.188,103.95700000000001,82.20100000000001,174.498,79.044,100.52799999999999,259.686,96.029,136.47899999999998,181.543,291.931,179.795,42.531000000000006,180.218,152.421,175.28,250.162,179.155,262.402,178.669,102.119,106.70299999999999,68.586,181.595,97.509,169.52,158.281,134.779,106.49600000000001,125.755,256.747,133.638,146.05100000000002,148.695,261.879,108.84200000000001,249.317,100.587,134.626,163.183,309.08,100.273,252.209,148.269,72.06,164.422,263.342,59.826,129.959,189.40099999999998,319.59,153.995,283.02099999999996,86.49799999999999,253.889,173.19099999999997,273.17900000000003,108.56700000000001,275.837,120.507
50.25,201.0,,130.243,110.09100000000001,38.124,113.854,283.072,186.426,112.664,113.64299999999999,87.275,188.618,267.899,115.917,149.697,186.734,310.185,117.883,320.301,119.94200000000001,94.178,121.09299999999999,285.726,121.148,327.131,125.678,139.138,120.993,151.276,120.979,241.826,128.89,310.682,129.74,332.348,132.276,231.578,133.119,76.187,136.93,46.565,137.477,95.275,139.227,67.068,143.32399999999998,13.54,143.32399999999998,272.13599999999997,142.99,267.653,14.169,242.56900000000002,15.168,105.04,143.931,61.333999999999996,148.399,47.687,148.64600000000002,128.89600000000002,25.295,220.567,143.04399999999998,245.015,25.252,79.393,153.54399999999998,236.99099999999999,150.95600000000002,252.52200000000002,35.91,102.59200000000001,37.806,330.279,153.189,241.16,36.264,227.0,155.0,286.5,151.668,250.989,51.372,246.232,154.41299999999998,107.898,55.571999999999996,132.086,155.918,94.066,57.185,216.213,155.378,279.922,59.073,247.429,57.056000000000004,336.348,158.24200000000002,293.76,61.347,98.40899999999999,63.968999999999994,72.574,64.068,52.641999999999996,160.533,285.461,158.975,232.25400000000002,157.018,274.811,71.964,257.139,159.63,112.834,72.995,114.632,162.509,296.905,160.485,97.141,77.457,290.418,79.01,315.634,166.055,324.214,163.357,275.788,81.295,254.878,81.529,218.325,86.46,226.40900000000002,84.395,335.27099999999996,170.821,119.86200000000001,93.773,247.951,93.039,232.202,103.964,82.335,174.55200000000002,79.014,100.521,259.697,96.102,136.513,181.475,291.85,179.815,42.449,180.15,152.399,175.377,250.178,179.169,262.4,178.672,102.13600000000001,106.712,68.638,181.59099999999998,97.546,169.497,158.17600000000002,134.762,106.471,125.74600000000001,256.744,133.594,146.05,148.673,261.91700000000003,108.891,248.419,101.031,134.637,163.144,309.038,100.32,252.19299999999998,148.286,72.027,164.403,263.28,60.027,129.996,189.505,319.596,153.982,283.137,86.54899999999999,253.78,173.153,273.105,108.368,275.83299999999997,120.50399999999999
50.5,202.0,,130.25799999999998,110.10600000000001,38.091,113.806,283.12,186.40400000000002,112.757,113.696,87.296,188.604,267.907,115.90299999999999,149.715,186.69400000000002,310.181,118.01700000000001,320.33099999999996,119.945,94.169,121.057,285.746,121.139,327.14099999999996,125.682,139.149,120.98700000000001,151.246,120.978,241.83900000000003,128.899,310.841,129.774,332.301,132.27700000000002,231.6,133.077,76.153,136.922,46.556999999999995,137.467,95.25200000000001,139.231,67.03699999999999,143.283,13.591,143.347,272.11400000000003,142.94299999999998,267.547,14.208,242.628,15.199000000000002,105.02799999999999,143.894,61.327,148.379,47.727,148.645,128.82299999999998,25.445999999999998,220.585,142.999,245.07,25.303,79.456,153.636,237.00900000000001,150.951,252.47400000000002,35.875,102.555,37.731,330.26599999999996,153.162,241.12,36.251999999999995,227.403,155.422,286.546,151.661,251.03400000000002,51.321999999999996,246.187,154.398,107.90700000000001,55.576,132.033,155.875,94.05799999999999,57.125,216.21099999999998,155.336,279.893,59.038000000000004,247.456,57.025,336.31199999999995,158.252,293.753,61.295,98.47,63.928999999999995,72.6,64.061,52.668,160.512,285.485,158.94899999999998,232.31799999999998,157.07399999999998,274.813,71.95100000000001,257.134,159.63,112.848,72.977,114.694,162.47799999999998,296.98900000000003,160.565,97.042,77.513,290.45799999999997,78.815,315.613,165.972,324.165,163.308,275.79200000000003,81.288,254.865,81.50399999999999,218.25599999999997,86.54700000000001,226.41,84.368,335.272,170.882,119.902,93.76899999999999,247.954,93.039,232.213,103.978,82.46799999999999,174.67,79.027,100.56299999999999,259.677,96.11200000000001,136.579,181.46599999999998,291.79,179.877,42.433,180.171,152.389,175.292,250.15900000000002,179.179,262.459,178.674,102.11,106.712,68.613,181.542,97.428,169.528,158.71,134.746,106.48,125.728,256.72700000000003,133.634,145.95600000000002,148.629,262.004,108.87200000000001,248.329,101.042,134.613,163.119,309.018,100.305,252.196,148.327,72.041,164.38099999999997,263.35,59.727,130.017,189.59099999999998,319.598,153.951,283.204,86.58,253.697,173.206,273.063,108.28399999999999,275.842,120.494
50.75,203.0,,130.217,110.087,38.15,113.839,283.131,186.40900000000002,112.802,113.675,87.25399999999999,188.63400000000001,267.916,115.912,149.739,186.924,310.151,118.008,320.35,119.92200000000001,94.21600000000001,121.111,285.747,121.145,327.101,125.675,139.054,120.93799999999999,151.22,120.95100000000001,241.84900000000002,128.911,310.779,129.68200000000002,332.274,132.29,231.732,132.718,76.158,136.912,46.603,137.458,95.249,139.211,67.08,143.325,13.493,143.47299999999998,272.112,142.921,267.558,14.194,242.637,15.215,105.01100000000001,143.855,61.387,148.392,47.644,148.726,128.871,25.386999999999997,220.679,142.955,244.99200000000002,25.326,79.453,153.567,237.011,150.928,252.468,35.885999999999996,102.625,37.741,330.19,153.099,241.132,36.172,227.31799999999998,155.518,286.547,151.651,251.032,51.365,246.16299999999998,154.445,107.902,55.534,132.03,155.859,94.04,57.081,216.238,155.358,279.907,59.047,247.43599999999998,57.001999999999995,336.347,158.293,293.768,61.341,98.59200000000001,63.666000000000004,72.6,64.03699999999999,52.619,160.483,285.457,158.987,232.394,157.05700000000002,274.82099999999997,71.935,257.086,159.637,112.82799999999999,72.988,114.669,162.428,297.0,160.625,97.068,77.52,290.4,78.931,315.64599999999996,165.952,324.123,163.30700000000002,275.789,81.295,254.872,81.507,218.237,86.62799999999999,226.437,84.35,335.25699999999995,170.96200000000002,119.965,93.774,247.946,93.037,232.215,103.934,82.5,174.697,79.064,100.574,259.684,96.126,136.65200000000002,181.543,291.93,179.747,42.426,180.169,152.349,175.275,250.21200000000002,179.155,262.416,178.685,102.065,106.671,68.59100000000001,181.47799999999998,97.27799999999999,169.486,158.859,134.66,106.569,125.696,256.725,133.627,145.89,148.654,261.993,108.845,248.36900000000003,101.029,134.592,163.17600000000002,309.024,100.348,252.19299999999998,148.343,72.018,164.38299999999998,263.369,59.576,130.077,189.532,319.64799999999997,153.877,283.117,86.594,253.792,173.24400000000003,273.099,108.17,275.86,120.48100000000001
51.0,204.0,,130.19299999999998,110.083,38.117,113.819,283.117,186.38299999999998,112.765,113.661,87.288,188.58700000000002,267.907,115.911,149.762,186.752,310.166,118.23100000000001,320.334,119.911,94.197,121.14200000000001,285.737,121.167,327.105,125.73,138.924,120.84200000000001,151.266,120.95200000000001,241.87099999999998,128.912,310.82099999999997,129.66899999999998,332.285,132.316,231.706,132.68,76.155,136.963,46.571000000000005,137.505,95.25399999999999,139.231,67.07300000000001,143.341,13.401,143.495,272.107,142.894,267.633,14.202,242.667,15.242,105.04700000000001,143.923,61.501999999999995,148.262,47.628,148.767,128.702,25.443,220.785,142.92600000000002,245.0,25.311999999999998,79.35,153.356,237.01,150.905,252.49099999999999,35.855,102.67299999999999,37.774,330.166,153.06,241.169,36.216,227.27200000000002,155.44899999999998,286.567,151.713,250.987,51.391999999999996,246.174,154.459,107.882,55.567,132.04399999999998,155.83700000000002,94.021,57.126000000000005,216.199,155.319,280.132,59.1,247.46400000000003,57.022,336.369,158.3,293.718,61.328,98.60799999999999,63.586000000000006,72.546,64.068,52.553000000000004,160.47,285.475,158.95600000000002,232.41299999999998,157.002,274.83099999999996,71.944,257.06,159.60399999999998,112.87899999999999,72.971,114.74799999999999,162.391,297.048,160.688,97.083,77.524,290.437,78.82600000000001,315.70599999999996,166.024,324.164,163.268,275.79,81.297,254.929,81.509,218.262,86.625,226.398,84.32600000000001,335.29900000000004,170.987,119.95299999999999,93.779,247.935,93.029,232.24900000000002,103.93700000000001,82.575,174.65400000000002,79.094,100.54299999999999,259.725,96.198,136.685,181.476,292.099,179.74099999999999,42.381,180.109,152.291,175.31099999999998,250.25099999999998,179.093,262.411,178.61700000000002,102.053,106.65799999999999,68.456,181.747,97.38,169.52200000000002,158.846,134.585,107.0,125.0,256.682,133.66899999999998,145.91299999999998,148.649,262.008,108.88799999999999,248.385,101.00399999999999,134.619,163.14,309.061,100.12700000000001,252.16400000000002,148.338,72.039,164.378,263.339,59.558,130.078,189.50900000000001,319.676,153.814,283.08799999999997,86.616,253.878,173.222,273.07599999999996,108.113,275.856,120.48100000000001
51.25,205.0,,130.191,110.096,38.123000000000005,113.795,283.119,186.378,112.70299999999999,113.611,87.285,188.58,267.911,115.911,149.739,186.532,310.295,118.682,320.334,119.895,94.214,121.12899999999999,285.736,121.176,327.10900000000004,125.742,138.825,120.82600000000001,151.254,120.973,241.87400000000002,128.903,310.784,129.724,332.311,132.342,231.748,132.58,76.13,136.951,46.553000000000004,137.517,95.21799999999999,139.19299999999998,67.09100000000001,143.339,13.432,143.668,272.097,142.872,267.632,14.151,242.71400000000003,15.235999999999999,105.08,143.89,61.424,148.18200000000002,47.483000000000004,148.972,128.755,25.414,220.87099999999998,142.937,245.0,25.305,79.29899999999999,152.91,237.02900000000002,150.878,252.49400000000003,35.827,102.664,37.748000000000005,330.152,153.01,241.023,36.108000000000004,227.225,155.45,286.563,151.741,250.975,51.416000000000004,246.202,154.44299999999998,107.853,55.545,132.006,155.856,94.023,57.078,216.19299999999998,155.224,280.181,59.081,247.33599999999998,57.067,336.43199999999996,158.351,293.733,61.295,98.681,63.513999999999996,72.51899999999999,64.092,52.585,160.52100000000002,285.473,158.952,232.38299999999998,157.035,274.839,71.91199999999999,257.02,159.595,112.869,72.986,114.704,162.399,297.072,160.727,97.11399999999999,77.458,290.397,78.98,315.683,166.053,324.214,163.269,275.79400000000004,81.3,254.864,81.484,218.321,86.538,226.385,84.29700000000001,335.24199999999996,170.97799999999998,119.936,93.775,247.925,93.01799999999999,232.261,103.90299999999999,82.54899999999999,174.667,79.07,100.564,259.732,96.177,136.749,181.356,292.237,179.637,42.403999999999996,180.05900000000003,152.368,175.40400000000002,250.25599999999997,179.06,262.439,178.60299999999998,102.03200000000001,106.624,68.539,181.542,97.454,169.555,158.787,134.584,107.0,125.0,256.726,133.65200000000002,145.97299999999998,148.655,262.018,108.866,248.38,100.977,134.55,163.21,309.047,99.98700000000001,252.213,148.347,72.042,164.36599999999999,263.0,60.0,130.077,189.581,319.656,153.819,282.961,86.586,254.03,173.296,273.056,108.251,275.869,120.439
51.5,206.0,,130.208,110.12799999999999,38.09,113.904,283.02299999999997,186.39700000000002,112.235,113.302,87.34100000000001,188.571,267.949,115.90100000000001,149.85,186.583,310.283,118.711,320.341,119.87700000000001,94.22399999999999,121.156,285.74,121.175,327.159,125.73299999999999,138.84,120.859,151.237,120.98100000000001,241.861,128.905,310.887,129.811,332.291,132.352,231.956,132.207,76.118,136.931,46.591,137.517,95.24799999999999,139.205,67.083,143.34,13.366,143.754,272.101,142.755,267.619,14.213,242.705,15.257,105.065,143.884,61.516000000000005,148.132,47.466,148.999,128.69899999999998,25.465,220.83900000000003,142.953,245.04,25.346999999999998,79.271,152.82,237.072,150.9,252.514,35.832,102.62799999999999,37.765,330.126,152.995,241.078,36.148,227.24099999999999,155.375,286.654,151.778,251.00599999999997,51.367,246.188,154.47299999999998,107.792,55.50899999999999,131.97899999999998,155.83700000000002,93.949,57.09,216.21099999999998,155.197,280.23400000000004,59.138000000000005,247.372,57.159,336.44699999999995,158.33,293.795,61.24100000000001,98.68700000000001,63.508,72.544,64.1,52.532,160.616,285.436,158.95600000000002,232.40400000000002,157.03799999999998,274.83299999999997,71.918,256.95,159.565,112.881,73.007,114.76700000000001,162.308,297.117,160.775,97.09100000000001,77.472,290.442,78.705,315.663,166.07299999999998,324.231,163.34,275.795,81.312,254.90900000000002,81.50399999999999,218.0,87.0,226.387,84.26100000000001,335.241,171.02900000000002,119.927,93.75399999999999,247.923,93.00200000000001,232.275,103.92399999999999,82.531,174.60299999999998,79.089,100.48700000000001,259.73400000000004,96.185,136.715,181.28,292.288,179.614,42.361000000000004,180.04,152.221,175.38299999999998,250.268,179.08,262.439,178.581,102.042,106.618,68.495,181.84599999999998,97.40899999999999,169.519,158.425,134.64700000000002,107.0,125.0,256.782,133.614,145.972,148.659,261.986,108.802,248.38,100.97,134.517,163.268,309.093,99.772,252.22299999999998,148.369,72.068,164.30900000000003,263.32,59.626999999999995,130.053,189.57299999999998,319.64099999999996,153.828,282.879,86.538,254.002,173.265,273.125,108.16,275.861,120.43299999999999
51.75,207.0,,130.20600000000002,110.131,38.08,113.964,283.087,186.396,112.288,113.32,87.318,188.541,267.887,115.93299999999999,149.933,186.521,310.28700000000003,118.78399999999999,320.329,119.89399999999999,94.209,121.147,285.748,121.161,327.192,125.741,138.77100000000002,120.833,151.241,120.97,241.86,128.908,310.902,129.855,332.277,132.35399999999998,231.96900000000002,132.113,76.096,136.972,46.645,137.542,95.257,139.238,67.066,143.336,13.290999999999999,143.986,272.075,142.659,267.718,14.242,242.604,15.183,105.036,143.86700000000002,61.358999999999995,148.202,47.446000000000005,149.002,128.96,25.124000000000002,220.771,142.985,244.987,25.314,79.233,152.596,237.084,150.912,252.563,35.806999999999995,102.694,37.715,330.066,152.918,241.079,36.205999999999996,227.354,155.378,286.653,151.744,250.97299999999998,51.365,246.176,154.49,107.86,55.519,131.987,155.84799999999998,93.89399999999999,57.103,216.078,155.243,280.249,59.132,247.419,57.201,336.413,158.313,293.724,61.272,98.675,63.526,72.54899999999999,64.083,52.498000000000005,160.593,285.434,158.952,232.40200000000002,157.024,274.82,71.911,256.921,159.569,112.912,73.024,114.822,162.29399999999998,296.996,160.665,97.005,77.539,290.425,78.575,315.663,166.021,324.293,163.421,275.79,81.316,254.85299999999998,81.494,218.58,86.303,226.375,84.228,335.217,171.01,119.87100000000001,93.743,247.922,92.991,232.28599999999997,103.90700000000001,82.538,174.52599999999998,79.079,100.426,259.76599999999996,96.145,136.71,181.264,292.372,179.58599999999998,42.424,180.08900000000003,152.255,175.465,250.263,179.081,262.45799999999997,178.605,102.085,106.637,68.586,181.68400000000003,97.515,169.52200000000002,158.296,134.766,107.0,125.0,256.726,133.619,145.94,148.649,261.935,108.811,248.329,100.98,134.433,163.442,309.126,99.84,252.21200000000002,148.371,72.039,164.28599999999997,263.2,59.903999999999996,130.077,189.584,319.683,153.812,282.95599999999996,86.57,254.053,173.24599999999998,273.123,108.24799999999999,275.824,120.412
52.0,208.0,,130.216,110.13799999999999,38.027,114.007,283.173,186.44799999999998,112.243,113.29299999999999,87.38,188.532,267.801,115.913,149.905,186.643,310.302,118.78299999999999,320.293,119.87200000000001,94.146,121.06700000000001,285.705,121.179,327.166,125.742,138.716,120.818,151.23,120.969,241.856,128.909,310.893,129.879,332.259,132.358,231.977,131.983,76.093,136.944,46.653999999999996,137.512,95.279,139.22899999999998,67.071,143.346,13.225,143.876,272.067,142.69899999999998,267.651,14.334000000000001,242.632,15.182,105.01799999999999,143.859,61.358999999999995,148.208,47.361999999999995,149.111,129.036,25.195999999999998,220.74400000000003,142.951,245.00900000000001,25.346999999999998,79.193,152.705,237.065,150.89700000000002,252.541,35.851,102.58,37.707,330.055,152.934,241.048,36.257,227.34799999999998,155.392,286.676,151.757,251.013,51.349,246.16099999999997,154.49200000000002,107.881,55.523999999999994,131.964,155.899,93.91799999999999,57.123000000000005,216.051,155.253,280.33299999999997,59.16,247.516,57.095,336.45300000000003,158.384,293.654,61.341,98.71700000000001,63.446999999999996,72.639,64.12100000000001,52.568000000000005,160.655,285.437,158.969,232.40900000000002,157.0,274.807,71.907,256.89,159.564,112.936,72.991,114.959,162.191,296.942,160.67600000000002,96.969,77.598,290.407,78.527,315.663,166.033,324.308,163.497,275.788,81.32600000000001,254.84900000000002,81.485,218.481,86.52799999999999,226.38099999999997,84.164,335.23,171.00799999999998,119.93799999999999,93.758,247.918,92.97200000000001,232.287,103.935,82.50200000000001,174.52700000000002,79.164,100.415,259.785,96.18299999999999,136.662,181.269,292.496,179.615,42.46,180.10299999999998,152.24,175.41,250.17,179.144,262.47,178.55700000000002,102.083,106.609,68.62899999999999,181.71099999999998,97.462,169.516,158.183,134.796,107.0,125.0,256.703,133.649,145.846,148.628,261.938,108.792,248.324,100.98700000000001,134.453,163.35299999999998,309.067,100.01100000000001,252.21099999999998,148.37,72.10300000000001,164.253,263.0,60.0,130.062,189.511,319.623,153.844,282.836,86.53,254.225,173.33,273.17,108.15700000000001,275.837,120.45
