TimesH,Frame,NoMissing,9,9,12,12,21,21,30,30,50,50,51,51,52,52,61,61,86,86,96,96,111,111,121,121,155,155,240,240,260,260,270,270,301,301,319,319,320,320,337,337,344,344,347,347,363,363,373,373,385,385,386,386,388,388,391,391,392,392,406,406,420,420,424,424,447,447,488,488,497,497,509,509,577,577,648,648,656,656,698,698,705,705,750,750,787,787,804,804,810,810,833,833,870,870,887,887,914,914,962,962,1001,1001,1025,1025,1054,1054,1113,1113,1233,1233,1326,1326,1360,1360,1395,1395,1404,1404,1434,1434,1507,1507,1582,1582,1585,1585,1593,1593,1601,1601,1622,1622,1654,1654,1656,1656,1774,1774,1790,1790,1822,1822,1831,1831,1833,1833,1844,1844,1878,1878,1947,1947,1989,1989,2061,2061,2107,2107,2177,2177,2301,2301,2308,2308,2401,2401,2409,2409,2508,2508,2599,2599,2605,2605,2623,2623,2624,2624,2639,2639,2793,2793,2878,2878,2897,2897,2942,2942,2998,2998,3114,3114,3217,3217,3286,3286,3377,3377,3600,3600,3633,3633,3695,3695
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
394.75,1579.0,,311.25,146.981,43.519,147.692,213.549,138.942,251.235,135.916,37.316,127.244,58.803000000000004,135.498,198.739,123.976,50.736999999999995,128.368,137.668,158.512,44.025,156.05,89.958,147.993,77.638,152.028,82.03200000000001,172.93400000000003,225.7,29.594,243.65099999999998,26.969,266.119,12.812999999999999,248.56,58.81,239.202,57.401,271.173,54.498000000000005,237.13,48.176,141.554,41.982,231.08700000000002,38.992,286.0,85.0,258.694,74.383,236.771,76.987,78.467,70.878,152.566,69.512,266.497,70.209,95.62299999999999,69.359,259.501,63.246,64.009,99.02799999999999,73.449,101.249,252.166,99.45200000000001,165.674,121.024,317.178,121.17,43.291000000000004,118.259,117.538,71.25,158.446,89.28399999999999,291.248,137.107,59.088,125.319,34.37,154.597,197.637,97.645,35.786,148.247,300.785,153.717,132.446,29.676,136.10299999999998,72.49600000000001,97.735,58.963,233.80700000000002,170.543,93.083,165.94299999999998,202.085,116.115,154.87,114.82600000000001,84.414,135.697,215.9,69.986,124.225,104.618,217.47400000000002,154.586,115.12899999999999,168.985,,,209.234,59.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.0,1580.0,,311.21,147.079,43.581,147.703,213.49099999999999,138.787,251.265,135.841,37.313,127.17399999999999,58.797,135.505,198.745,123.936,50.739,128.39700000000002,137.75,158.495,43.974,156.003,89.962,147.936,77.635,152.006,82.035,172.96099999999998,225.68900000000002,29.579,243.625,26.884,266.252,12.77,248.528,58.798,239.168,57.411,271.14799999999997,54.445,237.104,48.17,141.616,42.0,231.02,38.912,286.0,85.0,258.626,74.37100000000001,236.782,76.85600000000001,78.434,71.03399999999999,152.534,69.546,266.44599999999997,70.179,95.551,69.416,259.51599999999996,63.251999999999995,63.98,99.02600000000001,73.37899999999999,101.197,252.197,99.486,165.695,120.96799999999999,317.17900000000003,121.17399999999999,43.302,118.257,117.53399999999999,71.142,158.469,89.259,291.212,137.141,58.99100000000001,125.36,34.413000000000004,154.536,197.63400000000001,97.662,35.806999999999995,148.233,300.779,153.659,132.52200000000002,29.486,136.043,72.495,97.801,58.919,233.813,170.59400000000002,93.06,165.91299999999998,202.144,116.16,154.935,115.13,84.415,135.745,215.88400000000001,69.946,124.213,104.62100000000001,217.463,154.47799999999998,115.133,169.095,,,209.18900000000002,59.336000000000006,104.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.25,1581.0,,311.217,146.915,43.601000000000006,147.735,213.403,138.708,251.226,135.827,37.314,127.16799999999999,58.972,135.434,198.74200000000002,123.90100000000001,50.715,128.381,137.746,158.423,43.923,155.878,89.943,147.907,77.64399999999999,151.988,82.07700000000001,172.955,225.577,29.464000000000002,243.562,26.815,266.176,12.774000000000001,248.503,58.738,239.22,57.571000000000005,271.125,54.452,237.115,48.188,141.69799999999998,41.928000000000004,231.005,38.84,286.0,85.0,258.58799999999997,74.38600000000001,236.762,76.751,78.485,71.021,152.483,69.564,266.408,70.13,95.539,69.415,259.633,63.223,63.955,98.948,73.382,101.18799999999999,252.19,99.48100000000001,165.658,120.955,317.223,121.03200000000001,43.29,118.33200000000001,117.55,71.065,158.489,89.287,291.08,137.07299999999998,59.038999999999994,125.274,34.297,154.628,197.625,97.62700000000001,35.748000000000005,148.19799999999998,300.782,153.72899999999998,132.556,29.2,136.143,72.574,97.825,58.924,233.74599999999998,170.66099999999997,93.057,165.899,202.31400000000002,116.21,154.993,115.15899999999999,84.191,135.437,215.838,69.882,124.238,104.569,217.512,154.539,115.196,169.097,,,209.143,59.23,104.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.5,1582.0,,311.212,146.85299999999998,43.603,147.754,213.364,138.668,251.267,135.796,37.298,127.137,59.036,135.32299999999998,198.763,123.891,50.735,128.378,137.776,158.441,43.935,155.782,89.90700000000001,147.91,77.634,151.994,82.005,172.94299999999998,225.52900000000002,29.416,243.644,26.896,266.191,12.767000000000001,248.56099999999998,58.766999999999996,239.196,57.36600000000001,271.124,54.45399999999999,237.05,48.364,141.839,41.905,230.97400000000002,38.861999999999995,286.197,85.367,258.633,74.425,236.73,76.666,78.375,70.89399999999999,152.44899999999998,69.568,266.36400000000003,70.05,95.568,69.37,259.72900000000004,63.2,63.975,98.919,73.383,101.164,252.16,99.475,165.743,120.85600000000001,317.225,121.039,43.406000000000006,118.27799999999999,117.55799999999999,70.96600000000001,158.608,89.279,290.98,137.05100000000002,58.977,125.311,34.303000000000004,154.563,197.63299999999998,97.62,35.746,148.207,300.785,153.686,132.351,29.205,136.211,72.561,97.75399999999999,58.915,233.582,170.77599999999998,93.045,165.887,202.278,116.21799999999999,155.042,115.24700000000001,84.167,135.368,215.609,70.095,124.229,104.598,217.513,154.489,115.096,168.99400000000003,,,209.13299999999998,59.192,104.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.75,1583.0,,311.27299999999997,146.695,43.583999999999996,147.829,213.266,138.595,251.332,135.731,37.215,127.162,59.086999999999996,135.256,198.757,123.86399999999999,50.726000000000006,128.351,137.727,158.464,43.941,155.727,89.906,147.861,77.649,151.98,81.97,172.917,225.47299999999998,29.358,243.65200000000002,26.835,266.144,12.739,248.63299999999998,58.766000000000005,239.16400000000002,57.325,271.096,54.456,237.081,48.363,142.035,41.894,230.93900000000002,38.782,285.95,85.397,258.691,74.439,236.665,76.507,78.28,70.889,152.404,69.635,266.387,70.01899999999999,95.609,69.339,259.717,63.181000000000004,63.916000000000004,98.913,73.44,101.053,252.142,99.434,165.835,120.74600000000001,317.28,120.98100000000001,43.449,118.251,117.59700000000001,70.92699999999999,158.471,89.302,290.607,136.994,58.973,125.26100000000001,34.353,154.43,197.639,97.616,35.73,148.13299999999998,300.887,153.685,132.292,29.264,136.129,72.497,97.68799999999999,58.909,233.699,170.612,93.021,165.861,202.278,116.185,155.05200000000002,115.389,84.149,135.284,215.64700000000002,70.309,124.262,104.584,217.58,154.46,115.111,168.798,,,209.136,59.166000000000004,104.256,133.22799999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.0,1584.0,,311.296,146.605,43.643,147.817,213.27200000000002,138.58,251.33700000000002,135.846,37.223,127.14200000000001,59.052,135.394,198.78599999999997,123.834,50.742,128.358,137.66299999999998,158.509,43.861000000000004,155.667,89.902,147.832,77.65,151.92600000000002,81.96799999999999,172.918,225.34400000000002,29.265,243.71200000000002,26.802,266.035,12.720999999999998,248.549,58.766000000000005,239.165,57.339,271.147,54.343999999999994,237.106,48.419,141.891,41.843,230.933,38.763000000000005,286.325,85.256,258.695,74.436,236.66299999999998,76.462,78.235,70.835,152.357,69.64399999999999,266.407,70.018,95.619,69.321,259.955,63.108000000000004,63.935,98.906,73.49600000000001,101.035,252.17,99.516,165.885,120.70100000000001,317.277,120.971,43.364,118.301,117.581,70.872,158.668,89.296,290.695,136.951,58.873999999999995,125.23299999999999,34.301,154.486,197.636,97.61399999999999,35.62,148.018,300.89099999999996,153.61,132.556,29.188000000000002,136.00799999999998,72.59,97.727,58.81399999999999,233.717,170.65,93.046,165.847,202.39,116.25299999999999,155.007,115.42,84.06200000000001,135.218,214.56400000000002,69.806,124.249,104.555,217.511,154.488,115.10700000000001,168.75400000000002,,,209.12099999999998,59.126999999999995,104.16,132.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.25,1585.0,,311.328,146.421,43.641000000000005,147.872,213.27700000000002,138.673,251.274,135.81,37.221,127.116,58.977,135.439,198.737,123.789,50.711999999999996,128.336,137.68200000000002,158.549,43.891000000000005,155.691,89.90700000000001,147.796,77.641,151.918,82.037,172.86,225.24099999999999,29.184,243.583,26.776999999999997,266.1,12.594000000000001,248.542,58.755,239.16299999999998,57.343,271.151,54.247,237.127,48.394,141.92600000000002,41.898999999999994,230.84400000000002,38.751,286.738,84.962,258.684,74.414,236.747,76.48899999999999,78.292,70.824,152.309,69.582,266.414,70.048,95.57799999999999,69.333,260.051,63.055,63.923,98.868,73.471,101.113,252.11700000000002,99.389,165.92,120.667,317.317,120.869,43.306999999999995,118.40899999999999,117.586,70.837,158.856,89.323,290.87,137.00799999999998,58.875,125.20200000000001,34.327,154.493,197.639,97.61,35.678000000000004,148.088,300.94,153.68200000000002,132.514,29.328000000000003,135.963,72.48,97.738,58.8,233.87400000000002,170.445,93.04899999999999,165.81599999999997,202.365,116.23100000000001,155.127,115.53299999999999,84.053,135.218,215.555,70.26,124.23200000000001,104.54700000000001,217.513,154.528,115.07700000000001,168.613,,,209.078,59.028999999999996,104.006,132.403,98.86,128.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.5,1586.0,,311.323,146.543,43.695,147.915,213.24400000000003,138.597,251.267,135.79,37.253,127.131,59.071000000000005,135.349,198.755,123.76799999999999,50.733000000000004,128.32,137.696,158.484,43.778999999999996,155.621,89.943,147.77700000000002,77.627,151.893,82.072,172.882,225.30900000000003,29.307,243.639,26.778000000000002,266.481,12.527000000000001,248.495,58.733999999999995,239.144,57.397,271.17,54.155,237.13299999999998,48.416000000000004,141.875,42.005,230.801,38.757,286.619,85.102,258.676,74.407,236.727,76.476,78.34899999999999,70.881,152.409,69.673,266.35900000000004,70.032,95.62,69.288,260.074,63.066,63.93899999999999,98.854,73.471,101.06700000000001,252.112,99.39399999999999,165.953,120.59899999999999,317.303,120.86399999999999,43.227,118.412,117.573,70.806,158.834,89.32700000000001,291.093,137.08,58.878,125.189,34.317,154.471,197.638,97.634,35.566,147.988,300.945,153.66,132.622,29.122,135.94799999999998,72.378,97.816,58.784,233.795,170.452,93.027,165.827,202.304,116.18299999999999,155.065,115.303,84.07799999999999,135.175,215.535,70.221,124.26,104.56700000000001,217.56799999999998,154.499,115.07,168.678,252.0,54.0,209.09099999999998,58.99,103.955,132.363,100.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.75,1587.0,,311.302,146.375,43.695,147.884,213.22799999999998,138.497,251.35,135.713,37.251999999999995,127.056,59.122,135.313,198.74,123.79,50.676,128.35,137.715,158.487,43.742,155.656,89.958,147.786,77.64,151.918,82.08,172.852,225.407,29.379,243.64,26.886,266.01099999999997,12.661,248.483,58.721000000000004,239.11,57.38399999999999,271.124,54.125,237.137,48.365,141.78799999999998,42.036,230.812,38.777,286.308,85.26899999999999,258.655,74.413,236.77900000000002,76.508,78.313,70.954,152.371,69.715,266.342,69.993,95.66,69.222,260.18,63.071000000000005,63.983000000000004,98.861,73.422,101.116,252.118,99.391,165.97299999999998,120.566,317.26599999999996,120.959,43.236999999999995,118.454,117.56200000000001,70.732,158.906,89.353,290.98400000000004,137.034,58.871,125.208,34.312,154.403,197.612,97.633,35.346,147.64600000000002,300.91900000000004,153.65,132.657,29.245,135.914,72.41,97.90299999999999,58.748999999999995,233.69,170.513,93.04,165.891,202.28,116.164,155.16299999999998,115.564,84.046,135.112,215.0,70.0,124.226,104.521,217.63099999999997,154.53,115.104,168.74900000000002,252.25799999999998,54.548,209.05200000000002,58.96,103.889,132.21200000000002,100.427,124.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.0,1588.0,,311.305,146.439,43.71,147.89700000000002,213.233,138.469,251.34400000000002,135.734,37.278,127.08,59.187,135.186,198.72099999999998,123.749,50.717,128.319,137.639,158.47299999999998,43.7,155.583,89.948,147.747,77.666,151.91299999999998,82.05799999999999,172.864,225.338,29.340999999999998,243.709,26.785999999999998,266.422,12.555,248.595,58.795,239.146,57.415,271.166,54.155,236.99599999999998,48.568999999999996,141.743,41.993,230.81900000000002,38.786,286.522,85.214,258.619,74.40899999999999,236.82,76.493,78.358,70.899,152.392,69.66,266.337,70.03,95.656,69.232,260.12,63.038999999999994,64.0,98.89299999999999,73.434,101.09299999999999,252.09599999999998,99.384,165.96400000000003,120.537,317.262,120.964,43.148999999999994,118.5,117.53399999999999,70.77199999999999,158.778,89.339,291.055,137.049,58.919,125.212,34.361,154.39,197.628,97.65,35.385,147.654,300.883,153.668,132.668,29.183000000000003,135.972,72.328,97.915,58.778,233.653,170.532,93.035,165.873,202.293,116.14200000000001,155.172,115.493,84.02,135.025,215.0,70.0,124.17,104.53399999999999,217.517,154.54,115.12,168.792,252.173,54.839,209.044,58.843999999999994,103.852,132.099,100.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.25,1589.0,,311.35200000000003,146.305,43.693000000000005,147.938,213.28099999999998,138.582,251.313,135.804,37.286,127.094,59.123999999999995,135.22899999999998,198.657,123.7,50.747,128.314,137.662,158.446,43.581,155.471,90.00299999999999,147.764,77.645,151.963,82.031,172.90200000000002,225.58900000000003,29.585,243.641,26.779,266.404,12.487,248.635,58.843,239.144,57.445,271.126,54.101000000000006,237.06400000000002,48.565,141.761,42.04600000000001,230.84599999999998,38.778,286.548,85.181,258.676,74.47800000000001,236.817,76.46600000000001,78.389,70.96600000000001,152.342,69.69800000000001,266.404,70.03399999999999,95.649,69.223,260.125,63.062,63.992,98.87899999999999,73.48,101.071,252.074,99.352,166.043,120.375,317.232,121.02799999999999,43.076,118.45700000000001,117.54899999999999,70.715,158.77,89.32799999999999,291.093,137.091,58.907,125.133,34.347,154.234,197.62400000000002,97.677,35.364000000000004,147.561,300.857,153.725,132.804,29.037,135.857,72.279,97.962,58.757,233.861,170.33,93.06299999999999,165.88099999999997,202.331,116.15899999999999,155.16,115.53,84.01799999999999,135.011,215.575,70.333,124.22399999999999,104.51,217.563,154.436,115.08,168.73,252.123,54.923,209.058,58.84,103.801,132.013,100.31,124.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.5,1590.0,,311.316,146.19,43.67100000000001,147.92700000000002,213.263,138.656,251.31400000000002,135.783,37.274,127.12299999999999,59.144,135.266,198.666,123.68799999999999,50.733999999999995,128.328,137.52100000000002,158.43,43.547,155.505,90.01899999999999,147.756,77.635,151.96200000000002,82.046,172.90099999999998,225.28599999999997,29.309,243.55,26.9,266.27,12.472999999999999,248.537,58.813,239.142,57.458,271.13,54.13,237.077,48.56100000000001,141.709,42.117,230.88400000000001,38.942,286.464,85.26100000000001,258.673,74.477,236.86,76.501,78.311,71.02199999999999,152.329,69.767,266.361,69.98100000000001,95.634,69.222,260.08099999999996,63.06,63.996,98.835,73.486,101.069,252.045,99.288,166.138,120.244,317.223,121.08200000000001,43.117,118.499,117.59700000000001,70.67699999999999,158.773,89.28299999999999,291.27,137.141,58.95,125.204,34.365,154.186,197.583,97.694,35.461,147.64600000000002,300.83799999999997,153.619,132.893,28.973000000000003,135.827,72.223,97.97,58.716,233.952,170.238,92.99799999999999,165.838,202.312,116.149,155.213,115.67200000000001,84.005,134.967,215.606,70.421,124.194,104.516,217.516,154.517,115.04,168.771,252.132,55.011,209.093,58.854,103.73899999999999,131.946,100.574,124.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.75,1591.0,,311.363,145.939,43.778,147.959,213.252,138.718,251.327,135.778,37.251999999999995,127.111,59.056999999999995,135.38,198.69,123.66,50.771,128.349,137.515,158.34,43.518,155.481,90.05799999999999,147.72899999999998,77.602,151.925,82.08200000000001,172.854,225.30700000000002,29.345,243.558,26.903000000000002,266.491,12.397,248.52200000000002,58.813,239.097,57.476000000000006,271.16,54.22,237.00599999999997,48.771,141.626,42.387,230.872,38.922,286.594,85.10700000000001,258.66900000000004,74.48100000000001,236.85299999999998,76.524,78.315,71.023,152.292,69.809,266.33099999999996,69.939,95.725,69.11399999999999,260.068,63.037,63.965,98.84700000000001,73.48100000000001,101.09100000000001,251.985,99.245,166.17700000000002,120.18,317.182,121.175,43.052,118.542,117.6,70.642,158.675,89.28,291.445,137.226,58.916000000000004,125.189,34.389,154.162,197.59599999999998,97.73,35.523,147.864,300.87,153.69899999999998,132.899,29.05,135.832,72.281,97.97,58.681000000000004,234.024,170.275,93.00399999999999,165.84900000000002,202.403,116.149,155.27100000000002,115.691,83.978,134.928,215.59900000000002,70.38,124.18,104.50200000000001,217.533,154.531,115.10799999999999,168.834,252.092,55.083,209.112,58.843999999999994,103.745,131.929,101.678,124.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.0,1592.0,,311.35,145.873,43.733999999999995,147.91899999999998,213.25599999999997,138.645,251.329,135.858,37.293,127.132,59.101000000000006,135.376,198.578,123.59899999999999,50.793,128.341,137.359,158.312,43.301,155.363,90.05,147.752,77.567,151.936,82.085,172.81,225.203,29.221999999999998,243.489,27.031999999999996,266.601,12.39,248.56400000000002,58.754,239.155,57.608999999999995,271.172,54.305,237.045,48.8,141.484,42.555,230.817,38.85,286.628,85.064,258.735,74.54,236.829,76.48,78.35600000000001,71.03,152.217,69.869,266.322,69.972,95.757,69.029,260.075,63.045,63.983999999999995,98.815,73.426,101.152,251.972,99.275,166.205,120.09299999999999,317.182,121.14,43.048,118.58,117.631,70.53399999999999,158.69,89.294,291.465,137.168,58.905,125.197,34.318000000000005,154.251,197.61700000000002,97.71600000000001,35.503,147.938,300.88599999999997,153.717,133.00799999999998,28.943,135.964,72.217,97.93299999999999,58.674,234.153,170.06599999999997,93.024,165.798,202.40900000000002,116.15299999999999,155.304,115.70700000000001,83.90799999999999,134.681,215.683,70.3,124.18299999999999,104.491,217.64700000000002,154.447,115.13,168.921,252.06799999999998,55.085,209.107,58.836999999999996,103.697,131.881,101.249,124.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.25,1593.0,,311.289,145.85299999999998,43.731,147.917,213.285,138.76,251.29,135.85299999999998,37.314,127.12100000000001,58.968,135.42,198.588,123.569,50.791000000000004,128.356,137.282,158.273,43.521,155.605,90.016,147.731,77.643,151.923,82.06299999999999,172.808,225.22400000000002,29.264,243.44299999999998,27.006999999999998,267.0,12.0,248.52700000000002,58.711000000000006,239.12099999999998,57.483999999999995,271.17900000000003,54.229,237.062,48.79600000000001,141.589,42.231,230.81900000000002,38.894,286.634,84.994,258.635,74.50399999999999,236.825,76.528,78.413,71.086,152.205,69.798,266.319,70.012,95.744,69.053,260.185,63.001000000000005,63.942,98.78,73.41,101.081,251.97099999999998,99.321,166.356,119.90899999999999,317.145,121.185,43.071999999999996,118.663,117.60600000000001,70.437,158.637,89.31299999999999,291.455,137.247,58.891000000000005,125.162,34.301,154.21,197.635,97.764,35.446,147.80200000000002,300.91,153.71,132.968,29.006,135.95600000000002,72.194,98.053,58.629,234.22799999999998,170.02,93.05,165.803,202.46200000000002,116.164,155.343,115.666,83.87899999999999,134.625,215.513,70.282,124.176,104.45100000000001,217.574,154.455,115.105,168.878,252.03400000000002,55.113,209.16299999999998,58.849,103.671,131.806,101.057,124.42200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.5,1594.0,,311.255,145.719,43.725,147.934,213.28099999999998,138.774,251.265,136.011,37.273,127.09200000000001,59.05,135.389,198.672,123.57700000000001,50.795,128.364,137.233,158.27200000000002,43.536,155.58,90.039,147.77200000000002,77.642,151.893,82.086,172.769,225.356,29.325,243.40400000000002,27.064,266.53,12.277999999999999,248.577,58.736000000000004,239.08700000000002,57.418,271.19,54.284,237.12599999999998,48.766999999999996,141.616,42.397,230.791,38.884,286.49,85.014,258.639,74.483,236.825,76.51,78.395,71.16,152.224,69.786,266.291,69.992,95.75299999999999,69.094,260.209,63.019,63.916000000000004,98.82799999999999,73.406,101.113,251.949,99.29899999999999,166.484,119.723,317.087,121.23200000000001,42.996,118.67399999999999,117.63799999999999,70.339,158.791,89.31,291.129,137.162,58.89,125.17,34.3,154.321,197.65099999999998,97.786,35.443000000000005,147.793,300.914,153.685,133.02700000000002,28.804000000000002,135.938,72.085,98.057,58.614,234.343,169.775,93.038,165.84,202.55700000000002,116.17299999999999,155.282,115.601,83.946,134.589,215.53400000000002,70.17,124.17299999999999,104.455,217.545,154.381,115.134,168.975,251.947,55.295,209.16299999999998,58.864,103.639,131.751,100.553,124.60700000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.75,1595.0,,311.236,145.685,43.724,147.909,213.24900000000002,138.764,251.299,135.96,37.273,127.069,59.056999999999995,135.536,198.709,123.56700000000001,50.778,128.364,137.09,158.222,43.29600000000001,155.356,90.02799999999999,147.80200000000002,77.64699999999999,151.92,82.105,172.76,225.329,29.296999999999997,243.365,26.984,266.783,12.073,248.673,58.778,239.06099999999998,57.373999999999995,271.235,54.262,237.111,48.788999999999994,141.40200000000002,42.347,230.778,38.904,286.623,84.904,258.70799999999997,74.521,236.821,76.509,78.374,71.065,152.26,69.796,266.256,69.959,95.79,69.02199999999999,260.29,62.97,63.933,98.8,73.439,101.208,251.95,99.28399999999999,166.525,119.633,317.08,121.22,42.985,118.677,117.656,70.304,158.786,89.321,290.782,137.028,58.864,125.167,34.207,154.39,197.66,97.805,35.509,147.88,300.915,153.72899999999998,132.875,28.909000000000002,136.125,72.186,98.016,58.571000000000005,234.729,169.298,93.054,165.82299999999998,202.47299999999998,116.104,155.27100000000002,115.449,83.73,134.417,215.613,70.08800000000001,124.155,104.45299999999999,217.74400000000003,154.282,115.12299999999999,168.97299999999998,251.945,55.31100000000001,209.18099999999998,58.773,103.58,131.681,100.491,124.62100000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.0,1596.0,,311.225,145.632,43.773,147.906,213.202,138.655,251.233,136.011,37.271,126.99600000000001,59.165,135.41,198.738,123.52799999999999,50.729,128.392,137.217,158.22799999999998,43.255,155.315,89.99700000000001,147.78799999999998,77.65,151.931,82.088,172.832,225.588,29.671999999999997,243.362,26.919,267.047,12.120999999999999,248.50799999999998,58.688,239.074,57.288999999999994,271.275,54.176,237.032,48.762,141.41899999999998,42.331,230.745,39.053000000000004,286.561,85.015,258.589,74.513,236.792,76.472,78.315,71.086,152.27,69.785,266.25,69.914,95.787,69.008,260.305,62.956,63.946999999999996,98.816,73.486,101.20200000000001,251.92,99.213,166.55900000000003,119.53,317.05400000000003,121.195,43.082,118.646,117.678,70.265,158.667,89.32700000000001,290.802,137.107,58.847,125.186,34.167,154.42,197.62,97.79700000000001,35.52,147.876,300.942,153.68200000000002,132.779,28.776,136.15,72.16199999999999,98.01700000000001,58.625,234.774,169.19099999999997,93.04799999999999,165.831,202.438,116.073,155.21,115.50299999999999,83.726,134.451,215.62,70.345,124.146,104.43,217.762,154.286,115.16,168.86700000000002,251.942,55.222,209.183,58.788000000000004,103.618,131.666,100.814,124.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
