TimesH,Frame,NoMissing,0,0,4,4,5,5,19,19,22,22,27,27,28,28,33,33,34,34,37,37,77,77,85,85,88,88,90,90,93,93,95,95,99,99,101,101,111,111,115,115,121,121,124,124,125,125,131,131,134,134,135,135,140,140,141,141,144,144,146,146,147,147,151,151,153,153,154,154,160,160,163,163,164,164,170,170,172,172,177,177,181,181,183,183,185,185,189,189,191,191,193,193,195,195,196,196,198,198,199,199,203,203,204,204,205,205,206,206,209,209,210,210,213,213,214,214,217,217,218,218,220,220,222,222,225,225,288,288,309,309,379,379,392,392,413,413,442,442,450,450,520,520,559,559,592,592,605,605,705,705
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
55.25,221.0,,260.533,186.8,120.55,184.804,61.791000000000004,188.049,110.825,184.851,241.748,191.551,138.094,195.2,106.67399999999999,192.06799999999998,127.58200000000001,190.16400000000002,91.198,192.94299999999998,225.13,189.753,252.095,82.958,235.518,127.223,139.953,127.846,294.657,124.959,131.289,133.845,115.45100000000001,131.667,95.93799999999999,113.43,133.444,109.93700000000001,150.41299999999998,113.555,78.042,140.924,115.094,140.861,68.093,135.828,32.516999999999996,137.086,55.995,150.65200000000002,306.536,151.547,316.105,149.02100000000002,283.349,143.626,292.168,142.722,298.466,147.137,155.778,154.796,125.446,154.686,146.751,156.381,87.73200000000001,158.7,111.384,155.196,213.64,152.023,52.428999999999995,163.99,254.53599999999997,161.817,271.465,165.3,245.358,159.589,80.21300000000001,161.632,316.289,167.542,278.89,166.06099999999998,250.581,172.808,287.20099999999996,167.234,62.336000000000006,165.68200000000002,82.727,168.63,257.46299999999997,174.859,235.127,176.041,217.794,174.75099999999998,297.764,177.68,126.066,172.90599999999998,76.564,173.514,61.496,173.29,293.047,171.74099999999999,243.45,170.28599999999997,152.001,172.358,69.785,183.35,265.199,181.94799999999998,93.69200000000001,184.542,304.89,185.301,272.61400000000003,183.11599999999999,288.66,179.775,202.895,179.87099999999998,234.851,136.811,249.041,192.15400000000002,260.92400000000004,125.25399999999999,114.675,191.5,89.351,176.76,104.101,155.236,99.446,195.792,232.683,145.285,120.77799999999999,110.145,67.854,161.72299999999998,212.044,131.138,229.658,178.47299999999998
55.5,222.0,,260.52099999999996,186.812,120.568,184.81,,,110.79,184.854,241.774,191.38400000000001,138.07,195.218,106.656,192.06599999999997,127.624,190.172,91.195,192.91099999999997,225.11900000000003,189.747,252.17,82.76899999999999,235.50599999999997,127.211,139.91899999999998,127.902,294.623,125.00299999999999,131.293,133.815,115.42299999999999,131.642,95.92299999999999,113.43799999999999,133.376,109.866,150.42600000000002,113.59100000000001,78.06,140.931,115.11,140.804,68.02600000000001,135.781,32.516,137.1,56.06399999999999,150.501,306.378,151.583,316.14599999999996,149.04399999999998,283.31,143.643,292.186,142.735,298.486,147.14600000000002,155.765,154.787,125.46799999999999,154.711,146.78799999999998,156.425,87.686,158.697,111.391,155.19899999999998,213.627,152.039,52.422,163.989,254.502,161.816,271.468,165.31099999999998,245.361,159.588,80.202,161.639,316.284,167.588,278.905,166.05599999999998,250.56400000000002,172.832,287.177,167.235,62.343,165.692,82.74700000000001,168.65599999999998,257.481,174.854,235.102,176.03400000000002,217.734,174.773,297.752,177.668,125.99700000000001,172.907,76.57600000000001,173.54,61.497,173.283,292.813,171.921,243.458,170.27900000000002,152.012,172.327,69.78699999999999,183.347,265.20099999999996,181.952,93.711,184.545,304.921,185.325,272.626,183.07299999999998,288.64599999999996,179.75900000000001,202.878,179.815,234.88400000000001,136.779,249.044,192.196,260.894,125.279,114.652,191.476,89.40299999999999,176.757,104.09200000000001,155.207,99.45,195.794,232.676,145.328,120.64200000000001,110.156,67.875,161.765,212.03799999999998,131.114,229.683,178.515
55.75,223.0,,260.508,186.81599999999997,120.572,184.81799999999998,,,110.75,184.857,241.737,191.291,138.08700000000002,195.209,106.64299999999999,192.06799999999998,127.46799999999999,190.188,91.15799999999999,192.854,225.055,189.668,252.149,82.807,235.446,127.194,139.937,127.899,294.631,124.99799999999999,131.278,133.795,115.469,131.58700000000002,95.961,113.505,133.418,109.882,150.417,113.559,78.086,140.915,115.10700000000001,140.781,67.977,135.74200000000002,32.516999999999996,137.099,56.117,150.52100000000002,306.392,151.58100000000002,316.152,149.08100000000002,283.33,143.643,292.17,142.725,298.486,147.154,155.83700000000002,154.864,125.45,154.69799999999998,146.779,156.468,87.70200000000001,158.7,111.395,155.186,213.628,152.062,52.417,163.99099999999999,254.521,161.813,271.383,165.515,245.359,159.593,80.168,161.655,316.357,167.49400000000003,278.91,166.042,250.517,172.835,287.184,167.248,62.394,165.69400000000002,82.757,168.65900000000002,257.488,174.82299999999998,235.113,176.015,217.791,174.845,297.77,177.68400000000003,125.885,172.94,76.62,173.56900000000002,61.474,173.274,292.89099999999996,171.854,243.43400000000003,170.27200000000002,152.042,172.325,69.789,183.36900000000003,265.28700000000003,181.92,93.715,184.548,304.903,185.271,272.634,183.105,288.595,179.75,202.861,179.84099999999998,234.88,136.781,249.03099999999998,192.203,260.85,125.29700000000001,114.60700000000001,191.453,89.436,176.771,104.104,155.179,99.41799999999999,195.774,232.69099999999997,145.342,120.537,110.211,67.837,161.741,212.063,131.183,229.737,178.50599999999997
56.0,224.0,,260.501,186.778,120.57600000000001,184.8,,,110.73100000000001,184.857,241.743,191.128,138.05700000000002,195.18599999999998,106.634,192.085,127.461,190.201,91.132,192.817,225.077,189.68400000000003,252.16,82.851,235.437,127.171,139.936,127.863,294.638,125.0,131.27700000000002,133.795,115.439,131.569,95.943,113.465,133.35299999999998,110.027,150.433,113.469,78.096,140.901,115.118,140.782,67.962,135.7,32.519,137.094,56.155,150.43,306.392,151.556,316.14799999999997,149.05200000000002,283.309,143.671,292.184,142.71,298.455,147.156,155.8,154.885,125.583,154.717,146.687,156.41899999999998,87.697,158.707,111.375,155.174,213.63099999999997,152.05700000000002,52.425,163.998,254.519,161.817,271.388,165.515,245.362,159.59,80.195,161.655,316.394,167.548,278.914,166.013,250.484,172.91099999999997,287.19599999999997,167.282,62.373000000000005,165.66299999999998,82.76899999999999,168.695,257.442,174.831,235.15400000000002,176.02599999999998,217.801,174.896,297.704,177.703,125.834,172.95,76.585,173.593,61.466,173.26,292.872,171.87099999999998,243.487,170.298,152.08100000000002,172.33700000000002,69.786,183.382,265.31,181.887,93.711,184.54,304.944,185.26,272.634,183.085,288.60200000000003,179.75900000000001,202.868,179.8,234.847,136.785,249.05,192.187,260.814,125.28299999999999,114.541,191.46200000000002,89.444,176.77599999999998,104.088,155.134,99.399,195.767,232.671,145.308,120.69200000000001,110.238,67.807,161.735,211.995,131.05100000000002,229.679,178.524
56.25,225.0,,260.515,186.745,120.573,184.803,,,110.738,184.877,241.74200000000002,191.03900000000002,138.08100000000002,195.192,106.64299999999999,192.076,127.345,190.18099999999998,91.14,192.81,225.02599999999998,189.672,252.24099999999999,82.697,235.453,127.181,139.946,127.881,294.627,124.992,131.305,133.78799999999998,115.454,131.60399999999998,95.96600000000001,113.46799999999999,133.342,110.02799999999999,150.457,113.46600000000001,78.097,140.907,115.139,140.743,67.957,135.685,32.525999999999996,137.094,56.053000000000004,150.549,306.371,151.55700000000002,316.149,149.032,283.301,143.649,292.149,142.75,298.467,147.144,155.784,154.91899999999998,125.49700000000001,154.664,146.675,156.391,87.759,158.69799999999998,111.376,155.183,213.622,152.056,52.45,163.993,254.54,161.811,271.394,165.467,245.34799999999998,159.58700000000002,80.196,161.661,316.389,167.451,278.934,165.995,250.472,172.912,287.184,167.278,62.376000000000005,165.706,82.76299999999999,168.696,257.48900000000003,174.799,235.09799999999998,176.019,217.762,175.046,297.71,177.697,125.806,172.967,76.574,173.602,61.501999999999995,173.24599999999998,292.858,171.851,243.46599999999998,170.285,152.072,172.292,69.779,183.386,265.279,181.863,93.665,184.53,304.934,185.301,272.611,183.067,288.014,179.168,202.86599999999999,179.77900000000002,234.81,136.81,249.042,192.167,260.834,125.302,114.458,191.449,89.48,176.77,104.074,155.161,99.37100000000001,195.74599999999998,232.667,145.296,120.588,110.225,67.82300000000001,161.731,211.947,131.124,229.623,178.454
56.5,226.0,,260.51099999999997,186.71099999999998,120.596,184.787,,,110.677,184.86900000000003,241.73,190.89,138.049,195.19299999999998,106.652,192.083,127.376,190.15900000000002,91.163,192.832,225.032,189.699,252.202,82.77,235.472,127.175,139.92700000000002,127.889,294.612,125.00399999999999,131.259,133.78799999999998,115.465,131.614,95.936,113.479,133.494,109.956,150.405,113.545,78.07,140.899,115.116,140.756,67.949,135.679,32.546,137.122,56.006,150.553,306.375,151.518,316.128,148.991,283.288,143.67700000000002,292.115,142.786,298.539,147.14700000000002,155.795,154.911,125.60700000000001,154.703,146.757,156.42,87.681,158.704,111.37,155.19299999999998,213.605,152.071,52.457,163.99099999999999,254.582,161.825,271.466,165.31099999999998,245.362,159.591,80.19,161.662,316.384,167.533,278.897,166.04,250.46099999999998,172.928,287.187,167.27700000000002,62.372,165.748,82.751,168.704,257.513,174.81099999999998,235.118,176.045,217.74200000000002,175.025,297.759,177.676,125.715,173.00099999999998,76.585,173.628,61.501999999999995,173.24900000000002,292.97,171.808,243.477,170.291,152.076,172.28599999999997,69.768,183.396,265.32099999999997,181.81400000000002,93.704,184.537,304.94,185.312,272.606,182.988,287.01,177.922,202.88099999999997,179.738,234.863,136.822,249.035,192.179,260.767,125.28200000000001,114.376,191.386,89.512,176.75099999999998,104.09,155.165,99.417,195.761,232.646,145.262,120.584,110.175,67.756,161.733,211.899,131.066,229.68400000000003,178.544
56.75,227.0,,260.493,186.61599999999999,120.604,184.81900000000002,,,110.649,184.90200000000002,241.727,190.92,138.026,195.19099999999997,106.64299999999999,192.09900000000002,127.361,190.175,91.15700000000001,192.795,225.049,189.678,252.206,82.806,235.452,127.148,139.91,127.85700000000001,294.6,125.008,131.26,133.765,115.46799999999999,131.645,95.961,113.484,133.655,109.801,150.39600000000002,113.525,78.053,140.86700000000002,115.10799999999999,140.709,68.038,135.691,32.56,137.107,56.032,150.58,306.32599999999996,151.554,316.166,148.953,283.243,143.705,292.157,142.809,298.535,147.16,155.83100000000002,154.889,125.57799999999999,154.701,146.759,156.414,87.65100000000001,158.724,111.374,155.211,213.628,152.082,52.467,163.99,254.612,161.808,271.0,166.0,245.36599999999999,159.578,80.202,161.674,316.401,167.55,278.897,166.03900000000002,250.47,172.92700000000002,287.172,167.282,62.348,165.717,82.762,168.72299999999998,257.54900000000004,174.783,235.03099999999998,176.02200000000002,217.718,175.21400000000003,297.741,177.692,125.678,173.017,76.594,173.644,61.516000000000005,173.264,292.92900000000003,171.84900000000002,243.517,170.294,152.009,172.267,69.765,183.44400000000002,265.334,181.791,93.67,184.52700000000002,304.95,185.271,272.606,182.96599999999998,287.012,177.921,202.905,179.74200000000002,234.856,136.834,249.043,192.18400000000003,260.753,125.291,114.406,191.365,89.506,176.75,104.08200000000001,155.132,99.367,195.753,232.649,145.265,120.53399999999999,110.14200000000001,67.71300000000001,161.719,211.917,131.06799999999998,229.679,178.52900000000002
57.0,228.0,,260.506,186.71599999999998,120.60700000000001,184.799,,,110.652,184.863,241.732,190.771,137.996,195.18400000000003,106.613,192.097,127.285,190.19099999999997,91.178,192.787,225.071,189.71099999999998,252.217,82.824,235.438,127.155,139.911,127.89,294.601,124.98100000000001,131.286,133.76,115.471,131.68,95.962,113.461,133.615,109.697,150.36,113.45100000000001,78.017,140.86,115.101,140.721,68.03699999999999,135.651,32.54,137.123,56.058,150.519,306.382,151.528,316.198,148.918,283.242,143.689,292.186,142.84799999999998,298.586,147.196,155.893,154.951,125.617,154.678,146.767,156.43,87.635,158.731,111.374,155.208,213.614,152.092,52.43899999999999,163.981,254.658,161.783,271.38,165.55900000000003,245.338,159.575,80.187,161.691,316.416,167.541,278.878,166.05200000000002,250.46,172.937,287.165,167.274,62.37,165.67700000000002,82.74799999999999,168.745,257.567,174.774,235.02700000000002,175.97,217.66400000000002,175.165,297.704,177.71099999999998,125.70100000000001,173.007,76.55199999999999,173.608,61.498000000000005,173.27200000000002,292.941,171.84099999999998,243.521,170.31,151.996,172.273,69.758,183.46599999999998,265.277,181.797,93.654,184.535,304.957,185.352,272.618,182.93400000000003,286.92,177.803,202.907,179.75400000000002,234.88299999999998,136.82299999999998,249.041,192.208,260.75,125.26,114.414,191.359,89.48700000000001,176.74900000000002,104.09299999999999,155.142,99.38,195.743,232.68599999999998,145.259,120.59899999999999,110.14399999999999,67.656,161.697,211.99,131.046,229.635,178.52900000000002
57.25,229.0,,260.47700000000003,186.669,120.62200000000001,184.812,61.911,188.213,110.709,184.85,241.725,190.595,138.012,195.19799999999998,106.65100000000001,192.115,127.259,190.18099999999998,91.154,192.732,225.00900000000001,189.665,252.334,82.779,235.46099999999998,127.167,139.915,127.867,294.603,124.926,131.276,133.732,115.464,131.675,95.971,113.495,133.543,109.65700000000001,150.401,113.49600000000001,78.02199999999999,140.856,115.06299999999999,140.739,68.035,135.66,32.532,137.07399999999998,56.125,150.469,306.4,151.571,316.17900000000003,148.983,283.228,143.662,292.14,142.873,298.647,147.183,155.841,154.895,125.771,154.636,146.845,156.543,87.634,158.731,111.382,155.204,213.63,152.132,52.433,163.984,254.637,161.786,271.39,165.451,245.33,159.586,80.178,161.701,316.432,167.542,278.88599999999997,166.044,250.463,172.93099999999998,287.154,167.257,62.388000000000005,165.669,82.74700000000001,168.745,257.54400000000004,174.77599999999998,234.975,175.946,217.703,175.19099999999997,297.744,177.695,125.656,173.023,76.508,173.613,61.532,173.247,292.89099999999996,171.875,243.44299999999998,170.40099999999998,151.995,172.308,69.76100000000001,183.467,265.062,181.84,93.656,184.53,304.957,185.35299999999998,272.61,182.88,286.947,177.892,202.903,179.763,234.90900000000002,136.821,249.051,192.199,260.70799999999997,125.27799999999999,114.42299999999999,191.386,89.51100000000001,176.75400000000002,104.089,155.141,99.39399999999999,195.747,232.68,145.279,120.553,110.04299999999999,67.582,161.661,212.01,130.99200000000002,229.704,178.515
57.5,230.0,,260.485,186.642,120.584,184.797,62.06100000000001,188.104,110.666,184.851,241.704,190.14,138.004,195.208,106.626,192.12400000000002,127.17,190.19099999999997,91.133,192.71200000000002,225.002,189.644,252.31900000000002,82.714,235.49599999999998,127.18700000000001,139.91299999999998,127.867,294.61400000000003,124.885,131.29,133.681,115.455,131.696,95.949,113.42399999999999,133.563,109.493,150.351,113.478,78.021,140.84,115.01799999999999,140.69299999999998,68.113,135.642,32.533,137.07299999999998,56.167,150.49,306.443,151.584,316.171,148.97799999999998,283.26,143.655,292.116,142.886,298.661,147.214,155.83700000000002,154.881,125.861,154.645,146.866,156.536,87.604,158.726,111.376,155.22,213.671,152.179,52.448,163.998,254.63400000000001,161.80200000000002,271.464,165.287,245.332,159.593,80.189,161.69299999999998,316.42,167.467,278.907,166.025,250.44,172.91299999999998,287.151,167.285,62.382,165.707,82.745,168.768,257.535,174.794,234.93599999999998,175.959,217.75599999999997,175.234,297.797,177.7,125.515,173.085,76.51899999999999,173.609,61.544,173.25599999999997,292.733,171.97299999999998,243.549,170.294,151.975,172.274,69.767,183.44,265.024,181.847,93.685,184.52700000000002,304.928,185.37900000000002,272.605,182.859,287.046,178.025,202.96,179.795,234.917,136.787,249.03900000000002,192.213,260.714,125.304,114.414,191.395,89.538,176.74599999999998,104.105,155.113,99.413,195.748,232.672,145.219,120.639,110.056,67.567,161.641,212.014,130.995,229.854,178.503
57.75,231.0,,260.508,186.718,120.57700000000001,184.753,62.043,188.15900000000002,110.633,184.854,241.688,190.11599999999999,138.023,195.204,106.61,192.125,127.15799999999999,190.18599999999998,91.141,192.707,224.93,189.59799999999998,252.285,82.823,235.465,127.166,139.89700000000002,127.87200000000001,294.624,124.84100000000001,131.303,133.711,115.456,131.674,95.96700000000001,113.435,133.754,109.479,150.369,113.45200000000001,78.017,140.84,114.985,140.715,68.065,135.63,32.51,137.093,56.063,150.571,306.546,151.641,316.116,148.967,283.26599999999996,143.664,292.10900000000004,142.895,298.748,147.279,155.785,154.846,125.94,154.666,146.974,156.579,87.682,158.71200000000002,111.34899999999999,155.238,213.69,152.174,52.448,163.997,254.639,161.792,271.0,166.0,245.338,159.623,80.19,161.69299999999998,316.4,167.485,278.992,165.959,250.46200000000002,172.926,287.122,167.278,62.388999999999996,165.718,82.74799999999999,168.799,257.548,174.81099999999998,234.905,175.95,217.782,175.298,297.686,177.71099999999998,125.537,173.085,76.48100000000001,173.608,61.574,173.217,292.778,171.90200000000002,243.53900000000002,170.30599999999998,151.993,172.257,69.777,183.44299999999998,264.982,181.856,93.663,184.524,304.95099999999996,185.385,272.60400000000004,182.82299999999998,287.164,178.175,202.938,179.822,234.90400000000002,136.797,249.00400000000002,192.213,260.703,125.272,114.49799999999999,191.391,89.55,176.72299999999998,104.09700000000001,155.064,99.439,195.738,232.657,145.175,120.574,110.029,67.485,161.626,212.021,130.959,229.893,178.475
58.0,232.0,,260.517,186.701,120.57,184.743,62.151,188.02,110.65799999999999,184.882,241.69400000000002,190.215,137.97799999999998,195.19799999999998,106.601,192.125,127.17399999999999,190.14700000000002,91.13600000000001,192.678,224.945,189.627,252.24900000000002,82.777,235.454,127.152,139.88299999999998,127.906,294.577,124.846,131.274,133.66299999999998,115.432,131.679,95.984,113.389,133.84,109.39,150.414,113.471,78.0,140.84799999999998,114.958,140.71,68.155,135.793,32.503,137.094,56.068000000000005,150.58700000000002,306.524,151.64600000000002,316.098,148.985,283.27,143.639,292.078,142.94299999999998,298.709,147.201,155.713,154.762,126.117,154.608,146.911,156.466,87.646,158.722,111.34100000000001,155.243,213.68200000000002,152.216,52.467,163.998,254.65400000000002,161.791,271.0,166.0,245.331,159.631,80.168,161.696,316.409,167.49400000000003,279.009,165.94,250.467,172.92700000000002,287.137,167.291,62.385,165.672,82.76299999999999,168.77,257.547,174.78099999999998,234.935,175.956,217.835,175.38099999999997,297.616,177.707,125.53299999999999,173.09099999999998,76.497,173.64,61.551,173.21099999999998,292.84,171.864,243.456,170.415,152.04,172.236,69.785,183.42700000000002,264.993,181.845,93.561,184.507,304.94599999999997,185.308,272.569,182.775,287.178,178.222,202.933,179.79,234.94099999999997,136.746,249.012,192.17,260.772,125.225,114.499,191.483,89.494,176.72,104.1,155.014,99.399,195.71599999999998,232.635,145.18,120.485,110.012,67.485,161.63299999999998,212.062,130.993,229.863,178.468
58.25,233.0,,260.532,186.71099999999998,120.561,184.76,62.092,188.072,110.617,184.878,241.68400000000003,190.19099999999997,137.995,195.205,106.594,192.13299999999998,127.15,190.132,91.09899999999999,192.658,225.015,189.672,252.33,82.73299999999999,235.433,127.13799999999999,139.891,127.89399999999999,294.557,124.837,131.192,133.648,115.402,131.67600000000002,95.971,113.411,133.844,109.391,150.359,113.432,78.014,140.887,114.978,140.72299999999998,68.105,135.69799999999998,32.494,137.122,56.068999999999996,150.60399999999998,306.399,151.641,316.096,148.976,283.27,143.64600000000002,292.031,142.986,298.736,147.21200000000002,155.75,154.737,126.271,154.61,146.955,156.55200000000002,87.617,158.735,111.331,155.245,213.73,152.16899999999998,52.466,164.013,254.658,161.791,271.41900000000004,165.608,245.327,159.623,80.171,161.708,316.405,167.52200000000002,279.005,165.93200000000002,250.435,172.92,287.131,167.27700000000002,62.412,165.702,82.75399999999999,168.75799999999998,257.567,174.748,234.90900000000002,175.955,217.78900000000002,175.358,297.612,177.717,125.484,173.115,76.51100000000001,173.61,61.551,173.21400000000003,292.837,171.84799999999998,243.498,170.387,152.014,172.209,69.774,183.455,264.985,181.829,93.531,184.483,304.974,185.396,272.559,182.701,287.217,178.27700000000002,202.923,179.81599999999997,234.979,136.72899999999998,248.99200000000002,192.19299999999998,260.79,125.24600000000001,114.521,191.42,89.59200000000001,176.713,104.101,154.97899999999998,99.429,195.68400000000003,232.597,145.187,120.24799999999999,109.958,67.482,161.625,212.062,130.969,229.84,178.459
58.5,234.0,,260.507,186.705,120.56700000000001,184.74200000000002,62.062,188.044,110.59299999999999,184.882,241.658,190.082,137.935,195.205,106.56700000000001,192.13099999999997,127.19,190.115,91.10700000000001,192.64,225.00799999999998,189.662,252.3,82.68,235.442,127.13600000000001,139.941,127.86399999999999,294.54400000000004,124.78299999999999,131.225,133.662,115.426,131.66299999999998,95.973,113.41799999999999,133.69899999999998,109.383,150.38,113.45700000000001,78.025,140.911,114.97399999999999,140.71200000000002,68.187,135.731,32.496,137.134,56.11600000000001,150.506,306.402,151.656,316.07099999999997,148.97899999999998,283.238,143.639,292.046,142.966,298.693,147.246,155.78,154.718,126.185,154.6,146.972,156.614,87.634,158.724,111.31299999999999,155.263,213.72099999999998,152.17700000000002,52.48,163.99599999999998,254.697,161.784,271.421,165.637,245.321,159.61700000000002,80.173,161.725,316.421,167.511,279.005,165.93400000000003,250.421,172.915,287.118,167.271,62.408,165.727,82.762,168.78099999999998,257.579,174.75400000000002,234.84,175.9,217.77,175.56,297.599,177.706,125.48,173.105,76.50399999999999,173.607,61.547,173.232,292.911,171.796,243.47799999999998,170.36900000000003,152.014,172.19,69.79,183.426,264.893,181.822,93.53399999999999,184.49200000000002,304.964,185.387,272.54,182.642,287.224,178.295,202.907,179.82,234.976,136.72799999999998,248.995,192.203,260.808,125.235,114.465,191.456,89.63600000000001,176.71200000000002,104.07600000000001,154.922,99.417,195.66400000000002,232.58700000000002,145.17600000000002,120.334,109.98299999999999,67.47399999999999,161.634,212.074,130.958,229.861,178.452
58.75,235.0,,260.509,186.727,120.58200000000001,184.735,62.048,188.15599999999998,110.556,184.87,241.687,190.078,137.936,195.192,106.53200000000001,192.136,127.13600000000001,190.112,91.1,192.637,225.088,189.662,252.343,82.685,235.465,127.11,139.941,127.85799999999999,294.52099999999996,124.79899999999999,131.238,133.696,115.43,131.679,95.97200000000001,113.37700000000001,133.627,109.37799999999999,150.403,113.45299999999999,78.027,140.899,114.98200000000001,140.686,68.153,135.73,32.483000000000004,137.142,56.151,150.52200000000002,306.33099999999996,151.60399999999998,316.045,149.009,283.233,143.635,292.029,143.05100000000002,298.719,147.274,155.829,154.689,126.271,154.55,147.003,156.7,87.68700000000001,158.71200000000002,111.302,155.259,213.71099999999998,152.189,52.505,163.99900000000002,254.75099999999998,161.776,271.38,165.808,245.31099999999998,159.609,80.14399999999999,161.722,316.4,167.52700000000002,278.98900000000003,165.947,250.43099999999998,172.89700000000002,287.093,167.24200000000002,62.428000000000004,165.725,82.74600000000001,168.755,257.58,174.766,234.801,175.86599999999999,217.755,175.65,297.688,177.72299999999998,125.459,173.118,76.482,173.595,61.553999999999995,173.2,292.933,171.76,243.49200000000002,170.365,151.934,172.201,69.817,183.418,264.881,181.813,93.56200000000001,184.52,304.999,185.43,272.522,182.59599999999998,287.205,178.324,202.933,179.808,234.979,136.702,248.97099999999998,192.18,260.78,125.26,114.525,191.38099999999997,89.65299999999999,176.704,104.085,154.918,99.529,195.653,232.59599999999998,145.148,120.37799999999999,109.98700000000001,67.453,161.622,212.053,130.976,229.94,178.46
59.0,236.0,,260.51599999999996,186.722,120.539,184.71400000000003,62.253,187.803,110.56700000000001,184.855,241.673,189.99,137.98,195.18599999999998,106.50200000000001,192.15099999999998,127.17299999999999,190.09599999999998,91.10799999999999,192.635,225.095,189.65599999999998,252.305,82.762,235.463,127.113,139.937,127.861,294.52099999999996,124.824,131.234,133.719,115.43,131.665,95.991,113.38799999999999,133.67,109.302,150.345,113.40700000000001,78.00399999999999,140.908,114.96600000000001,140.701,68.089,135.72799999999998,32.484,137.126,56.122,150.533,306.369,151.549,316.04,149.045,283.245,143.63,291.95099999999996,143.059,298.728,147.284,155.773,154.684,126.294,154.52,146.92700000000002,156.757,87.706,158.71,111.294,155.267,213.71599999999998,152.155,52.525,164.00400000000002,254.755,161.754,271.35200000000003,165.949,245.33,159.60399999999998,80.15100000000001,161.713,316.415,167.52900000000002,278.975,165.965,250.407,172.896,287.08,167.264,62.411,165.778,82.759,168.767,257.563,174.78,234.821,175.829,217.71099999999998,175.699,297.71,177.74099999999999,125.485,173.09599999999998,76.475,173.623,61.538999999999994,173.19799999999998,292.95599999999996,171.725,243.52700000000002,170.377,151.95,172.145,69.809,183.43099999999998,264.878,181.84599999999998,93.509,184.517,305.043,185.396,272.51599999999996,182.63400000000001,287.235,178.38099999999997,202.92700000000002,179.808,234.93,136.72299999999998,248.97799999999998,192.18400000000003,260.764,125.274,114.52799999999999,191.37599999999998,89.712,176.734,104.06700000000001,154.889,99.595,195.65200000000002,232.595,145.14600000000002,120.318,109.941,67.437,161.594,212.076,130.906,229.924,178.47799999999998
59.25,237.0,,260.52299999999997,186.733,120.551,184.71900000000002,62.273,187.865,110.573,184.84900000000002,241.64700000000002,189.903,137.982,195.166,106.46,192.18900000000002,127.208,190.081,91.12,192.63299999999998,225.106,189.657,252.271,82.802,235.449,127.117,139.918,127.87700000000001,294.525,124.814,131.23,133.72,115.429,131.654,95.95,113.37299999999999,133.66899999999998,109.32,150.33100000000002,113.311,78.00399999999999,140.9,114.95200000000001,140.67600000000002,68.021,135.769,32.486,137.122,56.086999999999996,150.60299999999998,306.518,151.58,316.034,149.079,283.23,143.637,292.002,143.055,298.776,147.308,155.705,154.635,126.33,154.512,146.93200000000002,156.85,87.73899999999999,158.692,111.307,155.262,213.72,152.13,52.552,164.005,254.791,161.735,271.336,165.987,245.33700000000002,159.615,80.145,161.701,316.432,167.543,278.957,165.995,250.39,172.9,287.08099999999996,167.265,62.361999999999995,165.85,82.71600000000001,168.76,257.552,174.767,234.78599999999997,175.80700000000002,217.66099999999997,175.793,297.686,177.757,125.405,173.13299999999998,76.476,173.613,61.566,173.206,292.867,171.79,243.576,170.356,151.93,172.155,69.812,183.388,264.882,181.829,93.50399999999999,184.518,305.018,185.418,272.513,182.50799999999998,287.16,178.31599999999997,202.93200000000002,179.733,234.945,136.697,249.002,192.18099999999998,260.76599999999996,125.25299999999999,114.573,191.38099999999997,89.676,176.72799999999998,104.071,154.859,99.561,195.65099999999998,232.56400000000002,145.17600000000002,120.26799999999999,109.914,67.449,161.485,212.09599999999998,130.937,229.975,178.486
