TimesH,Frame,3,8,11,14,35,36,37,38,55,69,75,79,83,86,103,121,135,157,162,167,187,204,212,215,219,222,227,230,243,247,248,251,273,276,277,278,279,281,302,304,324,327,333,336,337,342,343,347,348,349,355,360,362,371,376,393,394,398,401,408,409,411,418,419,428,438,455,459,476,480,489,503,509,511,518,532,541,547,550,554,556,557,564,653,689,737,777,780,806,817,898,908,910,933,1078,1130,1149,1156,1172,1282,1331
0.0,0.0,685.2310000000001,625.389,,681.518,681.632,682.693,693.357,638.962,628.952,685.753,667.0160000000001,623.644,697.066,695.96,704.7769999999999,648.396,625.066,720.488,681.8860000000001,643.401,695.707,677.556,621.826,686.235,615.253,616.695,701.057,679.545,658.181,619.625,718.192,618.7280000000001,689.33,725.932,620.891,618.845,637.635,622.386,725.953,675.36,629.54,711.695,629.35,722.169,624.587,708.325,626.1990000000001,639.744,637.02,619.222,631.089,620.616,667.2489999999999,676.198,725.628,642.4,696.0210000000001,653.599,709.797,670.191,645.557,629.18,660.1439999999999,654.802,649.197,671.172,643.398,659.842,641.0740000000001,670.3810000000001,682.748,674.801,689.03,651.656,683.8510000000001,721.3510000000001,669.059,657.965,708.187,688.341,686.248,677.2739999999999,675.7489999999999,,,,,,,,,,,,,,,,,,
0.25,1.0,677.433,622.32,,673.01,668.1489999999999,678.71,671.549,634.16,623.823,677.248,660.17,621.002,684.303,682.443,694.495,639.753,621.596,705.0360000000001,671.808,640.249,682.96,665.175,620.547,674.9169999999999,614.976,616.489,688.24,664.827,649.774,618.745,695.189,617.31,678.923,704.091,619.747,618.286,630.94,620.242,702.686,662.34,627.904,693.807,627.623,705.6389999999999,623.255,685.971,622.879,638.433,629.144,617.023,631.016,619.158,656.112,663.765,703.3389999999999,636.205,683.138,650.97,693.5260000000001,657.2669999999999,647.39,625.46,647.854,642.123,642.554,664.6419999999999,639.7330000000001,651.11,632.307,666.56,680.643,669.4860000000001,675.581,647.401,678.317,699.645,657.368,646.826,684.0830000000001,673.3889999999999,669.221,672.262,664.685,,,,,,,,,,,,,,,,,,
0.5,2.0,675.82,622.39,651.489,671.414,663.905,675.5360000000001,664.679,630.3380000000001,623.736,675.8860000000001,657.643,621.0880000000001,680.8580000000001,679.7760000000001,694.388,636.145,619.883,700.8539999999999,671.685,636.992,680.029,663.0989999999999,618.986,670.3430000000001,614.025,616.964,684.796,661.592,646.489,617.7909999999999,688.065,617.5930000000001,673.202,697.793,619.2330000000001,618.362,629.951,619.881,696.73,659.735,627.362,688.0310000000001,626.847,700.21,621.684,681.049,622.565,635.336,628.673,617.6659999999999,629.309,618.589,652.484,661.323,695.7260000000001,634.7769999999999,680.1289999999999,649.188,687.982,653.409,643.819,624.274,644.898,638.268,640.545,663.158,636.3240000000001,648.52,631.9490000000001,666.332,675.2919999999999,664.326,671.915,645.948,676.431,693.673,652.882,643.727,677.451,669.971,664.0039999999999,669.326,662.065,,,,,,,,,,,,,,,,,,
0.75,3.0,671.263,620.591,648.7769999999999,669.127,661.55,670.6489999999999,658.7869999999999,629.715,622.898,671.3919999999999,652.2,620.2869999999999,678.242,675.25,687.4010000000001,634.134,620.174,693.145,667.5239999999999,635.137,677.4910000000001,659.087,618.3919999999999,667.915,613.725,616.077,679.832,657.9060000000001,644.585,617.885,680.788,616.002,671.033,693.073,618.822,618.184,627.961,619.036,690.248,657.138,624.346,685.462,626.6030000000001,695.2810000000001,622.128,672.9739999999999,622.186,633.577,627.169,617.5319999999999,628.2819999999999,618.246,648.49,658.367,689.1110000000001,633.962,675.6619999999999,647.026,683.2660000000001,651.189,643.025,623.067,642.014,637.3,638.436,658.305,634.8530000000001,643.775,629.879,665.072,669.0319999999999,658.8660000000001,667.368,642.507,669.936,684.987,652.341,640.6080000000001,669.6289999999999,665.186,662.377,666.1310000000001,657.352,,,,,,,,,,,,,,,,,,
1.0,4.0,667.077,619.905,647.636,666.5219999999999,658.342,665.17,655.513,627.47,622.295,670.005,650.592,619.953,674.5360000000001,668.192,681.525,632.936,619.799,684.285,663.1080000000001,634.482,673.715,655.578,618.283,664.747,612.779,615.799,675.6189999999999,653.601,642.5,617.266,675.085,617.191,667.216,684.5360000000001,617.793,616.759,626.94,618.475,682.4780000000001,654.109,624.187,678.8960000000001,624.7130000000001,689.475,621.554,668.493,621.427,632.269,625.822,616.486,627.692,617.649,646.234,654.04,683.0160000000001,632.4,671.039,642.719,679.117,648.4580000000001,640.909,622.38,638.893,635.048,636.828,654.132,632.9119999999999,641.817,628.887,660.745,662.9680000000001,653.686,664.0210000000001,642.727,665.762,680.4069999999999,649.87,638.896,663.8860000000001,661.615,657.5060000000001,664.115,655.691,,,,,,,,,,,,,,,,,,
1.25,5.0,664.0060000000001,619.678,644.7669999999999,663.855,656.173,662.5889999999999,651.744,627.418,620.793,667.465,648.507,618.3919999999999,670.692,664.329,675.092,632.005,618.816,680.084,660.462,632.094,668.813,652.999,617.934,661.4010000000001,613.625,615.373,673.607,650.646,640.347,617.47,668.6039999999999,617.01,664.3789999999999,680.049,618.0930000000001,617.94,625.748,617.481,675.437,652.555,623.321,675.3510000000001,624.872,685.84,621.586,664.77,621.461,630.825,625.868,615.769,626.573,616.44,644.244,653.096,676.118,631.779,669.863,641.893,675.203,646.064,639.56,621.765,637.317,633.768,635.52,651.271,630.0369999999999,638.1030000000001,627.19,656.7239999999999,659.197,649.575,661.2560000000001,639.989,659.363,676.2760000000001,648.698,636.9580000000001,659.4910000000001,660.205,656.8530000000001,661.34,652.99,,,,,,,,,,,,,,,,,,
1.5,6.0,661.0369999999999,619.4119999999999,643.847,662.115,653.846,659.363,648.811,626.31,620.165,666.248,646.735,617.839,668.885,662.46,670.816,631.136,617.252,676.2860000000001,659.558,631.362,666.7189999999999,650.716,617.842,660.125,612.847,615.618,669.695,649.674,638.389,617.658,666.2180000000001,617.145,661.4939999999999,675.2080000000001,618.006,617.781,625.559,618.082,670.883,651.36,623.15,672.238,625.573,681.83,621.887,659.7610000000001,620.73,630.256,624.576,615.638,625.969,617.626,641.865,651.71,671.435,631.288,667.434,639.006,673.926,644.888,637.249,621.525,636.414,631.151,632.918,647.862,629.6569999999999,636.1469999999999,627.439,655.0419999999999,655.326,646.951,658.618,638.3919999999999,656.942,672.1010000000001,647.424,635.369,657.893,657.7510000000001,653.9169999999999,658.9739999999999,648.722,,,,,,,,,,,,,,,,,,
1.75,7.0,659.327,618.5409999999999,643.215,658.427,652.518,657.1189999999999,646.944,625.965,620.2330000000001,661.86,646.217,617.43,665.794,659.9689999999999,666.952,630.2959999999999,617.312,672.216,656.227,630.591,664.9939999999999,649.2,617.239,658.477,613.548,615.427,667.028,646.874,637.17,617.7130000000001,661.5889999999999,616.015,659.029,672.821,617.722,616.39,625.39,618.128,665.7510000000001,647.913,623.133,669.362,624.184,677.921,621.375,656.44,620.9730000000001,630.117,624.219,615.742,626.59,616.8530000000001,641.134,649.609,667.3810000000001,630.569,666.61,637.8340000000001,667.93,643.4630000000001,637.754,621.369,634.763,631.7090000000001,632.361,646.781,629.0369999999999,634.487,627.487,651.264,652.533,645.197,656.206,637.232,650.898,669.1560000000001,646.724,635.448,652.817,654.195,651.844,655.845,648.632,,,,,,,,,,,,,,,,,,
2.0,8.0,656.145,618.817,642.2040000000001,656.613,649.08,653.795,643.734,625.464,619.952,658.643,644.7280000000001,618.582,662.4019999999999,656.525,663.197,629.515,616.58,670.9730000000001,653.906,629.751,660.61,648.214,617.597,655.436,612.744,615.413,664.675,644.409,636.406,618.064,661.2080000000001,616.511,657.941,669.954,617.788,617.434,625.081,618.69,663.454,647.464,623.377,666.576,624.2180000000001,672.7180000000001,620.321,655.314,621.184,628.4630000000001,623.9830000000001,614.974,626.106,617.2819999999999,639.7819999999999,649.08,665.357,630.758,662.9069999999999,635.797,667.4689999999999,642.655,636.918,620.896,635.255,629.832,632.511,645.743,628.2130000000001,634.423,625.888,648.327,649.938,642.9019999999999,655.186,635.552,649.38,664.13,643.736,633.319,652.001,653.778,649.648,654.58,647.312,,,,,,,,,,,,,,,,,,
