TimesH,Frame,0,4,5,19,22,27,28,33,34,37,77,85,88,90,93,95,99,101,111,115,121,124,125,131,134,135,140,141,144,146,147,151,153,154,160,163,164,170,172,177,181,183,185,189,191,193,195,196,198,199,203,204,205,206,209,210,213,214,217,218,220,222,225,288,309,379,392,413,442,450,520,559,592,605,705
0.0,0.0,643.888,644.309,629.738,646.899,637.761,634.698,650.06,638.1469999999999,643.154,628.104,610.559,616.3290000000001,614.684,613.499,615.28,615.763,612.101,612.808,613.14,616.493,617.924,613.249,610.96,613.13,615.88,612.442,618.335,617.399,616.396,619.51,624.369,623.115,625.13,625.219,619.075,615.089,635.078,633.488,631.36,624.055,616.207,635.1519999999999,639.489,627.428,620.812,630.309,640.284,632.406,623.525,626.705,636.895,632.3580000000001,621.3380000000001,628.658,638.691,623.663,633.24,642.082,640.911,623.072,642.587,634.2090000000001,617.138,,,,,,,,,,,,
0.25,1.0,640.696,640.736,629.905,646.146,636.6709999999999,630.92,648.5269999999999,636.305,644.933,627.8580000000001,609.8480000000001,616.695,614.156,612.091,614.783,614.96,611.77,611.85,611.984,615.565,617.263,613.096,610.107,613.626,615.018,611.868,617.597,616.469,616.7130000000001,618.565,624.086,622.2,624.9019999999999,625.559,617.997,615.594,635.481,630.69,630.9209999999999,622.986,614.743,632.31,638.628,627.355,623.258,630.0319999999999,638.6619999999999,632.389,623.264,625.982,635.04,632.172,623.4069999999999,628.437,638.842,622.383,634.406,640.51,643.688,621.9680000000001,639.5219999999999,632.534,617.8340000000001,,,,,,,,,,,,
0.5,2.0,641.745,641.505,630.337,646.681,635.9830000000001,629.755,649.49,635.7719999999999,644.566,627.227,610.504,616.813,614.8380000000001,612.933,614.835,614.5409999999999,612.116,611.1759999999999,611.893,615.372,617.78,612.638,610.161,614.523,615.577,611.62,617.467,616.471,615.146,617.5169999999999,624.429,621.62,625.0930000000001,625.7130000000001,618.148,615.933,636.464,631.255,630.229,623.93,614.029,633.626,641.12,627.02,622.1709999999999,629.746,639.724,633.578,621.9159999999999,626.466,636.045,630.754,622.855,627.938,639.486,623.26,634.431,640.552,643.1759999999999,623.0219999999999,639.194,632.378,616.9169999999999,,,,,,,,,,,,
0.75,3.0,639.721,642.013,630.924,646.934,636.144,629.55,650.4259999999999,635.818,644.83,627.368,610.538,616.641,613.187,612.998,614.513,614.835,611.668,611.947,612.302,615.8969999999999,616.4830000000001,612.903,610.0,613.673,614.047,611.102,617.381,616.144,615.6569999999999,617.673,624.621,622.067,626.279,626.211,616.7180000000001,616.224,636.351,631.748,630.965,623.643,615.8240000000001,632.8919999999999,639.159,627.688,623.132,630.547,639.992,633.436,623.194,625.1469999999999,634.672,631.364,623.186,627.9730000000001,637.561,623.076,635.96,640.425,643.168,621.284,641.307,634.008,616.616,,,,,,,,,,,,
1.0,4.0,639.9580000000001,641.205,630.826,647.278,635.964,629.03,649.663,635.4630000000001,645.592,626.734,610.5169999999999,616.433,613.895,612.758,615.065,614.929,611.42,611.9119999999999,611.7919999999999,613.852,617.306,612.673,610.276,613.056,614.322,611.258,616.84,616.635,616.354,617.81,625.1659999999999,622.066,625.6080000000001,625.3240000000001,617.085,616.105,636.303,632.004,630.962,624.016,615.942,633.668,638.132,626.682,622.762,630.566,638.347,631.5930000000001,621.773,627.3580000000001,634.738,630.706,624.194,628.309,638.274,623.384,635.383,640.969,644.115,621.758,641.369,633.007,616.312,,,,,,,,,,,,
1.25,5.0,638.925,640.638,631.1519999999999,647.817,636.308,629.112,650.732,635.561,644.528,626.634,609.6669999999999,616.9680000000001,614.305,613.422,614.182,614.99,611.744,612.156,611.531,615.2909999999999,617.052,613.132,609.266,614.519,614.9,611.22,616.646,616.064,616.235,617.385,624.86,621.882,625.877,625.873,616.8340000000001,616.214,636.0169999999999,631.998,630.163,624.113,615.874,632.087,638.054,626.803,623.125,630.66,637.5840000000001,631.587,622.612,626.726,635.844,630.826,623.668,629.274,636.684,623.112,636.006,639.346,642.194,622.886,640.8340000000001,633.035,615.863,,,,,,,,,,,,
1.5,6.0,640.8290000000001,641.241,631.5319999999999,646.849,,628.3530000000001,650.097,634.6419999999999,644.4730000000001,626.261,609.942,616.437,613.867,613.741,614.599,615.373,611.83,611.754,611.7130000000001,615.964,617.097,613.076,610.246,613.511,615.375,611.5419999999999,616.299,615.535,616.599,617.915,625.557,622.025,624.674,626.289,617.311,616.067,636.053,633.395,630.74,623.384,615.566,632.131,638.643,627.619,623.34,630.77,637.351,631.786,622.164,626.66,635.596,631.244,622.813,628.42,635.505,623.192,635.102,639.299,642.609,622.592,641.784,634.138,615.573,,,,,,,,,,,,
1.75,7.0,639.441,640.8340000000001,631.168,646.4630000000001,,627.4069999999999,649.726,634.328,646.196,626.11,609.565,617.235,614.043,612.7669999999999,615.715,614.825,611.734,611.76,611.614,614.799,618.179,612.441,610.069,613.711,614.891,611.433,616.763,616.173,616.2669999999999,615.832,624.28,621.697,624.689,626.621,616.589,616.423,637.2090000000001,631.497,629.69,624.323,615.369,633.341,638.063,626.6619999999999,622.521,631.058,639.14,631.6469999999999,621.099,628.534,634.914,631.884,623.701,628.856,637.506,623.059,635.6080000000001,639.802,642.871,623.573,641.4259999999999,634.386,615.043,,,,,,,,,,,,
2.0,8.0,640.0219999999999,640.278,629.611,646.703,,626.686,649.403,634.945,645.702,626.203,610.375,616.419,613.773,612.4019999999999,614.956,614.058,611.6,611.341,610.759,614.64,616.594,613.113,610.3969999999999,613.8969999999999,614.952,611.225,616.423,615.384,615.9119999999999,616.84,625.712,621.934,623.981,626.161,616.51,617.581,637.298,631.773,630.813,625.1469999999999,615.507,632.756,637.544,627.818,623.6759999999999,630.52,637.5,633.014,622.441,627.803,634.198,631.778,623.504,629.4630000000001,636.396,622.815,637.217,638.5409999999999,643.6519999999999,623.304,642.33,634.105,615.506,,,,,,,,,,,,
2.25,9.0,638.5369999999999,641.096,631.159,646.092,634.967,626.886,650.126,634.505,646.406,624.466,610.865,616.6759999999999,613.518,613.3009999999999,614.872,614.101,612.403,611.524,611.847,614.683,616.488,613.116,609.757,614.173,615.389,611.855,616.235,615.882,616.568,616.865,624.431,621.376,624.2,626.68,616.686,616.52,635.89,633.096,631.0319999999999,623.679,615.4,633.725,638.2919999999999,627.339,623.039,630.883,638.582,630.637,621.2,628.924,634.232,631.618,623.644,627.8530000000001,635.441,621.302,636.11,639.0269999999999,643.695,622.2869999999999,641.1569999999999,634.618,616.153,,,,,,,,,,,,
2.5,10.0,639.2769999999999,641.219,631.655,646.985,635.043,628.354,649.554,634.1669999999999,646.2669999999999,624.831,609.737,615.794,614.065,613.359,614.889,613.854,611.482,612.1419999999999,611.258,615.181,617.013,613.27,611.047,613.543,614.698,611.587,615.776,615.856,616.464,616.067,624.991,621.4259999999999,623.602,626.136,615.922,617.536,635.286,633.151,631.453,624.232,615.786,632.4259999999999,637.316,627.035,623.71,630.7769999999999,636.763,630.182,621.799,628.24,633.811,632.146,623.811,628.914,636.054,622.2080000000001,635.515,639.155,644.312,622.845,642.195,634.726,616.498,,,,,,,,,,,,
2.75,11.0,638.9830000000001,640.0169999999999,631.122,647.505,635.654,626.629,649.75,634.413,646.008,624.74,610.141,616.085,613.501,613.942,614.389,614.248,612.161,611.362,611.255,615.168,616.451,613.1419999999999,610.178,613.8290000000001,614.929,611.0740000000001,615.6469999999999,615.826,616.47,616.918,624.1419999999999,620.346,623.845,626.619,615.987,616.996,634.592,633.946,631.992,624.4169999999999,615.242,632.513,637.821,627.315,622.502,631.164,637.319,629.33,620.505,628.549,633.763,632.563,624.119,627.648,636.118,622.73,636.529,638.14,644.327,623.427,641.8330000000001,633.915,615.371,,,,,,,,,,,,
3.0,12.0,639.679,640.349,632.2959999999999,647.705,,626.1709999999999,650.444,634.881,646.434,624.445,609.607,615.75,613.482,614.253,614.626,613.529,611.526,611.8530000000001,611.174,614.678,615.852,613.8330000000001,610.62,614.34,615.471,611.312,615.806,615.41,616.489,616.731,624.159,620.663,623.722,626.659,615.572,616.9119999999999,635.825,633.408,630.987,624.7130000000001,616.069,632.485,637.939,627.738,623.27,630.908,637.547,629.9630000000001,620.409,628.757,633.0409999999999,631.432,623.976,629.011,636.019,622.444,637.005,639.864,643.437,623.524,643.019,634.694,615.135,,,,,,,,,,,,
3.25,13.0,639.882,639.84,631.781,646.255,,626.428,650.016,633.38,646.616,625.898,609.74,616.077,613.061,613.531,614.555,614.335,611.472,611.841,611.8290000000001,614.675,616.249,613.4730000000001,610.327,613.865,615.696,611.456,617.197,615.617,616.689,617.4630000000001,624.429,620.627,623.864,625.638,616.4630000000001,616.516,634.515,633.0980000000001,630.044,624.857,617.039,633.033,638.114,627.785,623.798,630.476,637.045,629.4730000000001,621.006,628.448,631.948,631.062,624.1619999999999,628.461,635.653,622.53,636.547,639.466,643.297,623.677,643.012,635.372,615.491,,,,,,,,,,,,
