TimesH,Frame,NoMissing,26,26,53,53,75,75,95,95,102,102,108,108,135,135,137,137,141,141,142,142,176,176,183,183,184,184,186,186,194,194,201,201,209,209,216,216,229,229,237,237,252,252,265,265,266,266,283,283,291,291,294,294,301,301,304,304,315,315,351,351,356,356,377,377,382,382,385,385,394,394,397,397,403,403,406,406,413,413,414,414,420,420,430,430,439,439,481,481,485,485,488,488,745,745,823,823,1003,1003,1109,1109,1110,1110
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
220.25,881.0,,114.79799999999999,17.089000000000002,233.77700000000002,30.984,110.806,44.496,104.195,55.272,220.95,57.76,98.541,60.175,278.724,68.967,291.732,71.39399999999999,255.218,72.484,264.099,71.977,267.855,85.65299999999999,88.844,88.43799999999999,110.029,88.875,227.21200000000002,87.16,116.40299999999999,98.506,289.413,96.352,304.017,101.333,81.9,102.101,267.85,106.235,254.94,109.235,79.15,115.492,64.773,117.95,129.064,119.785,311.755,122.84200000000001,228.57,126.281,87.51700000000001,128.02,291.806,127.749,36.388000000000005,131.394,248.237,132.881,279.822,141.21200000000002,73.506,145.575,314.411,149.50799999999998,110.72,151.14,303.824,151.343,65.456,154.38299999999998,284.54400000000004,153.985,311.711,157.194,132.079,153.56,229.19299999999998,159.357,265.83,156.0,78.293,160.47,29.624000000000002,163.917,145.79,164.11700000000002,20.329,180.954,280.363,179.019,101.641,179.02200000000002,244.584,76.847,283.241,84.90799999999999,125.28,157.499,240.16,132.888,287.268,142.984
220.5,882.0,,114.79700000000001,17.11,233.736,31.066999999999997,110.71799999999999,44.531000000000006,104.281,55.376000000000005,220.928,57.787,98.505,60.191,278.661,68.938,291.70599999999996,71.442,255.262,72.613,264.068,71.977,267.83099999999996,85.677,88.79899999999999,88.34700000000001,110.04799999999999,88.936,227.255,87.141,116.527,98.241,289.346,96.32,304.16900000000004,101.265,81.84,102.027,267.835,106.26899999999999,253.296,109.56,79.173,115.50299999999999,64.819,117.896,129.123,119.853,311.814,122.92299999999999,228.581,126.259,87.48899999999999,128.023,291.835,127.802,36.394,131.458,248.36599999999999,133.05,279.829,141.224,73.525,145.71200000000002,314.38,149.44299999999998,110.749,151.05200000000002,303.692,151.248,65.447,154.41899999999998,284.611,153.971,311.676,157.261,132.07,153.569,229.22099999999998,159.439,265.892,155.998,78.29899999999999,160.382,29.725,163.792,145.803,164.113,20.364,180.975,280.283,179.01,101.68799999999999,179.02900000000002,244.593,76.79899999999999,283.256,84.884,125.243,157.391,239.03900000000002,131.86,287.293,142.94899999999998
220.75,883.0,,114.855,17.243,233.796,30.984,110.616,44.507,104.195,55.346000000000004,220.898,57.666000000000004,98.50299999999999,60.173,278.705,69.036,291.722,71.389,255.225,72.495,264.068,71.962,267.843,85.708,88.79,88.375,110.079,88.915,227.213,87.105,116.525,98.07600000000001,289.379,96.306,304.116,101.194,81.89399999999999,102.01700000000001,267.877,106.22200000000001,254.2,109.322,79.15899999999999,115.46600000000001,64.723,117.897,129.24200000000002,119.848,311.737,122.875,228.57299999999998,126.244,87.469,128.014,291.84,127.749,36.455,131.377,248.51,133.24,279.994,141.381,73.583,145.761,314.324,149.421,110.77799999999999,150.975,303.805,151.16899999999998,65.457,154.401,284.535,153.94,311.639,157.245,132.142,153.47,229.273,159.411,265.834,156.015,78.32300000000001,160.303,29.713,163.766,145.817,164.047,20.503,180.92,280.296,178.975,101.626,179.0,244.62,76.828,283.2,84.994,125.32700000000001,157.453,239.077,131.74,287.368,142.842
221.0,884.0,,114.83,17.236,233.75099999999998,30.94,110.486,44.464,104.179,55.288000000000004,220.83700000000002,57.648,98.537,60.211000000000006,278.737,68.91199999999999,291.68,71.343,255.358,72.94,264.058,71.96,267.788,85.71700000000001,88.795,88.281,110.07,88.834,227.2,87.03399999999999,116.541,98.025,289.476,96.234,303.952,101.15899999999999,81.84100000000001,101.965,267.973,106.17399999999999,254.148,109.32,79.097,115.23,64.777,117.89200000000001,129.145,119.96600000000001,311.83299999999997,122.758,228.645,126.227,87.48,128.01,291.807,127.823,36.405,131.32399999999998,248.472,133.36,279.998,141.34799999999998,73.59899999999999,145.736,314.389,149.447,110.779,151.005,303.7,151.10399999999998,65.459,154.356,284.615,153.82,311.661,157.281,132.097,153.475,229.271,159.44299999999998,265.814,155.953,78.308,160.333,29.65,163.82,145.808,163.92700000000002,20.605,180.733,280.268,178.96200000000002,101.604,178.967,244.71200000000002,76.846,283.277,84.978,125.273,157.362,239.66,132.122,287.357,142.859
221.25,885.0,,114.867,17.282,233.69,30.955,110.699,44.49,104.089,55.256,220.817,57.676,98.56700000000001,60.206,278.699,68.89,291.656,71.352,255.34,72.785,264.017,71.95,267.77099999999996,85.71799999999999,88.801,88.22200000000001,110.027,88.84100000000001,227.255,87.01299999999999,116.598,97.779,289.488,96.186,304.115,101.117,81.736,101.98700000000001,268.135,106.13,254.55900000000003,108.913,79.21,115.351,64.733,117.822,129.251,119.87,311.843,122.87100000000001,228.571,126.25399999999999,87.495,128.10299999999998,291.64099999999996,127.78,36.446,131.35,248.44799999999998,133.209,280.112,141.44299999999998,73.586,145.763,314.378,149.406,110.821,151.013,303.597,151.112,65.51,154.328,284.499,153.91,311.75,157.20600000000002,132.097,153.498,229.28799999999998,159.476,265.829,155.97299999999998,78.34899999999999,160.322,29.615,163.86599999999999,145.83,163.814,20.541,180.753,280.315,178.96099999999998,101.56,179.007,244.65,76.796,283.29,84.887,125.291,157.361,239.326,131.753,287.462,142.786
221.5,886.0,,114.87100000000001,17.203,233.74599999999998,30.962,110.773,44.365,104.07700000000001,55.185,220.763,57.708999999999996,98.574,60.225,278.73900000000003,68.965,291.722,71.285,255.40900000000002,73.07,263.983,71.944,267.733,85.709,88.854,88.279,110.01899999999999,88.84200000000001,227.196,86.939,116.48,97.885,289.47900000000004,96.065,304.01099999999997,101.165,81.774,101.969,268.253,106.03399999999999,254.157,109.339,79.196,115.30799999999999,64.757,117.87299999999999,129.309,119.829,311.883,122.984,228.497,126.28,87.465,128.14,291.647,127.848,36.424,131.332,248.315,133.07399999999998,280.027,141.33,73.643,145.79399999999998,314.389,149.453,110.821,150.967,303.606,151.178,65.52600000000001,154.304,284.48900000000003,153.957,311.849,157.279,132.078,153.493,229.282,159.467,265.835,155.964,78.468,160.405,29.636,163.935,145.775,163.91299999999998,20.595,180.59400000000002,280.293,178.916,101.521,179.043,244.611,76.751,283.305,84.962,125.285,157.278,238.53099999999998,130.166,287.426,142.83700000000002
221.75,887.0,,114.913,17.144000000000002,233.812,30.955,110.8,44.496,104.056,55.18,220.767,57.59,98.53,60.22,278.736,68.994,291.682,71.315,255.36,72.908,263.98900000000003,71.965,267.77099999999996,85.723,88.88600000000001,88.31299999999999,109.973,88.811,227.197,86.94,116.40700000000001,98.04799999999999,289.472,96.012,304.15,101.205,81.758,101.93700000000001,268.269,105.999,254.555,109.134,79.181,115.33,64.771,117.912,129.253,119.895,311.902,122.96,228.69400000000002,126.301,87.45200000000001,128.078,291.774,127.836,36.451,131.266,248.372,133.049,280.02099999999996,141.295,73.613,145.839,314.442,149.461,110.84899999999999,150.953,303.643,151.336,65.38600000000001,154.356,284.596,153.97,311.82099999999997,157.251,132.039,153.441,229.25400000000002,159.404,265.755,156.026,78.435,160.376,29.689,163.96200000000002,145.841,163.90900000000002,20.48,180.78900000000002,280.325,178.905,101.50200000000001,179.09599999999998,244.51,76.672,283.39799999999997,84.85799999999999,125.335,157.282,239.155,131.713,287.39099999999996,142.789
222.0,888.0,,114.88799999999999,17.039,233.84799999999998,30.97,110.976,44.54,104.01799999999999,55.18,220.88,57.567,98.529,60.181999999999995,278.672,68.987,291.67900000000003,71.285,255.183,72.377,263.98,71.96600000000001,267.744,85.70700000000001,88.87700000000001,88.331,109.945,88.771,227.22799999999998,86.978,116.302,98.265,289.414,96.06,304.03700000000003,101.149,81.73100000000001,101.876,268.448,105.943,254.959,108.805,79.152,115.318,64.706,117.944,129.186,119.84899999999999,311.858,122.995,228.75799999999998,126.27600000000001,87.389,128.079,291.692,127.819,36.434,131.196,248.386,133.116,280.019,141.283,73.657,145.80200000000002,314.42400000000004,149.454,110.87899999999999,150.882,303.653,151.284,65.525,154.32399999999998,284.611,153.934,311.85200000000003,157.187,132.046,153.47299999999998,229.28400000000002,159.446,265.601,156.079,78.385,160.411,29.691,163.907,145.861,163.686,20.583000000000002,180.732,280.3,178.895,101.545,179.015,244.514,76.689,283.371,84.72200000000001,125.334,157.34,239.137,131.72899999999998,287.47900000000004,142.849
222.25,889.0,,114.906,17.127,233.88,30.916,110.96799999999999,44.531000000000006,104.09100000000001,55.215,220.75,57.54600000000001,98.512,60.141999999999996,278.66,68.994,291.758,71.263,255.185,72.336,264.015,71.96600000000001,267.754,85.698,88.867,88.335,109.929,88.73299999999999,227.237,86.975,116.289,98.182,289.46,96.171,304.064,101.17399999999999,81.725,101.836,268.485,105.89299999999999,255.268,108.895,79.139,115.292,64.663,117.904,129.268,119.913,311.936,122.98299999999999,228.58599999999998,126.305,87.45100000000001,128.05700000000002,291.629,127.84700000000001,36.513000000000005,131.107,248.358,133.099,279.983,141.23,73.62,145.80200000000002,314.371,149.363,110.838,150.94899999999998,303.72700000000003,151.091,65.46,154.362,284.555,153.908,311.909,157.048,131.998,153.502,229.343,159.349,265.584,156.05700000000002,78.39,160.316,29.708000000000002,163.84099999999998,145.846,163.636,20.579,180.597,280.259,178.85,101.559,178.99200000000002,244.495,76.625,283.498,84.5,125.25299999999999,157.06,238.738,130.99,287.434,142.825
222.5,890.0,,114.898,17.072,233.835,31.013,110.821,44.498000000000005,104.119,55.2,220.77200000000002,57.568000000000005,98.556,60.113,278.747,69.045,291.79,71.265,255.141,72.42,263.97900000000004,71.937,267.72900000000004,85.75399999999999,88.869,88.277,109.95299999999999,88.70700000000001,227.17700000000002,86.90100000000001,116.23200000000001,98.134,289.48400000000004,96.102,304.21299999999997,101.146,81.65100000000001,101.837,268.444,105.961,255.207,108.84299999999999,79.25399999999999,115.31,64.73100000000001,117.829,129.379,119.921,311.999,122.946,228.673,126.301,87.486,128.132,291.67,127.88600000000001,36.508,131.231,248.451,133.174,279.914,141.08700000000002,73.65100000000001,145.75799999999998,314.432,149.387,110.80799999999999,150.963,303.728,150.939,65.207,154.381,284.697,153.81799999999998,311.976,157.005,132.071,153.415,229.327,159.329,265.579,156.10299999999998,78.405,160.349,29.785,163.77100000000002,145.762,163.753,20.399,180.553,280.224,178.834,101.59299999999999,178.94099999999997,244.54,76.58800000000001,283.478,84.726,125.307,156.92,238.72400000000002,130.85399999999998,287.329,142.703
222.75,891.0,,114.9,17.115,233.757,31.017,110.854,44.159,104.1,55.165,220.896,57.412,98.50399999999999,60.146,278.752,68.98,291.815,71.209,254.794,71.533,264.036,71.954,267.737,85.74,88.814,88.26299999999999,109.934,88.69,227.195,86.84700000000001,116.295,98.12700000000001,289.455,96.071,304.14599999999996,101.01,81.652,101.809,268.57099999999997,105.88600000000001,255.283,108.98200000000001,79.211,115.329,64.727,117.84700000000001,129.332,119.947,311.964,122.911,228.58700000000002,126.304,87.492,128.079,291.529,127.851,36.449,131.39,248.541,133.32299999999998,279.858,141.056,73.686,145.77200000000002,314.507,149.47899999999998,110.795,150.97,303.776,150.976,65.211,154.378,284.756,153.855,311.914,156.975,132.129,153.395,229.34,159.332,265.624,156.02,78.393,160.245,29.829,163.679,145.718,163.80700000000002,20.590999999999998,180.59,280.236,178.801,101.60600000000001,178.89,244.562,76.561,283.535,84.8,125.291,156.909,238.862,131.131,287.346,142.485
223.0,892.0,,114.944,17.229,233.783,30.971,111.02,44.122,104.197,55.215,220.88299999999998,57.382,98.492,60.128,278.748,69.041,291.824,71.24,254.792,71.608,264.078,71.931,267.775,85.681,88.789,88.21700000000001,109.875,88.72,227.11900000000003,86.78200000000001,116.236,98.109,289.486,96.057,304.111,101.056,81.53,101.837,270.628,104.58200000000001,255.0,108.0,79.169,115.277,64.691,117.821,129.357,119.971,311.95799999999997,123.08,228.455,126.24700000000001,87.571,127.97399999999999,291.032,127.794,36.504,131.42700000000002,248.533,133.44,279.839,140.931,73.682,145.816,314.506,149.424,110.786,151.007,303.64799999999997,150.993,65.331,154.343,284.775,153.866,311.92,156.94799999999998,132.115,153.395,229.40400000000002,159.332,265.631,156.00799999999998,78.468,160.273,29.826,163.639,145.67700000000002,163.64,20.653000000000002,180.38299999999998,280.26599999999996,178.763,101.62799999999999,178.88,244.519,76.497,283.432,84.845,125.383,156.77,238.75900000000001,130.966,287.349,142.506
223.25,893.0,,114.896,17.197,233.835,30.968000000000004,111.094,43.983999999999995,104.215,55.278999999999996,220.796,57.403,98.50399999999999,60.098,278.753,68.998,291.83099999999996,71.24,254.99099999999999,72.206,264.089,71.92,267.757,85.66799999999999,88.76299999999999,88.26100000000001,109.917,88.723,227.12,86.766,116.28299999999999,98.176,289.45099999999996,95.99600000000001,304.214,101.005,81.494,101.814,268.778,105.78,255.02700000000002,108.389,79.262,115.381,64.678,117.876,129.306,119.993,312.03,122.96,228.37400000000002,126.18799999999999,87.742,127.83,291.007,127.75299999999999,36.493,131.485,248.535,133.334,279.78,140.895,73.66199999999999,145.701,314.454,149.408,110.822,150.912,303.80400000000003,150.928,65.32300000000001,154.346,284.66900000000004,153.988,311.965,156.94,132.207,153.314,229.43900000000002,159.336,265.59,155.97,78.395,160.289,29.794,163.641,145.842,163.64600000000002,20.705,180.278,280.325,178.734,101.59299999999999,178.83,244.52,76.492,283.344,84.75200000000001,125.3,156.8,238.796,131.162,287.33799999999997,142.641
223.5,894.0,,114.931,17.227,233.762,30.934,110.895,44.074,104.17399999999999,55.27,220.68200000000002,57.438,98.465,60.137,278.705,69.023,291.812,71.22800000000001,255.293,72.904,264.092,71.90100000000001,267.8,85.682,88.81299999999999,88.302,110.01700000000001,88.729,227.093,86.696,116.275,98.118,289.389,95.978,304.26,101.061,81.488,101.65899999999999,269.02099999999996,105.57600000000001,254.662,109.421,79.357,115.412,64.681,117.885,129.351,119.90700000000001,312.003,123.05799999999999,228.235,126.17299999999999,87.55,128.039,291.034,127.65299999999999,36.562,131.399,248.50599999999997,133.25799999999998,279.73900000000003,140.874,73.71,145.73,314.482,149.423,110.867,150.871,303.863,150.841,65.307,154.32399999999998,284.828,153.942,312.009,156.901,132.248,153.279,229.447,159.377,265.535,156.02200000000002,78.319,160.274,29.837,163.626,145.814,163.61,20.656,180.142,280.285,178.74599999999998,101.554,178.80599999999998,244.503,76.492,283.366,84.685,125.25399999999999,156.849,238.91099999999997,131.362,287.367,142.681
223.75,895.0,,114.87799999999999,17.253,233.523,30.989,110.999,43.91,104.09899999999999,55.163999999999994,220.68900000000002,57.405,98.38799999999999,60.086000000000006,278.69599999999997,69.012,291.83799999999997,71.26100000000001,255.375,73.204,264.07599999999996,71.854,267.814,85.719,88.758,88.28299999999999,110.042,88.726,226.778,86.34700000000001,116.273,98.09,289.404,96.015,304.32,101.045,81.428,101.625,268.996,105.594,,,79.264,115.396,64.65899999999999,117.869,129.35399999999998,119.921,312.09,123.023,228.308,126.137,87.725,127.868,290.889,127.65700000000001,36.512,131.528,248.45,133.247,279.83299999999997,141.069,73.736,145.78799999999998,314.483,149.44,110.92200000000001,150.745,303.827,150.888,65.316,154.313,284.869,153.852,312.062,156.974,132.255,153.263,229.46200000000002,159.434,265.422,156.144,78.292,160.207,29.874000000000002,163.54,145.895,163.44799999999998,20.66,180.053,280.283,178.706,101.575,178.752,244.518,76.487,283.425,84.637,125.243,156.764,238.923,131.53799999999998,287.51,142.77
224.0,896.0,,114.932,17.272000000000002,233.58700000000002,30.96,110.932,43.763000000000005,104.156,55.258,220.481,57.497,98.374,60.067,278.686,69.027,291.9,71.328,255.304,72.936,263.962,71.811,267.82,85.781,88.75,88.265,110.04899999999999,88.727,226.71400000000003,86.281,116.28299999999999,97.934,289.32099999999997,96.148,304.135,101.09700000000001,81.52600000000001,101.73299999999999,270.814,104.456,255.59900000000002,108.87700000000001,79.255,115.294,64.685,117.87799999999999,129.334,119.906,312.087,123.046,228.391,126.171,87.65700000000001,127.837,290.719,127.735,36.499,131.577,248.513,133.334,279.818,140.999,73.672,145.782,314.467,149.501,110.99600000000001,150.725,303.876,150.785,65.316,154.308,284.85200000000003,153.86700000000002,312.064,156.969,132.238,153.194,229.433,159.356,265.39599999999996,156.126,78.26899999999999,160.18,29.974,163.464,146.02,163.428,20.719,179.68599999999998,280.308,178.699,101.59899999999999,178.65099999999998,244.40400000000002,76.42,283.358,84.73299999999999,125.197,156.734,238.80599999999998,131.255,287.556,142.781
224.25,897.0,,114.95700000000001,17.33,233.578,30.989,110.69200000000001,43.573,104.189,55.383,220.372,57.747,98.354,60.071000000000005,278.663,68.988,291.914,71.289,255.271,72.827,263.96299999999997,71.798,267.905,85.75,88.71600000000001,88.301,110.015,88.708,226.675,86.259,116.34100000000001,97.866,289.309,96.15,304.16900000000004,101.069,81.568,101.774,269.998,105.01899999999999,254.96599999999998,107.241,79.273,115.24600000000001,64.664,117.89299999999999,129.30200000000002,119.914,312.113,122.934,228.518,126.279,87.749,127.721,290.823,127.72,36.598,131.498,248.454,133.28,279.874,141.067,73.694,145.764,314.472,149.465,111.08,150.716,303.899,150.674,65.282,154.244,284.77299999999997,153.69,312.127,156.933,132.243,153.217,229.451,159.371,265.41200000000003,156.233,78.221,160.281,29.92,163.52700000000002,146.058,163.387,20.811,179.517,280.33,178.66400000000002,101.6,178.666,244.488,76.388,283.362,84.795,125.23299999999999,156.631,238.855,131.22299999999998,287.59,142.792
224.5,898.0,,114.90899999999999,17.338,233.426,31.078000000000003,111.024,43.332,104.161,55.277,220.265,57.958999999999996,98.331,60.052,278.654,69.043,291.903,71.274,255.30200000000002,72.687,263.92400000000004,71.785,267.911,85.77,88.693,88.302,110.04,88.66799999999999,226.65599999999998,86.302,116.295,97.898,289.282,96.118,304.171,101.12,81.57300000000001,101.83200000000001,270.052,105.038,254.987,106.964,79.256,115.305,64.67399999999999,117.87799999999999,129.267,119.95700000000001,312.252,122.712,228.544,126.29,87.948,127.462,290.952,127.741,36.623000000000005,131.464,248.373,133.231,279.94599999999997,141.135,73.65899999999999,145.678,314.468,149.477,111.089,150.768,303.848,150.637,65.217,154.201,284.569,153.878,312.153,156.904,132.266,153.156,229.43400000000003,159.36700000000002,265.46299999999997,156.299,78.28,160.118,29.994,163.409,146.156,163.481,20.712,179.79,280.309,178.63299999999998,101.723,178.66,244.49200000000002,76.41199999999999,283.325,84.62299999999999,125.241,156.642,238.737,130.989,287.654,142.787
224.75,899.0,,114.93700000000001,17.343,233.495,31.136999999999997,111.027,43.153,104.111,55.36600000000001,220.247,57.872,98.353,60.07899999999999,278.592,69.029,291.98400000000004,71.093,255.305,72.736,263.921,71.758,267.88599999999997,85.74600000000001,88.71,88.31700000000001,110.036,88.665,226.459,86.125,116.309,97.801,289.27299999999997,96.169,304.1,101.061,81.446,101.697,269.948,105.163,254.729,106.208,79.28699999999999,115.12100000000001,64.70100000000001,117.852,129.363,119.902,312.132,122.74700000000001,228.358,126.20100000000001,87.691,127.77,290.927,127.807,36.628,131.435,248.399,133.292,279.902,141.042,73.652,145.81,314.453,149.458,111.116,150.765,303.785,150.547,65.156,154.205,284.476,153.96200000000002,312.17900000000003,156.905,132.297,153.063,229.47099999999998,159.321,265.421,156.377,78.263,160.1,30.016,163.352,146.208,163.398,20.787,179.915,280.29400000000004,178.604,101.689,178.64,244.505,76.46600000000001,283.252,84.74799999999999,125.15100000000001,156.701,238.68599999999998,130.84799999999998,287.657,142.781
225.0,900.0,,114.99600000000001,17.262,233.484,31.119,110.837,43.18600000000001,104.166,55.31100000000001,220.233,57.867,98.39399999999999,60.077,278.615,69.01100000000001,291.985,71.131,255.328,72.919,263.97700000000003,71.737,267.882,85.78,88.75,88.28299999999999,110.007,88.609,226.459,86.12,116.25200000000001,97.82700000000001,289.353,96.104,303.916,100.94200000000001,81.484,101.785,269.863,105.195,254.623,105.887,79.48899999999999,115.141,64.626,117.87799999999999,129.287,119.883,312.269,122.65899999999999,228.22,126.225,87.62200000000001,127.906,290.869,127.79799999999999,36.633,131.452,248.375,133.241,279.837,140.981,73.612,145.782,314.405,149.347,111.113,150.695,303.784,150.675,65.206,154.18200000000002,284.353,153.976,312.192,156.95600000000002,132.332,152.989,229.453,159.299,265.314,156.409,78.265,160.105,30.039,163.356,146.25799999999998,163.43200000000002,20.753,180.071,280.291,178.588,101.70700000000001,178.595,244.44799999999998,76.40899999999999,283.41700000000003,84.706,125.16,156.73,238.706,130.747,287.623,142.785
225.25,901.0,,114.999,17.207,233.558,31.128,110.598,43.347,104.22399999999999,55.286,220.21900000000002,57.839,98.417,60.141000000000005,278.597,69.03699999999999,291.95799999999997,71.10300000000001,255.27599999999998,72.79,263.962,71.74600000000001,267.88,85.84700000000001,88.742,88.272,109.99600000000001,88.604,226.245,85.86200000000001,116.29,97.802,289.295,96.23,304.055,100.986,81.465,101.816,269.712,105.262,254.59799999999998,105.736,79.357,114.97399999999999,64.627,117.882,129.33700000000002,119.896,312.341,122.626,228.237,126.15100000000001,87.10700000000001,128.64600000000002,290.745,127.749,36.616,131.447,248.296,133.155,279.839,140.934,73.638,145.769,314.34,149.299,111.101,150.72299999999998,303.822,150.627,65.267,154.14700000000002,284.486,153.89600000000002,312.223,156.971,132.378,152.925,229.418,159.303,265.3,156.451,78.314,160.16899999999998,30.076999999999998,163.421,146.287,163.364,20.859,179.88099999999997,280.27,178.537,101.751,178.55200000000002,244.49200000000002,76.402,283.351,84.719,125.103,156.745,238.66400000000002,130.709,287.605,142.778
225.5,902.0,,115.05,17.22,233.503,31.145,110.71799999999999,43.308,104.26299999999999,55.266999999999996,220.19799999999998,57.761,98.419,60.18899999999999,278.60900000000004,69.051,292.024,71.107,255.28400000000002,72.789,263.981,71.697,267.92400000000004,85.821,88.74700000000001,88.294,110.022,88.63,226.238,85.831,116.429,97.67299999999999,289.4,96.31,303.92900000000003,100.925,81.29899999999999,101.70200000000001,270.185,104.98899999999999,254.571,105.70200000000001,79.24600000000001,114.919,64.605,117.88600000000001,129.351,119.916,312.20799999999997,122.941,228.237,126.152,88.05799999999999,127.425,290.704,127.735,36.6,131.495,248.342,133.142,279.817,140.86700000000002,73.689,145.865,314.298,149.22299999999998,111.13600000000001,150.734,303.762,150.623,65.315,154.156,284.593,153.822,312.228,157.014,132.384,152.961,229.426,159.317,265.225,156.497,78.25,160.18200000000002,30.223000000000003,163.297,146.319,163.368,20.789,179.764,280.245,178.48,101.66799999999999,178.54,244.481,76.339,283.16700000000003,85.184,125.134,156.763,238.71400000000003,130.69299999999998,287.561,142.678
225.75,903.0,,115.08200000000001,17.224,233.558,31.093000000000004,110.662,43.371,104.244,55.245,220.21400000000003,57.871,98.45299999999999,60.151,278.647,69.164,292.033,71.111,255.388,73.031,264.026,71.72399999999999,267.87,85.834,88.744,88.39399999999999,109.96600000000001,88.579,226.352,85.936,116.404,97.743,289.42900000000003,96.436,304.073,100.867,81.34,101.771,270.228,104.91799999999999,254.697,105.936,79.128,114.816,64.592,117.852,129.363,119.919,312.32099999999997,122.736,228.352,126.166,88.32799999999999,127.141,290.616,127.756,36.521,131.561,248.385,133.113,279.824,140.87,73.775,145.98,314.288,149.247,111.206,150.764,303.741,150.565,65.58,154.13299999999998,284.73,153.585,312.257,157.03,132.528,152.825,229.415,159.273,265.308,156.44899999999998,78.22,160.096,30.186999999999998,163.314,146.37,163.422,20.682,179.709,280.24,178.511,101.65,178.5,244.47299999999998,76.313,283.144,85.069,125.111,156.83,238.761,130.639,287.547,142.736
226.0,904.0,,115.116,17.25,233.55,31.064,110.819,43.25899999999999,104.262,55.327,220.31599999999997,57.941,98.471,60.151,278.622,69.185,292.091,71.18,255.35,73.01899999999999,264.06,71.73899999999999,267.868,85.845,88.708,88.322,109.91799999999999,88.565,226.355,85.89299999999999,116.36,97.825,289.403,96.454,304.103,100.895,81.4,101.855,270.369,104.87700000000001,254.558,105.68,79.414,114.87100000000001,64.493,117.932,129.232,119.94200000000001,312.339,122.749,228.416,126.191,88.45200000000001,127.02,290.27,127.801,36.455,131.511,248.40400000000002,133.076,279.812,140.83100000000002,73.704,145.796,314.334,149.25799999999998,111.11200000000001,150.769,303.60200000000003,150.661,65.46300000000001,154.136,284.73400000000004,153.468,312.319,156.974,132.626,152.789,229.465,159.262,265.278,156.391,78.237,160.033,30.084,163.376,146.363,163.375,20.712,179.78400000000002,280.251,178.493,101.615,178.49400000000003,244.41099999999997,76.25,283.055,85.361,125.08,156.878,238.803,130.681,287.607,142.861
226.25,905.0,,115.086,17.281,233.398,31.035,110.93799999999999,43.321999999999996,104.205,55.288000000000004,220.43,57.83,98.53,60.074,278.633,69.197,292.079,71.319,255.321,73.047,263.997,71.667,267.903,85.87299999999999,88.667,88.315,109.88799999999999,88.55,226.28400000000002,85.822,116.336,97.852,289.414,96.48,304.13,100.87200000000001,81.535,102.01299999999999,270.031,105.042,254.558,105.647,79.63,115.075,64.583,117.807,129.253,119.891,312.351,122.698,228.149,126.197,88.335,127.145,290.45099999999996,127.78200000000001,36.532,131.428,248.37599999999998,133.07399999999998,279.793,140.75,73.637,145.724,314.361,149.24200000000002,111.166,150.748,303.711,150.618,65.518,154.155,284.741,153.417,312.27,156.94299999999998,132.605,152.828,229.481,159.256,265.272,156.42600000000002,78.313,160.08700000000002,30.16,163.335,146.382,163.404,20.764,179.695,280.281,178.516,101.76,178.528,244.525,76.285,283.22,85.251,125.12299999999999,156.72299999999998,238.824,130.68,287.66,142.93
226.5,906.0,,115.061,17.255,233.37599999999998,31.006,111.005,43.371,104.331,55.412,220.257,57.919,98.46,60.144,278.586,69.221,292.117,71.191,255.357,73.063,264.009,71.68,267.92,85.811,88.598,88.28299999999999,109.944,88.564,226.23,85.838,116.436,97.863,289.341,96.435,304.285,100.76,81.513,102.024,270.142,105.055,254.65900000000002,105.816,79.592,114.96799999999999,64.562,117.791,129.13299999999998,119.956,312.382,122.76700000000001,228.334,126.14,88.441,127.001,290.409,127.729,36.548,131.424,248.41,133.09799999999998,279.827,140.843,73.73899999999999,145.768,314.362,149.21,111.28200000000001,150.727,303.69,150.442,65.279,154.224,284.746,153.463,312.4,156.846,132.558,152.876,229.43900000000002,159.24200000000002,265.283,156.447,78.366,160.151,30.147,163.287,146.395,163.4,20.868000000000002,179.453,280.23,178.47299999999998,101.801,178.518,244.453,76.218,283.079,85.459,125.083,156.725,238.81099999999998,130.609,287.74,142.951
