TimesH,Frame,NoMissing,26,26,53,53,75,75,95,95,102,102,108,108,135,135,137,137,141,141,142,142,176,176,183,183,184,184,186,186,194,194,201,201,209,209,216,216,229,229,237,237,252,252,265,265,266,266,283,283,291,291,294,294,301,301,304,304,315,315,351,351,356,356,377,377,382,382,385,385,394,394,397,397,403,403,406,406,413,413,414,414,420,420,430,430,439,439,481,481,485,485,488,488,745,745,823,823,1003,1003,1109,1109,1110,1110
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
305.0,1220.0,,115.493,12.511,230.75400000000002,27.125,112.475,40.591,106.848,50.783,215.576,52.982,99.73700000000001,58.99,280.356,66.406,295.597,64.759,254.56400000000002,67.94,264.688,71.38,268.015,82.117,89.074,86.859,109.501,86.39,226.44099999999997,75.238,114.93299999999999,93.911,291.782,90.838,307.933,92.209,79.208,104.29899999999999,270.818,102.934,254.391,101.26700000000001,81.902,113.085,63.416000000000004,113.964,131.893,109.133,324.475,129.15200000000002,229.55900000000003,118.48200000000001,88.21,124.915,287.93,121.69200000000001,37.191,130.6,247.31,127.015,275.075,136.588,72.482,142.269,314.693,146.566,112.37200000000001,145.35299999999998,305.769,145.662,57.492,146.444,285.66200000000003,146.47899999999998,312.318,153.887,136.999,147.218,228.32299999999998,152.399,264.543,150.643,77.593,155.988,30.225,162.621,146.95,151.065,28.555,175.56900000000002,281.14099999999996,173.72400000000002,100.695,172.042,239.62900000000002,70.686,285.355,84.867,126.24799999999999,151.826,238.805,121.015,288.702,137.931
305.25,1221.0,,115.43299999999999,12.16,230.81900000000002,27.125,112.559,40.538000000000004,107.104,50.661,215.668,52.843,99.743,58.967,280.459,66.544,295.659,64.77600000000001,254.701,67.568,264.687,71.40100000000001,268.034,82.1,89.126,86.78399999999999,109.508,86.391,226.702,75.321,114.965,93.99600000000001,291.95599999999996,90.75200000000001,307.936,92.17200000000001,79.242,104.30799999999999,270.829,102.79700000000001,254.07,101.19200000000001,81.865,113.06200000000001,63.43,114.007,131.879,109.19200000000001,324.42,129.04399999999998,229.515,118.65799999999999,88.258,124.86399999999999,288.051,121.665,37.19,130.53,247.27599999999998,126.98899999999999,275.08099999999996,136.61700000000002,72.571,142.293,314.779,146.579,112.365,145.33100000000002,305.85900000000004,145.639,57.448,146.452,285.718,146.506,312.223,153.93,137.268,147.281,228.364,152.495,264.595,150.778,77.55199999999999,155.955,30.316,162.596,147.037,150.9,28.58,175.618,281.14099999999996,173.74900000000002,100.602,172.033,239.59799999999998,70.67399999999999,285.35200000000003,84.641,126.214,151.639,238.74900000000002,121.069,288.64599999999996,137.935
305.5,1222.0,,115.368,12.09,230.706,27.136,112.70299999999999,40.648,107.094,50.602,215.62099999999998,53.101000000000006,99.725,58.924,280.41900000000004,66.515,295.659,64.87899999999999,254.665,67.68,264.723,71.418,268.038,82.04299999999999,89.28299999999999,86.613,109.60799999999999,86.406,226.46599999999998,75.233,114.87899999999999,93.809,292.145,90.698,307.97700000000003,92.05,79.29,104.329,270.769,102.92299999999999,254.153,101.20100000000001,81.872,113.15700000000001,63.403,114.095,131.87,109.139,324.314,129.003,229.516,118.443,88.365,124.851,288.082,121.645,37.184,130.611,247.31400000000002,126.964,275.078,136.60299999999998,72.55,142.284,314.806,146.627,112.344,145.442,305.862,145.599,57.496,146.401,285.682,146.528,312.222,153.84799999999998,137.44799999999998,147.239,228.356,152.363,264.682,150.78,77.619,155.997,30.236,162.638,147.066,150.782,28.666999999999998,175.56400000000002,281.205,173.707,100.69200000000001,172.013,239.764,70.607,285.301,84.51899999999999,126.17399999999999,151.666,237.928,121.67200000000001,288.681,137.955
305.75,1223.0,,115.301,11.661,230.81400000000002,27.219,112.78,40.562,107.06299999999999,50.545,215.53900000000002,52.727,99.706,58.902,280.282,66.561,295.597,64.92,254.77,67.357,264.76099999999997,71.431,268.004,81.979,89.38,86.602,109.697,86.43,226.24099999999999,75.097,114.829,93.625,292.137,90.741,307.876,92.02600000000001,79.251,104.40700000000001,270.64099999999996,102.978,254.15200000000002,101.104,81.842,113.177,63.368,114.10799999999999,131.86,109.208,324.177,128.845,229.47,118.617,88.36,124.83200000000001,288.138,121.553,37.181999999999995,130.599,247.287,126.89,275.063,136.65200000000002,72.506,142.297,314.793,146.506,112.40899999999999,145.523,305.851,145.584,57.468,146.384,285.764,146.405,312.135,153.84799999999998,137.715,147.266,228.282,152.36700000000002,264.654,150.785,77.559,156.0,30.189,162.619,147.099,150.622,28.594,175.61,281.251,173.726,100.764,171.993,239.672,70.68,285.235,79.402,126.319,151.484,237.81,121.816,288.665,137.964
306.0,1224.0,,115.461,11.645999999999999,230.737,27.151999999999997,112.906,40.501999999999995,107.109,50.641999999999996,215.58599999999998,52.473,99.68,58.896,280.106,66.498,295.686,64.89399999999999,254.84799999999998,67.366,264.779,71.40899999999999,267.98400000000004,82.00299999999999,89.412,86.664,109.711,86.444,226.04,75.03,114.819,93.631,292.22900000000004,90.72399999999999,307.837,91.962,79.208,104.428,270.218,103.023,253.945,101.052,81.861,113.193,63.263000000000005,114.118,131.864,109.11,324.31,129.003,229.487,118.69,88.473,124.78299999999999,288.134,121.542,37.236,130.697,247.322,126.89399999999999,275.062,136.58100000000002,72.47399999999999,142.27,314.807,146.482,112.436,145.523,305.816,145.457,57.398,146.341,285.64599999999996,146.498,312.166,153.859,137.261,147.19299999999998,228.08,152.507,264.629,150.863,77.553,156.363,30.135,162.683,147.07399999999998,150.583,28.843000000000004,175.392,281.265,173.74900000000002,100.802,172.019,239.675,70.69,,,126.34899999999999,151.636,237.563,121.929,288.657,137.955
306.25,1225.0,,115.45,11.786,230.778,27.128,112.49700000000001,40.385999999999996,107.166,50.431000000000004,215.546,52.77,99.723,58.882,280.332,66.486,295.626,64.998,254.924,67.258,264.759,71.4,268.02299999999997,82.024,89.323,86.77600000000001,109.67299999999999,86.39,225.865,74.882,114.807,93.649,292.409,90.788,307.923,92.079,79.18,104.501,270.411,103.10600000000001,253.804,101.022,81.93700000000001,113.185,63.273999999999994,114.176,131.856,109.055,324.387,129.012,229.331,118.68799999999999,88.382,124.816,288.375,121.029,37.343,130.59799999999998,247.294,126.868,275.001,136.528,72.399,142.293,314.753,146.428,112.441,145.501,305.823,145.524,57.492,146.53799999999998,285.676,146.364,312.16200000000003,153.846,137.352,147.159,227.12099999999998,155.942,264.561,150.795,77.475,156.27200000000002,30.125999999999998,162.741,147.071,150.592,29.014,175.12400000000002,281.188,173.794,100.714,172.002,239.89,70.372,286.061,78.306,126.585,151.525,237.195,122.118,288.69599999999997,137.986
306.5,1226.0,,115.553,11.515,230.805,27.083000000000002,112.854,40.186,107.162,50.43600000000001,215.425,52.818999999999996,99.73100000000001,58.942,280.252,66.46600000000001,295.666,64.983,254.91,67.44800000000001,264.79200000000003,71.334,268.065,81.965,89.285,86.913,109.74,86.375,225.792,74.829,114.81700000000001,93.665,292.533,90.914,307.933,92.191,79.229,104.464,269.816,103.15700000000001,253.53099999999998,101.04299999999999,81.959,113.23899999999999,63.298,114.13,131.80700000000002,109.124,324.389,129.061,229.335,118.552,88.32600000000001,124.84,289.182,120.376,37.467,130.67,247.365,126.92399999999999,274.973,136.543,72.377,142.239,314.8,146.4,112.459,145.529,305.711,145.44899999999998,57.485,146.565,285.612,146.165,312.225,153.75799999999998,137.234,147.058,227.188,155.803,264.539,150.85,77.479,156.406,30.162,162.671,147.162,150.569,28.828000000000003,175.255,281.191,173.77700000000002,100.60700000000001,171.98,239.90900000000002,70.23899999999999,286.1,78.13,126.58200000000001,151.289,237.765,121.84899999999999,288.675,137.984
306.75,1227.0,,115.52,11.907,230.832,27.104,113.075,40.418,107.236,50.263000000000005,215.35299999999998,52.623999999999995,99.764,58.894,280.296,66.488,295.672,65.006,254.792,67.46300000000001,264.79900000000004,71.395,268.057,81.954,89.281,86.874,109.762,86.36399999999999,225.862,74.813,114.81200000000001,93.66799999999999,292.719,90.935,308.055,92.37,79.344,104.40899999999999,269.78700000000003,103.322,253.56799999999998,101.023,81.843,113.229,63.332,114.084,131.812,109.073,324.236,128.869,229.12099999999998,118.79899999999999,88.281,124.851,290.441,119.619,37.373000000000005,130.611,247.297,126.8,274.992,136.535,72.354,142.24200000000002,314.78700000000003,146.404,112.48,145.526,305.819,145.375,57.504,146.644,285.616,146.125,312.222,153.753,137.042,147.06799999999998,,,264.504,150.797,77.307,156.555,30.136,162.67700000000002,147.22899999999998,150.539,28.768,175.178,281.178,173.77900000000002,100.449,172.118,239.896,70.189,285.848,78.345,126.802,151.254,237.75099999999998,121.902,288.70799999999997,137.982
307.0,1228.0,,115.51899999999999,12.183,230.78599999999997,27.070999999999998,113.13,40.441,107.212,50.227,215.282,52.735,99.738,58.901,280.35,66.476,295.726,65.053,254.793,67.361,264.855,71.344,268.08099999999996,81.979,89.256,86.897,109.71700000000001,86.25,225.80700000000002,74.798,114.874,93.837,292.724,90.772,307.966,92.572,79.405,104.352,270.507,103.21600000000001,253.699,100.97399999999999,81.876,113.152,63.331,114.316,131.76,109.051,324.256,128.968,229.02700000000002,119.105,88.169,124.948,290.24,119.615,37.428000000000004,130.725,247.28099999999998,126.666,274.94599999999997,136.524,72.298,142.241,314.81,146.363,112.45700000000001,145.474,306.05400000000003,145.32399999999998,57.451,146.593,285.76599999999996,146.297,312.14599999999996,153.782,136.983,147.059,,,264.502,150.809,77.445,156.415,30.128,162.756,147.326,150.389,28.633000000000003,175.40400000000002,281.16700000000003,173.79,100.506,171.968,239.764,70.257,286.026,78.072,126.927,151.083,237.713,121.867,288.745,137.999
307.25,1229.0,,115.494,12.217,230.715,27.026999999999997,113.213,40.306999999999995,107.21,50.18,215.28400000000002,52.644,99.751,58.908,280.428,66.498,295.721,65.029,254.80200000000002,67.301,264.883,71.297,268.12,81.96,89.22200000000001,86.885,109.77,86.295,225.77,74.822,114.82600000000001,93.80799999999999,292.659,90.811,307.928,92.43299999999999,79.311,104.20700000000001,,,253.794,100.94200000000001,81.831,113.12700000000001,63.383,114.35600000000001,131.793,109.147,324.13,128.92700000000002,229.043,119.24600000000001,88.07700000000001,125.053,289.10900000000004,120.01299999999999,37.421,130.543,247.175,126.584,274.943,136.48,72.298,142.26,314.768,146.385,112.46799999999999,145.464,305.967,145.267,57.355,146.565,285.718,146.36,312.159,153.781,137.02100000000002,147.124,,,264.629,150.791,77.331,156.662,30.186,162.678,147.356,150.09,28.62,175.518,281.119,173.77200000000002,100.49600000000001,171.937,239.778,70.425,285.95099999999996,78.237,127.06700000000001,151.033,237.43200000000002,122.075,288.788,137.957
307.5,1230.0,,115.32600000000001,12.08,230.785,27.048000000000002,113.264,39.967,107.25299999999999,50.21,215.364,52.728,99.76899999999999,58.9,280.403,66.273,295.753,64.967,254.82,67.36,264.936,71.285,268.069,81.90899999999999,89.181,86.837,109.735,86.287,225.69400000000002,74.74600000000001,114.825,93.82700000000001,292.666,90.762,308.134,92.344,79.446,104.186,,,253.921,100.81299999999999,81.872,113.088,63.298,114.44,131.767,109.135,324.18,128.828,229.1,119.27,88.061,125.024,289.211,120.012,37.204,130.849,247.168,126.58,274.976,136.553,72.305,142.267,314.72,146.384,112.51100000000001,145.504,305.961,145.218,57.411,146.60299999999998,285.894,146.377,312.07099999999997,153.85299999999998,137.069,147.141,,,264.601,150.805,77.301,156.618,30.045,162.832,147.609,149.683,28.546,175.60299999999998,281.128,173.75799999999998,100.59100000000001,172.016,239.605,70.55199999999999,286.005,78.258,127.186,151.06,237.618,121.88,288.802,137.939
307.75,1231.0,,115.15100000000001,12.154000000000002,230.748,26.982,113.947,40.025,107.177,50.20399999999999,215.329,52.4,99.772,58.858999999999995,280.596,66.259,295.726,64.949,254.83,67.293,264.904,71.17699999999999,268.091,81.882,89.12799999999999,86.781,109.853,86.348,225.71900000000002,74.775,114.79799999999999,93.833,292.801,90.68799999999999,308.133,92.204,79.113,104.35,,,253.864,100.789,81.84100000000001,113.113,63.21,114.516,131.755,109.155,324.111,128.68,229.15599999999998,119.324,87.98299999999999,125.022,289.565,119.70700000000001,36.982,130.752,247.105,126.475,274.95,136.561,72.295,142.276,314.70799999999997,146.304,112.495,145.425,305.905,145.142,57.507,146.72299999999998,285.844,146.266,312.095,153.799,137.02200000000002,147.065,,,264.64799999999997,150.739,77.279,156.505,29.862,162.97,147.702,149.496,28.671,175.35299999999998,281.21,173.737,100.694,172.108,239.68099999999998,70.434,285.89799999999997,78.23,127.26100000000001,150.929,237.33,122.095,288.825,137.99200000000002
308.0,1232.0,,115.236,12.094000000000001,230.78599999999997,26.912,113.955,39.94,107.164,50.158,215.222,52.397,99.77600000000001,58.863,280.654,66.196,295.682,64.84,254.84,67.293,264.943,71.244,268.16900000000004,81.85,89.068,86.81200000000001,109.853,86.37899999999999,225.14,74.41199999999999,114.823,93.836,292.822,90.72399999999999,308.02299999999997,92.281,79.208,104.428,,,253.998,100.656,81.89699999999999,113.056,63.243,114.429,131.73,109.084,324.113,128.577,229.33900000000003,119.264,87.98700000000001,124.96,288.973,120.235,36.888000000000005,130.765,247.06,126.449,274.93,136.50799999999998,72.352,142.30700000000002,314.82599999999996,146.298,112.329,145.428,305.926,145.195,57.474,146.721,285.882,146.315,312.10200000000003,153.736,137.838,147.224,,,264.63,150.717,77.384,156.265,29.861,162.968,147.651,149.43,28.79,175.135,281.225,173.706,100.991,172.035,239.614,70.202,285.85400000000004,78.25,127.35,150.81799999999998,237.49099999999999,122.09899999999999,288.837,138.005
308.25,1233.0,,115.15799999999999,11.905,230.75599999999997,26.997,113.16,39.715,107.17399999999999,50.081,215.31599999999997,52.431000000000004,99.736,58.88,280.879,66.268,295.711,64.734,254.765,67.062,264.89099999999996,71.189,268.237,81.863,89.005,86.86200000000001,109.863,86.443,225.15099999999998,74.355,114.77600000000001,93.775,292.993,90.78399999999999,308.04900000000004,92.32600000000001,79.207,104.348,,,254.205,100.669,81.904,112.97,63.187,114.508,131.675,109.029,324.205,128.62,229.195,119.539,87.958,124.93700000000001,288.658,120.425,36.846,130.833,246.998,126.41,274.978,136.548,72.289,142.322,314.778,146.482,112.35600000000001,145.458,305.949,145.144,57.559,146.736,286.002,146.46,311.996,153.836,137.988,147.07,,,264.578,150.783,77.33,156.16299999999998,29.823,163.077,147.659,149.442,28.815,174.957,281.209,173.679,100.95299999999999,171.987,239.658,70.134,286.098,78.14699999999999,127.36200000000001,150.77200000000002,237.512,121.991,288.858,137.97899999999998
308.5,1234.0,,115.226,11.655,230.77599999999998,26.983,113.28399999999999,39.73,107.277,50.022,215.326,52.413999999999994,99.704,58.876000000000005,280.95799999999997,66.282,295.746,64.793,255.055,66.458,264.885,71.278,268.27099999999996,81.839,89.12200000000001,86.81200000000001,109.87299999999999,86.473,225.076,74.322,114.794,93.87799999999999,292.932,90.76700000000001,308.16900000000004,92.427,79.047,104.324,,,254.074,100.587,81.892,112.794,63.18,114.34,131.685,109.06299999999999,324.132,128.57,229.24599999999998,119.583,87.977,124.965,288.904,119.805,36.799,130.783,247.012,126.37700000000001,274.903,136.48,72.384,142.29399999999998,314.709,146.498,112.27799999999999,145.543,305.985,144.93,57.496,146.636,,,312.082,153.72299999999998,138.16299999999998,147.155,,,264.635,150.69799999999998,77.488,156.161,29.737,163.155,147.739,149.482,29.134,174.375,281.22,173.702,101.01100000000001,171.958,239.704,69.876,286.155,78.05,127.441,150.778,237.403,121.993,288.901,137.971
308.75,1235.0,,115.807,11.644,230.77700000000002,26.971,113.54799999999999,39.713,107.353,49.96,215.237,52.244,99.734,58.883,280.77099999999996,66.187,295.704,64.916,255.15,66.432,264.883,71.241,268.339,81.829,89.113,86.76700000000001,109.685,86.355,225.106,74.32300000000001,114.79,93.73899999999999,292.981,90.66,308.128,92.35700000000001,79.02600000000001,104.454,,,254.03599999999997,100.531,81.816,112.837,63.147,114.20700000000001,131.678,109.064,324.094,128.686,229.08599999999998,119.726,87.97200000000001,124.948,292.268,119.186,36.747,130.90200000000002,246.982,126.287,274.91200000000003,136.53799999999998,72.33800000000001,142.31799999999998,314.676,146.491,112.277,145.52200000000002,306.046,144.872,57.367,146.64600000000002,288.166,150.018,312.03700000000003,153.726,138.201,147.084,,,264.593,150.668,77.521,156.092,29.651999999999997,163.137,147.839,149.468,29.171,174.273,281.226,173.702,101.071,172.02200000000002,239.752,69.902,286.199,78.00399999999999,127.32700000000001,150.81,237.011,121.87100000000001,288.855,137.925
309.0,1236.0,,115.83200000000001,11.636,230.72400000000002,26.961,113.787,39.83,107.24700000000001,49.979,215.25599999999997,52.21,99.774,58.873000000000005,280.985,66.28699999999999,295.78,64.858,255.19299999999998,66.433,264.876,71.134,268.285,81.763,89.15799999999999,86.738,109.72200000000001,86.374,225.612,74.687,114.772,93.589,293.055,90.488,308.161,92.381,78.961,104.52,,,254.024,100.557,81.929,112.836,63.078,114.337,131.67600000000002,109.059,324.219,128.776,229.049,119.762,87.932,124.88,292.084,119.02600000000001,36.552,131.063,246.95,126.17299999999999,274.998,136.51,72.41199999999999,142.369,314.587,146.52700000000002,112.23299999999999,145.52200000000002,306.035,144.855,57.332,146.59,288.402,150.222,311.974,153.77200000000002,138.31,147.012,,,264.69,150.76,77.583,156.157,29.826999999999998,163.002,147.862,149.423,29.253,174.08900000000003,281.204,173.72299999999998,101.09700000000001,171.92700000000002,239.66,69.97399999999999,286.199,77.908,127.427,150.96,237.357,121.792,288.889,137.952
309.25,1237.0,,115.719,11.503,230.57,26.93,113.899,39.885999999999996,107.226,50.092,215.303,52.32,99.84899999999999,58.821999999999996,281.01599999999996,66.28399999999999,295.809,64.86,255.21099999999998,66.12,264.908,71.203,268.358,81.597,89.133,86.735,109.708,86.311,225.118,74.303,114.794,93.67,293.005,90.477,308.089,92.775,79.032,104.583,,,253.891,100.492,81.95299999999999,112.912,63.18600000000001,114.35700000000001,131.636,108.99700000000001,324.226,128.968,229.108,119.70200000000001,87.986,124.84299999999999,292.128,118.98299999999999,36.668,130.955,246.864,126.194,274.965,136.43200000000002,72.459,142.328,314.502,146.518,112.316,145.509,306.115,144.908,57.631,146.73,,,311.995,153.741,139.845,147.584,,,264.688,150.743,77.358,156.387,29.756,163.03799999999998,147.909,149.43200000000002,29.298000000000002,174.313,281.198,173.695,101.08,171.928,239.738,69.902,286.192,77.762,127.495,151.01,237.042,121.92200000000001,288.85400000000004,137.929
309.5,1238.0,,115.648,11.622,230.457,26.83,113.48700000000001,39.715,107.30799999999999,50.158,215.298,52.21,99.79700000000001,58.843999999999994,281.256,66.413,295.788,64.984,255.15599999999998,65.80199999999999,264.888,71.157,268.32599999999996,81.53,89.12,86.712,109.76,86.241,225.239,74.282,114.83,93.755,292.98400000000004,90.37700000000001,308.228,92.868,79.2,104.619,,,253.887,100.335,81.889,112.84899999999999,63.059,114.272,131.625,108.805,324.134,128.906,229.165,119.49799999999999,87.935,124.875,291.91700000000003,118.97399999999999,36.762,131.17700000000002,246.925,126.089,274.948,136.395,72.37899999999999,142.293,314.543,146.387,112.337,145.561,306.132,144.87,57.668,146.778,,,312.08,153.648,139.791,147.55,226.83,160.05200000000002,264.652,150.71,77.376,156.254,29.750999999999998,163.006,147.908,149.39,29.404,174.199,281.185,173.717,101.241,171.96400000000003,239.835,69.937,286.072,77.697,127.469,151.322,236.875,121.855,288.884,137.94799999999998
309.75,1239.0,,115.46600000000001,11.927,230.46400000000003,26.951,113.381,39.588,107.26299999999999,49.941,215.317,52.117,99.87100000000001,58.799,281.715,66.315,295.802,64.956,255.122,65.93,264.913,71.145,268.317,81.5,89.07,86.682,109.719,86.208,225.239,74.27600000000001,114.804,93.63,293.07,90.333,308.14599999999996,92.98700000000001,79.066,104.65100000000001,267.557,103.86200000000001,253.989,100.291,82.001,112.861,63.121,114.117,131.595,108.757,323.986,128.86,229.21099999999998,119.542,87.822,124.92,291.889,118.949,36.626999999999995,131.30100000000002,246.93900000000002,126.069,274.967,136.381,72.393,142.28799999999998,314.632,146.4,112.31,145.578,306.07599999999996,144.881,57.681000000000004,146.717,,,312.157,153.545,139.946,147.671,226.762,159.735,264.611,150.846,77.314,156.07399999999998,29.537,163.181,148.03799999999998,149.411,29.427,174.28599999999997,281.22,173.71,101.022,172.016,239.808,69.862,286.152,77.513,127.471,151.338,236.796,121.811,288.897,137.947
310.0,1240.0,,115.587,11.950999999999999,230.355,27.014,113.01700000000001,39.655,107.38600000000001,49.958,215.25799999999998,52.118,99.845,58.785,281.468,66.31,295.815,64.933,255.049,65.956,264.913,71.096,268.319,81.529,88.98,86.666,109.75200000000001,86.195,225.28900000000002,74.273,114.73200000000001,93.48200000000001,293.056,90.287,308.203,93.027,79.084,104.60700000000001,270.0,104.0,254.06,100.111,82.00200000000001,112.82700000000001,63.028999999999996,114.115,131.565,108.75200000000001,324.101,129.03799999999998,229.321,119.71799999999999,87.79799999999999,124.932,292.29400000000004,118.96700000000001,36.157,131.194,246.86900000000003,126.09299999999999,274.957,136.34,72.41199999999999,142.359,314.66700000000003,146.38299999999998,112.024,145.724,306.004,144.925,57.797,146.72,,,312.198,153.516,139.895,147.734,226.829,160.10399999999998,264.586,150.964,77.389,155.923,29.553,163.078,148.018,149.387,29.506999999999998,173.72299999999998,281.22,173.679,100.81299999999999,172.054,239.858,69.652,286.192,77.535,127.432,151.315,236.86599999999999,121.81700000000001,288.895,137.99
310.25,1241.0,,115.68299999999999,11.927,230.338,26.908,113.595,39.916,107.40100000000001,50.06399999999999,215.375,52.229,99.92,58.806000000000004,281.43,66.193,295.862,64.903,255.05599999999998,65.877,264.91700000000003,71.128,268.367,81.503,89.01100000000001,86.645,109.764,86.16,225.38299999999998,74.268,114.699,93.368,293.029,90.318,308.207,93.09700000000001,79.14,104.56700000000001,269.362,103.927,254.00599999999997,100.045,82.059,112.772,63.114,113.96600000000001,131.612,108.715,324.198,129.113,229.447,119.79799999999999,87.95200000000001,124.905,292.013,118.88799999999999,35.489000000000004,131.66299999999998,246.857,126.042,274.974,136.31799999999998,72.416,142.375,314.694,146.414,111.94,145.71,305.993,145.009,58.122,146.815,285.81,145.91299999999998,312.4,153.388,139.89700000000002,147.634,226.928,160.265,264.557,150.877,77.47800000000001,155.773,29.519000000000002,163.102,148.07,149.239,29.441,173.965,281.14799999999997,173.625,100.647,172.07,239.954,69.708,286.155,77.42699999999999,127.40299999999999,151.368,237.05900000000003,121.758,288.897,137.93200000000002
310.5,1242.0,,115.47200000000001,11.917,230.267,26.903000000000002,112.46799999999999,39.235,107.413,50.163000000000004,215.46900000000002,52.225,99.971,58.727,281.346,66.005,295.857,64.965,255.13,65.561,264.938,71.293,268.245,81.439,88.99600000000001,86.648,109.774,86.13600000000001,225.335,74.23100000000001,114.65,93.27600000000001,293.084,90.28200000000001,308.09,93.234,79.365,104.54,268.66200000000003,103.979,253.987,100.072,82.04899999999999,112.70700000000001,63.303000000000004,113.954,131.541,108.587,324.254,129.157,229.41099999999997,119.92200000000001,87.781,125.015,291.918,118.822,35.123000000000005,131.789,246.84099999999998,126.016,274.976,136.25,72.449,142.409,314.73400000000004,146.39,111.87299999999999,145.68,305.957,144.939,58.233000000000004,146.743,285.616,145.7,312.385,153.371,139.829,147.631,226.953,160.386,264.69,150.981,77.435,155.827,29.414,163.202,148.101,149.151,29.531,173.907,281.135,173.61700000000002,100.60799999999999,172.08,240.062,69.502,286.155,77.529,127.234,151.507,236.94099999999997,121.777,288.856,137.95600000000002
310.75,1243.0,,115.35,11.769,230.178,26.78,112.434,39.054,107.439,50.113,215.65599999999998,52.545,99.956,58.722,281.513,65.907,295.915,65.002,255.22299999999998,65.774,264.965,71.366,268.365,81.404,89.103,86.68,109.725,86.141,225.215,74.167,114.671,93.375,292.996,90.257,308.263,93.09700000000001,79.30199999999999,104.61,268.233,103.82700000000001,254.03,100.009,82.00299999999999,112.65,63.242,113.771,131.564,108.51799999999999,324.32099999999997,129.339,229.128,119.85799999999999,87.863,125.056,291.439,118.899,35.215,131.861,246.863,125.971,275.0,136.295,72.408,142.317,314.77099999999996,146.388,111.83200000000001,145.49200000000002,305.842,144.915,58.236000000000004,146.747,285.60900000000004,145.69,312.306,153.42,139.937,147.55700000000002,226.923,160.329,264.738,150.96200000000002,77.355,155.67600000000002,29.158,163.389,148.18200000000002,149.207,29.588,173.71400000000003,281.093,173.546,100.493,172.197,239.99599999999998,69.358,286.42,77.388,126.98,151.264,238.166,114.696,288.816,137.937
311.0,1244.0,,115.50399999999999,11.763,230.102,26.677,112.48200000000001,38.999,107.515,50.015,215.452,52.518,100.001,58.632,281.73,66.1,295.88599999999997,65.084,255.295,65.732,264.95099999999996,71.252,268.38599999999997,81.419,89.154,86.709,109.781,86.08200000000001,225.34,74.183,114.69,93.304,293.03700000000003,90.12700000000001,308.392,92.916,79.43,104.59299999999999,268.404,103.823,253.697,99.779,81.892,112.655,63.342,113.67399999999999,131.577,108.54700000000001,324.439,129.33100000000002,229.207,119.79299999999999,87.868,125.081,291.902,118.617,35.409,131.887,246.847,125.89299999999999,274.975,136.274,72.454,142.35299999999998,314.779,146.372,111.816,145.564,305.987,144.679,57.997,146.775,285.619,145.615,312.275,153.409,139.856,147.49,226.94400000000002,160.435,264.67900000000003,150.752,77.202,155.38299999999998,29.183000000000003,163.406,148.141,149.122,29.594,173.637,281.062,173.578,100.59200000000001,172.17,239.982,69.288,286.407,77.413,127.055,151.364,238.16400000000002,114.649,288.855,137.903
311.25,1245.0,,115.705,11.748,230.145,26.741,112.715,39.044000000000004,107.53200000000001,50.027,215.555,52.614,99.962,58.563,282.282,66.255,295.776,65.15899999999999,255.257,65.605,264.955,71.115,268.44599999999997,81.485,89.066,86.677,109.76899999999999,86.065,225.785,74.54,114.715,93.45100000000001,293.007,90.103,308.467,92.85,79.44,104.46799999999999,268.606,103.823,253.81799999999998,99.675,81.90100000000001,112.728,63.283,113.46799999999999,131.624,108.565,324.377,129.316,229.188,119.865,87.90299999999999,124.98,291.844,118.711,35.378,131.789,246.832,125.84200000000001,275.004,136.314,72.408,142.371,314.731,146.37,111.86,145.621,306.0,144.876,57.952,146.753,285.661,145.68200000000002,312.372,153.215,139.78799999999998,147.585,226.89,160.782,264.691,150.716,77.321,155.34799999999998,29.611,163.105,148.134,149.065,29.587,173.75599999999997,281.072,173.551,100.54,172.179,239.919,69.09899999999999,286.401,77.433,127.016,151.398,238.248,114.898,288.835,137.889
311.5,1246.0,,116.007,11.102,230.062,26.654,112.62299999999999,39.009,107.726,50.011,215.342,52.559,99.95299999999999,58.533,282.149,66.329,295.778,65.291,255.268,65.575,264.97700000000003,71.176,268.289,81.325,89.10799999999999,86.755,109.711,86.001,225.46400000000003,74.268,114.719,93.545,293.036,90.139,308.455,92.89299999999999,79.3,104.525,268.70599999999996,103.807,253.898,99.54299999999999,81.813,112.73200000000001,63.382,113.521,131.614,108.575,324.425,129.289,229.203,119.861,87.946,124.98200000000001,291.612,118.62,35.155,131.922,246.78799999999998,125.79799999999999,274.914,136.342,72.46300000000001,142.376,314.764,146.391,111.835,145.504,306.045,144.72899999999998,58.023999999999994,146.725,285.518,145.686,312.481,153.129,139.805,147.496,226.72400000000002,160.546,264.79400000000004,150.724,77.311,155.02700000000002,29.665,163.071,148.164,149.00799999999998,29.616999999999997,173.864,281.034,173.544,100.559,172.12400000000002,239.937,68.987,286.35200000000003,77.39,127.04,151.453,238.293,115.022,288.8,137.828
